true_label,predicted_label,prob_class_0,prob_class_1,prob_class_2,prob_class_3,prob_class_4,prob_class_5,prob_class_6,prob_class_7,prob_class_8,prob_class_9,correct
4.0,9,-0.12250686,-1.347443,-1.3037721,-2.1968048,1.3369156,-3.619891,3.35017,-2.1271675,-1.4990313,7.3602266,0
4.0,9,-0.122505814,-1.3474426,-1.303776,-2.1968062,1.3369224,-3.6198914,3.3501644,-2.127168,-1.4990319,7.3602285,0
4.0,9,-0.12250906,-1.3474423,-1.3037647,-2.1968017,1.3369048,-3.6198885,3.3501723,-2.1271684,-1.4990317,7.36023,0
4.0,9,-0.122509,-1.3474435,-1.3037658,-2.1968021,1.3369046,-3.6198902,3.3501782,-2.1271684,-1.4990306,7.360227,0
4.0,9,-0.12250951,-1.3474442,-1.3037655,-2.1968014,1.336903,-3.6198905,3.3501816,-2.127168,-1.4990307,7.360226,0
4.0,9,-0.12250711,-1.3474431,-1.3037717,-2.1968048,1.3369143,-3.6198907,3.3501704,-2.1271677,-1.4990313,7.3602276,0
4.0,4,-1.1824023,-2.0019379,-3.2826648,-1.5609097,6.1621685,0.10021526,-2.4822025,-4.4300966,4.8913136,0.28084028,1
4.0,4,-1.1824026,-2.0019355,-3.2826662,-1.5609115,6.162175,0.10021216,-2.4822,-4.430094,4.8913054,0.28084135,1
4.0,4,-1.182408,-2.0019364,-3.2826667,-1.560909,6.1621675,0.100204095,-2.4821978,-4.430098,4.8913155,0.28084484,1
4.0,4,-1.1824179,-2.001938,-3.2826664,-1.5609059,6.162141,0.10019468,-2.4822004,-4.4301033,4.8913455,0.28085658,1
4.0,4,-1.1824151,-2.0019395,-3.2826645,-1.5609064,6.162147,0.100202166,-2.4822001,-4.430104,4.8913383,0.2808521,1
4.0,4,-1.1824081,-2.0019355,-3.2826667,-1.5609097,6.1621633,0.10020531,-2.4822006,-4.4300947,4.8913226,0.28084296,1
4.0,3,4.6037555,0.36073804,-2.4057987,5.8909397,-1.5665392,-1.7896353,-2.2258732,-3.408895,0.26277286,-1.9348229,0
4.0,3,4.5940547,0.35309997,-2.4081483,5.9003067,-1.5620711,-1.7880008,-2.2212582,-3.409084,0.26140994,-1.935208,0
4.0,3,4.544294,0.36065716,-2.408904,5.931506,-1.5641037,-1.799478,-2.2439075,-3.4220665,0.2892362,-1.931261,0
4.0,3,4.4928555,0.46214232,-2.4132004,5.93382,-1.5962249,-1.8449093,-2.2734272,-3.436587,0.31250602,-1.9369835,0
4.0,3,4.6024294,0.31318265,-2.406107,5.906671,-1.5498146,-1.7726023,-2.215533,-3.4066687,0.2602588,-1.9314629,0
4.0,3,4.6142225,0.3276553,-2.404338,5.8937526,-1.5575904,-1.7777625,-2.2176394,-3.4067512,0.2607332,-1.9322623,0
2.0,2,-0.8894482,-0.10861967,8.142698,3.723284,-1.4679633,-0.5583555,-1.7783312,-0.575366,-2.1480722,-0.8188286,1
2.0,2,-0.8894482,-0.10861904,8.142698,3.7232835,-1.4679636,-0.55835545,-1.7783309,-0.5753659,-2.148072,-0.8188282,1
2.0,2,-0.8894489,-0.10861936,8.142698,3.7232845,-1.4679631,-0.5583558,-1.7783309,-0.57536584,-2.148072,-0.81882834,1
2.0,2,-0.88945055,-0.10861865,8.142697,3.7232854,-1.4679637,-0.5583562,-1.7783306,-0.57536614,-2.1480718,-0.8188276,1
2.0,2,-0.88944995,-0.10861917,8.142696,3.7232866,-1.4679638,-0.55835634,-1.7783309,-0.5753659,-2.1480722,-0.81882834,1
2.0,2,-0.8894488,-0.10861911,8.142698,3.7232842,-1.4679633,-0.5583555,-1.7783309,-0.575366,-2.1480718,-0.8188281,1
6.0,6,-1.4517398,-0.95828706,-0.14418018,-1.0971973,-1.5998455,-0.6412831,8.6449995,-0.14672086,-1.3472568,-1.6730665,1
6.0,6,-1.4517401,-0.9582872,-0.14417928,-1.0971972,-1.5998454,-0.6412833,8.6449995,-0.14672072,-1.3472567,-1.6730667,1
6.0,6,-1.4517398,-0.9582866,-0.14418107,-1.0971968,-1.5998452,-0.641283,8.6449995,-0.14672153,-1.347257,-1.6730666,1
6.0,6,-1.4517404,-0.9582871,-0.14417928,-1.097197,-1.599846,-0.6412828,8.6449995,-0.14672084,-1.3472564,-1.6730666,1
6.0,6,-1.4517404,-0.9582868,-0.14417928,-1.0971969,-1.5998465,-0.64128244,8.6449995,-0.14672072,-1.3472562,-1.673067,1
6.0,6,-1.45174,-0.9582868,-0.14418039,-1.0971972,-1.5998455,-0.6412829,8.6449995,-0.14672105,-1.3472567,-1.6730665,1
0.0,1,-1.7889009,7.444572,-0.97091836,-2.1090739,-0.5766062,-0.88821805,-1.5949496,0.718519,-1.4234408,-0.32956064,0
0.0,1,-1.795159,7.441734,-0.9719399,-2.102745,-0.5794474,-0.8829416,-1.6011481,0.7212281,-1.4201245,-0.33020315,0
0.0,1,-1.7933098,7.436594,-0.96831155,-2.1046355,-0.57761806,-0.8910897,-1.5978956,0.7358094,-1.4280624,-0.32876915,0
0.0,1,-1.7922028,7.43667,-0.9677998,-2.105891,-0.57694685,-0.8925617,-1.5965143,0.73634416,-1.4291861,-0.32849622,0
0.0,1,-1.7949886,7.4422464,-0.9722875,-2.1024604,-0.57979435,-0.88230085,-1.601549,0.7201488,-1.4195843,-0.33048317,0
0.0,1,-1.786773,7.4447026,-0.97016835,-2.1102972,-0.5759867,-0.88994765,-1.5935348,0.71902263,-1.42509,-0.3294106,0
1.0,1,-0.43491554,8.175835,-1.2992455,-1.9694138,-0.70542085,-1.1335475,-1.8680022,-1.705387,-0.55670327,-0.41669908,1
1.0,1,-0.4378583,8.17526,-1.2990578,-1.9688709,-0.7052731,-1.1326008,-1.8682883,-1.7045636,-0.556086,-0.4162099,1
1.0,1,-0.44123277,8.174778,-1.2983156,-1.9682877,-0.70534146,-1.1323446,-1.8677124,-1.7023467,-0.5567412,-0.41560796,1
1.0,1,-0.44192114,8.174766,-1.2986226,-1.9680452,-0.70543563,-1.1320134,-1.8679826,-1.7028056,-0.55589074,-0.41570985,1
1.0,1,-0.4384052,8.175336,-1.2996101,-1.9686902,-0.70542353,-1.1320682,-1.86878,-1.7055924,-0.55465394,-0.41645914,1
1.0,1,-0.4347418,8.175846,-1.299213,-1.9694369,-0.7054055,-1.1336406,-1.8679526,-1.7053397,-0.5568568,-0.4166942,1
9.0,9,-1.9314946,-1.0819436,-0.63015896,1.5510722,-1.9323266,-3.6074963,-3.44699,-0.94871026,3.9495082,6.361862,1
9.0,9,-1.931681,-1.0818272,-0.62998456,1.5508474,-1.9324403,-3.6076002,-3.4465783,-0.948605,3.9488475,6.362563,1
9.0,9,-1.93169,-1.0818629,-0.6299573,1.5508517,-1.932452,-3.607544,-3.4465485,-0.94861,3.9487162,6.3626995,1
9.0,9,-1.9315012,-1.0820853,-0.63009846,1.5511236,-1.9323335,-3.6072915,-3.446965,-0.9487454,3.949241,6.362154,1
9.0,9,-1.9316537,-1.0819554,-0.6299671,1.5508472,-1.93241,-3.6074166,-3.446616,-0.9486486,3.9487562,6.3627152,1
9.0,9,-1.9316955,-1.0818466,-0.6299688,1.550991,-1.9324749,-3.60759,-3.4465759,-0.94861245,3.9487689,6.362559,1
3.0,3,-2.5214353,3.8720682,-0.11757239,4.815761,-1.9717579,-3.8803213,-1.5000007,-0.87016743,2.0573952,-2.1992903,1
3.0,3,-2.5214376,3.872073,-0.117571525,4.8157554,-1.9717579,-3.8803225,-1.4999989,-0.8701662,2.057394,-2.199291,1
3.0,3,-2.521453,3.872064,-0.11757033,4.815756,-1.9717567,-3.8803232,-1.499995,-0.8701658,2.0574026,-2.1992857,1
3.0,3,-2.5214589,3.8720474,-0.11757203,4.8157706,-1.9717543,-3.88032,-1.4999944,-0.8701694,2.0574083,-2.1992836,1
3.0,3,-2.5214427,3.8720617,-0.11757279,4.8157673,-1.9717579,-3.8803198,-1.4999986,-0.87016934,2.0573962,-2.1992888,1
