true_label,predicted_label,prob_class_0,prob_class_1,prob_class_2,prob_class_3,prob_class_4,prob_class_5,correct
5.0,5,-0.61982167,0.12156926,-1.9027166,0.2506035,-9.377375,17.207926,1
5.0,5,-0.61982167,0.12156926,-1.9027166,0.2506035,-9.377375,17.207926,1
5.0,5,-0.61982167,0.12156926,-1.9027166,0.2506035,-9.377375,17.207926,1
5.0,5,-0.61982167,0.12156926,-1.9027166,0.2506035,-9.377375,17.207926,1
5.0,5,-0.61982167,0.12156926,-1.9027166,0.2506035,-9.377375,17.207926,1
5.0,5,-0.61982167,0.12156926,-1.9027166,0.2506035,-9.377375,17.207926,1
4.0,4,-3.008403,-6.8198175,-5.7648587,6.5877657,9.306825,-11.387942,1
4.0,4,-3.0084102,-6.819831,-5.764867,6.587785,9.306808,-11.387919,1
4.0,4,-3.008403,-6.8198175,-5.7648587,6.5877657,9.306825,-11.387942,1
4.0,4,-3.008403,-6.8198175,-5.7648587,6.5877657,9.306825,-11.387942,1
4.0,4,-3.008403,-6.8198175,-5.7648587,6.5877657,9.306825,-11.387942,1
4.0,4,-3.008403,-6.8198175,-5.7648587,6.5877657,9.306825,-11.387942,1
1.0,1,2.1353986,15.080273,-0.9319437,-6.8232636,-0.92443085,-1.2128901,1
1.0,1,2.1353986,15.080273,-0.9319437,-6.8232636,-0.92443085,-1.2128901,1
1.0,1,2.1353986,15.080273,-0.9319437,-6.8232636,-0.92443085,-1.2128901,1
1.0,1,2.1353986,15.080273,-0.9319437,-6.8232636,-0.92443085,-1.2128901,1
1.0,1,2.1353986,15.080273,-0.9319437,-6.8232636,-0.92443085,-1.2128901,1
1.0,1,2.1353986,15.080273,-0.9319437,-6.8232636,-0.92443085,-1.2128901,1
3.0,3,-4.8118443,-11.122079,-8.881924,12.668149,3.2661767,-3.5035968,1
3.0,3,-4.8118443,-11.122079,-8.881924,12.668149,3.2661767,-3.5035968,1
3.0,3,-4.8118443,-11.122079,-8.881924,12.668149,3.2661767,-3.5035968,1
3.0,3,-4.8118443,-11.122079,-8.881924,12.668149,3.2661767,-3.5035968,1
3.0,3,-4.8118443,-11.122079,-8.881924,12.668149,3.2661767,-3.5035968,1
3.0,3,-4.8118443,-11.122079,-8.881924,12.668149,3.2661767,-3.5035968,1
3.0,3,-3.5791752,-8.068103,-6.5164,8.294921,7.595024,-9.157133,1
3.0,3,-3.5791752,-8.068103,-6.5164,8.294921,7.595024,-9.157133,1
3.0,3,-3.5791752,-8.068103,-6.5164,8.294921,7.595024,-9.157133,1
3.0,3,-3.5791752,-8.068103,-6.5164,8.294921,7.595024,-9.157133,1
3.0,3,-3.5791752,-8.068103,-6.5164,8.294921,7.595024,-9.157133,1
3.0,3,-3.5791752,-8.068103,-6.5164,8.294921,7.595024,-9.157133,1
5.0,5,-0.6421938,0.078734025,-1.8511391,0.2546497,-9.330755,17.138615,1
5.0,5,-0.6421938,0.078734025,-1.8511391,0.2546497,-9.330755,17.138615,1
5.0,5,-0.6421938,0.078734025,-1.8511391,0.2546497,-9.330755,17.138615,1
5.0,5,-0.6421938,0.078734025,-1.8511391,0.2546497,-9.330755,17.138615,1
5.0,5,-0.6421938,0.078734025,-1.8511391,0.2546497,-9.330755,17.138615,1
5.0,5,-0.6421938,0.078734025,-1.8511391,0.2546497,-9.330755,17.138615,1
3.0,3,-3.9853647,-9.843092,-8.960356,11.42975,3.8074272,-3.9343085,1
3.0,3,-3.9853647,-9.843092,-8.960356,11.42975,3.8074272,-3.9343085,1
3.0,3,-3.9853647,-9.843092,-8.960356,11.42975,3.8074272,-3.9343085,1
3.0,3,-3.9853647,-9.843092,-8.960356,11.42975,3.8074272,-3.9343085,1
3.0,3,-3.9853647,-9.843092,-8.960356,11.42975,3.8074272,-3.9343085,1
3.0,3,-3.9853647,-9.843092,-8.960356,11.42975,3.8074272,-3.9343085,1
1.0,1,2.5647733,14.0085335,-1.5749967,-6.2760344,-0.28773245,-2.2038107,1
1.0,1,2.5647733,14.0085335,-1.5749967,-6.2760344,-0.28773245,-2.2038107,1
1.0,1,2.5647733,14.0085335,-1.5749967,-6.2760344,-0.28773245,-2.2038107,1
1.0,1,2.5647733,14.0085335,-1.5749967,-6.2760344,-0.28773245,-2.2038107,1
1.0,1,2.5647733,14.0085335,-1.5749967,-6.2760344,-0.28773245,-2.2038107,1
1.0,1,2.5647733,14.0085335,-1.5749967,-6.2760344,-0.28773245,-2.2038107,1
3.0,3,-4.791375,-10.773303,-8.308432,12.091961,3.858293,-4.1992035,1
3.0,3,-4.791375,-10.773303,-8.308432,12.091961,3.858293,-4.1992035,1
3.0,3,-4.791375,-10.773303,-8.308432,12.091961,3.858293,-4.1992035,1
3.0,3,-4.791375,-10.773303,-8.308432,12.091961,3.858293,-4.1992035,1
3.0,3,-4.791375,-10.773303,-8.308432,12.091961,3.858293,-4.1992035,1
3.0,3,-4.791375,-10.773303,-8.308432,12.091961,3.858293,-4.1992035,1
0.0,0,11.281028,-0.5587858,-5.365419,-4.3972116,-1.4964406,-4.018662,1
0.0,0,11.281028,-0.5587858,-5.365419,-4.3972116,-1.4964406,-4.018662,1
0.0,0,11.281028,-0.5587858,-5.365419,-4.3972116,-1.4964406,-4.018662,1
0.0,0,11.281028,-0.5587858,-5.365419,-4.3972116,-1.4964406,-4.018662,1
0.0,0,11.281028,-0.5587858,-5.365419,-4.3972116,-1.4964406,-4.018662,1
0.0,0,11.281028,-0.5587858,-5.365419,-4.3972116,-1.4964406,-4.018662,1
1.0,1,2.1720455,15.021689,-0.97167236,-6.801348,-0.8656919,-1.3166585,1
1.0,1,2.1720455,15.021689,-0.97167236,-6.801348,-0.8656919,-1.3166585,1
1.0,1,2.1720455,15.021689,-0.97167236,-6.801348,-0.8656919,-1.3166585,1
1.0,1,2.1720455,15.021689,-0.97167236,-6.801348,-0.8656919,-1.3166585,1
1.0,1,2.1720455,15.021689,-0.97167236,-6.801348,-0.8656919,-1.3166585,1
1.0,1,2.1720455,15.021689,-0.97167236,-6.801348,-0.8656919,-1.3166585,1
2.0,2,-2.0585501,-1.4973435,15.506087,-5.325309,-1.2489063,-3.4028707,1
2.0,2,-2.05855,-1.4973438,15.506089,-5.325309,-1.2489054,-3.4028711,1
2.0,2,-2.05855,-1.4973432,15.506087,-5.325309,-1.2489058,-3.4028707,1
2.0,2,-2.0585501,-1.4973437,15.506089,-5.325309,-1.2489054,-3.4028711,1
2.0,2,-2.0585506,-1.4973431,15.506089,-5.3253098,-1.2489048,-3.4028716,1
2.0,2,-2.0585506,-1.4973443,15.506089,-5.325309,-1.2489045,-3.4028726,1
3.0,3,-4.7538843,-10.882083,-8.521821,12.246659,3.7645507,-4.145872,1
3.0,3,-4.7538843,-10.882083,-8.521821,12.246659,3.7645507,-4.145872,1
3.0,3,-4.7538843,-10.882083,-8.521821,12.246659,3.7645507,-4.145872,1
3.0,3,-4.7538843,-10.882083,-8.521821,12.246659,3.7645507,-4.145872,1
3.0,3,-4.7538843,-10.882083,-8.521821,12.246659,3.7645507,-4.145872,1
3.0,3,-4.7538843,-10.882083,-8.521821,12.246659,3.7645507,-4.145872,1
2.0,2,-2.0606663,-1.4915352,15.530156,-5.345426,-1.2167946,-3.4393415,1
2.0,2,-2.0606663,-1.4915352,15.530156,-5.345426,-1.2167946,-3.4393415,1
2.0,2,-2.0606663,-1.4915352,15.530156,-5.345426,-1.2167946,-3.4393415,1
2.0,2,-2.0606663,-1.4915352,15.530156,-5.345426,-1.2167946,-3.4393415,1
2.0,2,-2.0606663,-1.4915352,15.530156,-5.345426,-1.2167946,-3.4393415,1
2.0,2,-2.0606663,-1.4915352,15.530156,-5.345426,-1.2167946,-3.4393415,1
3.0,3,-3.8779857,-8.682622,-6.8487387,9.47697,6.0764213,-7.31711,1
3.0,3,-3.8779457,-8.682543,-6.8486814,9.476888,6.0764456,-7.317171,1
3.0,3,-3.8779476,-8.682545,-6.8486814,9.47689,6.0764456,-7.3171678,1
3.0,3,-3.8779447,-8.682539,-6.8486757,9.476881,6.076452,-7.3171806,1
3.0,3,-3.8779285,-8.68251,-6.8486533,9.476837,6.0764894,-7.317241,1
3.0,3,-3.8779304,-8.682516,-6.848658,9.476844,6.076483,-7.317233,1
5.0,5,-0.6373297,0.11945473,-1.830689,0.21008009,-9.250532,17.06474,1
5.0,5,-0.6373297,0.11945473,-1.830689,0.21008009,-9.250532,17.06474,1
5.0,5,-0.6373297,0.11945473,-1.830689,0.21008009,-9.250532,17.06474,1
5.0,5,-0.6373297,0.11945473,-1.830689,0.21008009,-9.250532,17.06474,1
5.0,5,-0.6373297,0.11945473,-1.830689,0.21008009,-9.250532,17.06474,1
5.0,5,-0.6373297,0.11945473,-1.830689,0.21008009,-9.250532,17.06474,1
4.0,4,-2.7819378,-6.25656,-5.33708,5.8132744,10.071197,-12.378201,1
4.0,4,-2.7819378,-6.25656,-5.33708,5.8132744,10.071197,-12.378201,1
4.0,4,-2.7819378,-6.25656,-5.33708,5.8132744,10.071197,-12.378201,1
4.0,4,-2.7819378,-6.25656,-5.33708,5.8132744,10.071197,-12.378201,1
4.0,4,-2.7819378,-6.25656,-5.33708,5.8132744,10.071197,-12.378201,1
4.0,4,-2.7819378,-6.25656,-5.33708,5.8132744,10.071197,-12.378201,1
4.0,3,-4.354423,-9.887847,-7.7814655,11.1765995,4.557432,-5.412833,0
4.0,3,-4.354423,-9.887847,-7.7814655,11.1765995,4.557432,-5.412833,0
4.0,3,-4.354423,-9.887847,-7.7814655,11.1765995,4.557432,-5.412833,0
4.0,3,-4.354423,-9.887847,-7.7814655,11.1765995,4.557432,-5.412833,0
4.0,3,-4.354423,-9.887847,-7.7814655,11.1765995,4.557432,-5.412833,0
4.0,3,-4.354423,-9.887847,-7.7814655,11.1765995,4.557432,-5.412833,0
4.0,4,-2.6285388,-6.2723117,-5.8095655,5.9949803,9.887614,-12.141048,1
4.0,4,-2.6285388,-6.2723117,-5.8095655,5.9949803,9.887614,-12.141048,1
4.0,4,-2.6285388,-6.2723117,-5.8095655,5.9949803,9.887614,-12.141048,1
4.0,4,-2.6285388,-6.2723117,-5.8095655,5.9949803,9.887614,-12.141048,1
4.0,4,-2.6285388,-6.2723117,-5.8095655,5.9949803,9.887614,-12.141048,1
4.0,4,-2.6285388,-6.2723117,-5.8095655,5.9949803,9.887614,-12.141048,1
2.0,2,-2.0647945,-1.5234145,15.515298,-5.3140855,-1.2433035,-3.420165,1
2.0,2,-2.0647945,-1.5234145,15.515298,-5.3140855,-1.2433035,-3.420165,1
2.0,2,-2.0647945,-1.5234145,15.515298,-5.3140855,-1.2433035,-3.420165,1
2.0,2,-2.0647945,-1.5234145,15.515298,-5.3140855,-1.2433035,-3.420165,1
2.0,2,-2.0647945,-1.5234145,15.515298,-5.3140855,-1.2433035,-3.420165,1
2.0,2,-2.0647945,-1.5234145,15.515298,-5.3140855,-1.2433035,-3.420165,1
2.0,2,-2.0456545,-1.5694398,15.376292,-5.215706,-1.3270588,-3.3038087,1
2.0,2,-2.0456545,-1.5694398,15.376292,-5.215706,-1.3270588,-3.3038087,1
2.0,2,-2.0456545,-1.5694398,15.376292,-5.215706,-1.3270588,-3.3038087,1
2.0,2,-2.0456545,-1.5694398,15.376292,-5.215706,-1.3270588,-3.3038087,1
2.0,2,-2.0456545,-1.5694398,15.376292,-5.215706,-1.3270588,-3.3038087,1
2.0,2,-2.0456545,-1.5694398,15.376292,-5.215706,-1.3270588,-3.3038087,1
5.0,5,-0.62893903,0.106380925,-1.8885837,0.25545126,-9.361041,17.183739,1
5.0,5,-0.62893903,0.106380925,-1.8885837,0.25545126,-9.361041,17.183739,1
5.0,5,-0.62893903,0.106380925,-1.8885837,0.25545126,-9.361041,17.183739,1
