true_label,predicted_label,prob_class_0,prob_class_1,prob_class_2,prob_class_3,prob_class_4,prob_class_5,prob_class_6,prob_class_7,prob_class_8,prob_class_9,prob_class_10,prob_class_11,prob_class_12,prob_class_13,prob_class_14,prob_class_15,prob_class_16,prob_class_17,prob_class_18,prob_class_19,prob_class_20,prob_class_21,prob_class_22,correct
4.0,4,4.4577537,-0.5818392,0.013873696,-2.6219215,9.552544,-3.170351,-2.6575866,-2.9822211,-3.2642236,-3.1341195,-2.709432,-3.157682,-3.190412,-3.1540856,-3.1346245,-3.096546,-2.2404034,-2.9171073,-3.238366,-2.8121474,-2.7866533,-3.5298264,-2.941394,1
4.0,4,4.4577537,-0.5818392,0.013873696,-2.6219215,9.552544,-3.170351,-2.6575866,-2.9822211,-3.2642236,-3.1341195,-2.709432,-3.157682,-3.190412,-3.1540856,-3.1346245,-3.096546,-2.2404034,-2.9171073,-3.238366,-2.8121474,-2.7866533,-3.5298264,-2.941394,1
4.0,4,4.4577537,-0.5818392,0.013873696,-2.6219215,9.552544,-3.170351,-2.6575866,-2.9822211,-3.2642236,-3.1341195,-2.709432,-3.157682,-3.190412,-3.1540856,-3.1346245,-3.096546,-2.2404034,-2.9171073,-3.238366,-2.8121474,-2.7866533,-3.5298264,-2.941394,1
4.0,4,4.4577537,-0.5818392,0.013873696,-2.6219215,9.552544,-3.170351,-2.6575866,-2.9822211,-3.2642236,-3.1341195,-2.709432,-3.157682,-3.190412,-3.1540856,-3.1346245,-3.096546,-2.2404034,-2.9171073,-3.238366,-2.8121474,-2.7866533,-3.5298264,-2.941394,1
4.0,4,4.4577537,-0.5818392,0.013873696,-2.6219215,9.552544,-3.170351,-2.6575866,-2.9822211,-3.2642236,-3.1341195,-2.709432,-3.157682,-3.190412,-3.1540856,-3.1346245,-3.096546,-2.2404034,-2.9171073,-3.238366,-2.8121474,-2.7866533,-3.5298264,-2.941394,1
4.0,4,4.4577537,-0.5818392,0.013873696,-2.6219215,9.552544,-3.170351,-2.6575866,-2.9822211,-3.2642236,-3.1341195,-2.709432,-3.157682,-3.190412,-3.1540856,-3.1346245,-3.096546,-2.2404034,-2.9171073,-3.238366,-2.8121474,-2.7866533,-3.5298264,-2.941394,1
1.0,1,-3.2549987,11.909477,1.4302374,-0.246328,0.024277508,-2.1215904,-1.8000422,-2.1956706,-2.3011308,-2.1790848,-1.8478543,-2.2045841,-2.1669261,-2.1527781,-2.17239,-2.2225413,-1.4003117,-1.9616226,-2.2458673,-1.9863908,-1.7691941,-2.5399618,-2.0171938,1
1.0,1,-3.2549987,11.909477,1.4302379,-0.24632847,0.024277508,-2.1215906,-1.8000424,-2.1956706,-2.3011308,-2.1790848,-1.8478543,-2.2045844,-2.1669264,-2.1527781,-2.17239,-2.2225416,-1.4003118,-1.9616226,-2.245867,-1.9863908,-1.7691941,-2.5399618,-2.0171938,1
1.0,1,-3.2549958,11.909483,1.4302328,-0.2463268,0.02427131,-2.12159,-1.8000417,-2.19567,-2.3011303,-2.179084,-1.8478535,-2.2045836,-2.1669257,-2.1527777,-2.1723893,-2.2225409,-1.4003111,-1.961622,-2.2458665,-1.9863901,-1.7691936,-2.5399613,-2.017193,1
1.0,1,-3.2549987,11.909477,1.4302377,-0.24632835,0.02427733,-2.1215904,-1.8000423,-2.1956706,-2.3011308,-2.1790848,-1.8478543,-2.2045844,-2.1669264,-2.1527781,-2.17239,-2.2225413,-1.4003118,-1.9616226,-2.245867,-1.9863908,-1.7691941,-2.5399618,-2.0171936,1
1.0,1,-3.2549987,11.909478,1.4302377,-0.24632835,0.024277925,-2.1215906,-1.8000424,-2.1956706,-2.301131,-2.179085,-1.8478544,-2.2045846,-2.1669264,-2.1527784,-2.17239,-2.2225416,-1.400312,-1.9616227,-2.245867,-1.9863911,-1.7691942,-2.539962,-2.0171938,1
1.0,1,-3.2549987,11.909477,1.4302377,-0.24632847,0.024277747,-2.1215906,-1.8000422,-2.1956706,-2.3011308,-2.1790848,-1.8478543,-2.2045844,-2.1669264,-2.1527781,-2.17239,-2.2225413,-1.4003118,-1.9616226,-2.245867,-1.9863908,-1.7691941,-2.5399618,-2.0171938,1
2.0,2,-4.5196834,0.51158404,7.8946714,5.451912,0.56573975,-2.5851445,-2.2082705,-2.6596947,-2.8615456,-2.6867816,-2.3325987,-2.6546192,-2.6253028,-2.6833303,-2.6523538,-2.736785,-2.0735235,-2.4885159,-2.7111034,-2.3760092,-2.3473077,-3.029131,-2.6000962,1
2.0,2,-4.5196834,0.51158404,7.8946714,5.451912,0.56573975,-2.5851445,-2.2082705,-2.6596947,-2.8615456,-2.6867816,-2.3325987,-2.6546192,-2.6253028,-2.6833303,-2.6523538,-2.736785,-2.0735235,-2.4885159,-2.7111034,-2.3760092,-2.3473077,-3.029131,-2.6000962,1
2.0,2,-4.5196834,0.51158404,7.8946714,5.451912,0.56573975,-2.5851445,-2.2082705,-2.6596947,-2.8615456,-2.6867816,-2.3325987,-2.6546192,-2.6253028,-2.6833303,-2.6523538,-2.736785,-2.0735235,-2.4885159,-2.7111034,-2.3760092,-2.3473077,-3.029131,-2.6000962,1
2.0,2,-4.5196834,0.51158404,7.8946714,5.451912,0.56573975,-2.5851445,-2.2082705,-2.6596947,-2.8615456,-2.6867816,-2.3325987,-2.6546192,-2.6253028,-2.6833303,-2.6523538,-2.736785,-2.0735235,-2.4885159,-2.7111034,-2.3760092,-2.3473077,-3.029131,-2.6000962,1
2.0,2,-4.5196834,0.51158404,7.8946714,5.451912,0.56573975,-2.5851445,-2.2082705,-2.6596947,-2.8615456,-2.6867816,-2.3325987,-2.6546192,-2.6253028,-2.6833303,-2.6523538,-2.736785,-2.0735235,-2.4885159,-2.7111034,-2.3760092,-2.3473077,-3.029131,-2.6000962,1
2.0,2,-4.5196834,0.51158404,7.8946714,5.451912,0.56573975,-2.5851445,-2.2082705,-2.6596947,-2.8615456,-2.6867816,-2.3325987,-2.6546192,-2.6253028,-2.6833303,-2.6523538,-2.736785,-2.0735235,-2.4885159,-2.7111034,-2.3760092,-2.3473077,-3.029131,-2.6000962,1
0.0,0,12.283895,-3.0095677,-5.351514,-1.5206438,2.9829302,-1.7402118,-1.3318924,-1.7316962,-1.9096489,-1.7321876,-1.3334069,-1.7308997,-1.7379663,-1.719008,-1.7027363,-1.7383246,-1.0253838,-1.5206692,-1.8209128,-1.4166492,-1.3741462,-2.0921519,-1.5823045,1
0.0,0,12.283895,-3.0095677,-5.351514,-1.5206438,2.9829302,-1.7402118,-1.3318924,-1.7316962,-1.9096489,-1.7321876,-1.3334069,-1.7308997,-1.7379663,-1.719008,-1.7027363,-1.7383246,-1.0253838,-1.5206692,-1.8209128,-1.4166492,-1.3741462,-2.0921519,-1.5823045,1
0.0,0,12.283895,-3.0095677,-5.351514,-1.5206438,2.9829302,-1.7402118,-1.3318924,-1.7316962,-1.9096489,-1.7321876,-1.3334069,-1.7308997,-1.7379663,-1.719008,-1.7027363,-1.7383246,-1.0253838,-1.5206692,-1.8209128,-1.4166492,-1.3741462,-2.0921519,-1.5823045,1
0.0,0,12.283895,-3.0095677,-5.351514,-1.5206438,2.9829302,-1.7402118,-1.3318924,-1.7316962,-1.9096489,-1.7321876,-1.3334069,-1.7308997,-1.7379663,-1.719008,-1.7027363,-1.7383246,-1.0253838,-1.5206692,-1.8209128,-1.4166492,-1.3741462,-2.0921519,-1.5823045,1
0.0,0,12.283895,-3.0095677,-5.351514,-1.5206438,2.9829302,-1.7402118,-1.3318924,-1.7316962,-1.9096489,-1.7321876,-1.3334069,-1.7308997,-1.7379663,-1.719008,-1.7027363,-1.7383246,-1.0253838,-1.5206692,-1.8209128,-1.4166492,-1.3741462,-2.0921519,-1.5823045,1
0.0,0,12.283895,-3.0095677,-5.351514,-1.5206438,2.9829302,-1.7402118,-1.3318924,-1.7316962,-1.9096489,-1.7321876,-1.3334069,-1.7308997,-1.7379663,-1.719008,-1.7027363,-1.7383246,-1.0253838,-1.5206692,-1.8209128,-1.4166492,-1.3741462,-2.0921519,-1.5823045,1
3.0,3,-1.6383237,-0.11385298,1.7726915,12.480617,-1.938561,-2.552685,-2.2458298,-2.588774,-2.8460803,-2.6348302,-2.2256627,-2.5525763,-2.5592732,-2.574489,-2.6041212,-2.6284785,-1.7771356,-2.3646183,-2.6756206,-2.294631,-2.262969,-2.9384503,-2.447795,1
3.0,3,-1.6383237,-0.11385298,1.7726915,12.480617,-1.938561,-2.552685,-2.2458298,-2.588774,-2.8460803,-2.6348302,-2.2256627,-2.5525763,-2.5592732,-2.574489,-2.6041212,-2.6284785,-1.7771356,-2.3646183,-2.6756206,-2.294631,-2.262969,-2.9384503,-2.447795,1
3.0,3,-1.6383237,-0.11385298,1.7726915,12.480617,-1.938561,-2.552685,-2.2458298,-2.588774,-2.8460803,-2.6348302,-2.2256627,-2.5525763,-2.5592732,-2.574489,-2.6041212,-2.6284785,-1.7771356,-2.3646183,-2.6756206,-2.294631,-2.262969,-2.9384503,-2.447795,1
3.0,3,-1.6383237,-0.11385298,1.7726915,12.480617,-1.938561,-2.552685,-2.2458298,-2.588774,-2.8460803,-2.6348302,-2.2256627,-2.5525763,-2.5592732,-2.574489,-2.6041212,-2.6284785,-1.7771356,-2.3646183,-2.6756206,-2.294631,-2.262969,-2.9384503,-2.447795,1
3.0,3,-1.6383237,-0.11385298,1.7726915,12.480617,-1.938561,-2.552685,-2.2458298,-2.588774,-2.8460803,-2.6348302,-2.2256627,-2.5525763,-2.5592732,-2.574489,-2.6041212,-2.6284785,-1.7771356,-2.3646183,-2.6756206,-2.294631,-2.262969,-2.9384503,-2.447795,1
3.0,3,-1.6383237,-0.11385298,1.7726915,12.480617,-1.938561,-2.552685,-2.2458298,-2.588774,-2.8460803,-2.6348302,-2.2256627,-2.5525763,-2.5592732,-2.574489,-2.6041212,-2.6284785,-1.7771356,-2.3646183,-2.6756206,-2.294631,-2.262969,-2.9384503,-2.447795,1
4.0,4,1.9575249,-0.4193815,1.3037877,-2.7896276,11.630961,-3.4574423,-2.929068,-3.2698293,-3.549346,-3.4423416,-3.0229013,-3.4553761,-3.4851918,-3.4421983,-3.4380116,-3.4075963,-2.52907,-3.207672,-3.539481,-3.120727,-3.0801306,-3.8281841,-3.2418609,1
4.0,4,1.9575332,-0.41938126,1.303775,-2.789638,11.630961,-3.4574397,-2.9290657,-3.269827,-3.5493433,-3.442339,-3.0228992,-3.4553738,-3.4851894,-3.4421957,-3.4380093,-3.4075937,-2.5290675,-3.2076697,-3.5394783,-3.1207247,-3.080128,-3.8281813,-3.2418585,1
4.0,4,1.9575236,-0.41937613,1.3037851,-2.78963,11.630958,-3.4574409,-2.9290671,-3.2698283,-3.5493448,-3.4423404,-3.0229003,-3.455375,-3.4851906,-3.4421973,-3.4380102,-3.4075952,-2.529069,-3.2076712,-3.5394797,-3.120726,-3.0801294,-3.828183,-3.24186,1
4.0,4,1.9575229,-0.41937792,1.3037853,-2.789628,11.630958,-3.457441,-2.9290671,-3.2698288,-3.549345,-3.4423409,-3.0229003,-3.4553752,-3.4851909,-3.4421973,-3.4380107,-3.4075952,-2.5290692,-3.2076712,-3.5394797,-3.120726,-3.0801294,-3.8281832,-3.2418602,1
4.0,4,1.9575322,-0.4193828,1.3037741,-2.7896323,11.630961,-3.4574404,-2.9290664,-3.2698278,-3.549344,-3.44234,-3.0228996,-3.4553742,-3.48519,-3.4421964,-3.4380097,-3.4075947,-2.5290685,-3.2076702,-3.5394788,-3.1207252,-3.0801287,-3.8281822,-3.2418592,1
4.0,4,1.9575237,-0.41938066,1.3037871,-2.7896256,11.63096,-3.457442,-2.929068,-3.2698293,-3.549346,-3.4423416,-3.0229013,-3.4553761,-3.4851918,-3.4421983,-3.4380116,-3.4075963,-2.52907,-3.207672,-3.5394807,-3.120727,-3.0801306,-3.8281841,-3.2418613,1
3.0,3,-1.6520852,-0.059054494,1.7813535,12.428997,-1.9172468,-2.556674,-2.2494273,-2.5921798,-2.849841,-2.638729,-2.2294798,-2.55607,-2.563439,-2.5782528,-2.608028,-2.632762,-1.7802527,-2.368123,-2.6799421,-2.2981973,-2.2668715,-2.942562,-2.4517236,1
3.0,3,-1.6520852,-0.059054494,1.7813535,12.428997,-1.9172468,-2.556674,-2.2494273,-2.5921798,-2.849841,-2.638729,-2.2294798,-2.55607,-2.563439,-2.5782528,-2.608028,-2.632762,-1.7802527,-2.368123,-2.6799421,-2.2981973,-2.2668715,-2.942562,-2.4517236,1
3.0,3,-1.6520852,-0.059054494,1.7813535,12.428997,-1.9172468,-2.556674,-2.2494273,-2.5921798,-2.849841,-2.638729,-2.2294798,-2.55607,-2.563439,-2.5782528,-2.608028,-2.632762,-1.7802527,-2.368123,-2.6799421,-2.2981973,-2.2668715,-2.942562,-2.4517236,1
3.0,3,-1.6520852,-0.059054494,1.7813535,12.428997,-1.9172468,-2.556674,-2.2494273,-2.5921798,-2.849841,-2.638729,-2.2294798,-2.55607,-2.563439,-2.5782528,-2.608028,-2.632762,-1.7802527,-2.368123,-2.6799421,-2.2981973,-2.2668715,-2.942562,-2.4517236,1
3.0,3,-1.6520852,-0.059054494,1.7813535,12.428997,-1.9172468,-2.556674,-2.2494273,-2.5921798,-2.849841,-2.638729,-2.2294798,-2.55607,-2.563439,-2.5782528,-2.608028,-2.632762,-1.7802527,-2.368123,-2.6799421,-2.2981973,-2.2668715,-2.942562,-2.4517236,1
3.0,3,-1.6520852,-0.059054494,1.7813535,12.428997,-1.9172468,-2.556674,-2.2494273,-2.5921798,-2.849841,-2.638729,-2.2294798,-2.55607,-2.563439,-2.5782528,-2.608028,-2.632762,-1.7802527,-2.368123,-2.6799421,-2.2981973,-2.2668715,-2.942562,-2.4517236,1
1.0,1,-3.0113273,12.17308,1.1092594,-0.22736466,0.017543733,-2.1458035,-1.8218346,-2.2108126,-2.32206,-2.1995897,-1.8639679,-2.2209191,-2.1903126,-2.1709561,-2.193632,-2.2418747,-1.401633,-1.9768162,-2.2700648,-2.003454,-1.7867405,-2.5604038,-2.0309536,1
1.0,1,-3.0113292,12.173079,1.1092659,-0.22737026,0.017548442,-2.1458044,-1.821835,-2.2108133,-2.3220608,-2.1995904,-1.8639686,-2.2209196,-2.1903136,-2.1709569,-2.1936326,-2.2418754,-1.4016336,-1.976817,-2.2700653,-2.0034547,-1.7867411,-2.5604045,-2.0309541,1
1.0,1,-3.0113263,12.1730795,1.109261,-0.22736812,0.017546773,-2.1458042,-1.821835,-2.2108133,-2.3220606,-2.1995902,-1.8639685,-2.2209196,-2.1903133,-2.1709569,-2.1936326,-2.2418752,-1.4016334,-1.9768167,-2.2700653,-2.0034544,-1.7867409,-2.5604043,-2.030954,1
1.0,1,-3.011325,12.1730795,1.1092603,-0.2273686,0.017547011,-2.145804,-1.821835,-2.210813,-2.3220606,-2.1995902,-1.8639685,-2.2209196,-2.1903133,-2.1709566,-2.1936326,-2.2418754,-1.4016333,-1.9768167,-2.2700653,-2.0034544,-1.786741,-2.5604043,-2.030954,1
1.0,1,-3.0113268,12.17308,1.1092554,-0.22736037,0.017540038,-2.145803,-1.8218341,-2.210812,-2.3220596,-2.199589,-1.8639673,-2.2209184,-2.1903121,-2.1709557,-2.1936314,-2.2418742,-1.4016323,-1.9768156,-2.270064,-2.0034533,-1.7867401,-2.560403,-2.030953,1
1.0,1,-3.0113263,12.173079,1.1092615,-0.22736728,0.017546356,-2.145804,-1.821835,-2.210813,-2.3220606,-2.1995902,-1.8639684,-2.2209196,-2.190313,-2.1709566,-2.1936326,-2.2418752,-1.4016333,-1.9768167,-2.2700653,-2.0034544,-1.786741,-2.5604043,-2.030954,1
1.0,1,-3.1770387,11.952015,1.344742,-0.20682567,0.0030012727,-2.1307278,-1.8092444,-2.2018354,-2.3092022,-2.1872544,-1.8539287,-2.2109995,-2.175232,-2.1596313,-2.1810157,-2.229553,-1.4014492,-1.9676875,-2.2545445,-1.9933411,-1.7762114,-2.5473342,-2.0220752,1
1.0,1,-3.1770387,11.952015,1.344742,-0.20682567,0.0030012727,-2.1307278,-1.8092444,-2.2018354,-2.3092022,-2.1872544,-1.8539287,-2.2109995,-2.175232,-2.1596313,-2.1810157,-2.229553,-1.4014492,-1.9676875,-2.2545445,-1.9933411,-1.7762114,-2.5473342,-2.0220752,1
1.0,1,-3.1770387,11.952015,1.344742,-0.20682567,0.0030012727,-2.1307278,-1.8092444,-2.2018354,-2.3092022,-2.1872544,-1.8539287,-2.2109995,-2.175232,-2.1596313,-2.1810157,-2.229553,-1.4014492,-1.9676875,-2.2545445,-1.9933411,-1.7762114,-2.5473342,-2.0220752,1
1.0,1,-3.1770387,11.952015,1.344742,-0.20682567,0.0030012727,-2.1307278,-1.8092444,-2.2018354,-2.3092022,-2.1872544,-1.8539287,-2.2109995,-2.175232,-2.1596313,-2.1810157,-2.229553,-1.4014492,-1.9676875,-2.2545445,-1.9933411,-1.7762114,-2.5473342,-2.0220752,1
1.0,1,-3.1770387,11.952015,1.344742,-0.20682567,0.0030012727,-2.1307278,-1.8092444,-2.2018354,-2.3092022,-2.1872544,-1.8539287,-2.2109995,-2.175232,-2.1596313,-2.1810157,-2.229553,-1.4014492,-1.9676875,-2.2545445,-1.9933411,-1.7762114,-2.5473342,-2.0220752,1
1.0,1,-3.1770387,11.952015,1.344742,-0.20682567,0.0030012727,-2.1307278,-1.8092444,-2.2018354,-2.3092022,-2.1872544,-1.8539287,-2.2109995,-2.175232,-2.1596313,-2.1810157,-2.229553,-1.4014492,-1.9676875,-2.2545445,-1.9933411,-1.7762114,-2.5473342,-2.0220752,1
4.0,4,1.9791399,-0.4598645,1.3173113,-2.7949977,11.668806,-3.4653945,-2.9356852,-3.2762234,-3.5569892,-3.4498954,-3.0298991,-3.4625263,-3.4931479,-3.449963,-3.4455538,-3.4150748,-2.5357766,-3.2150211,-3.5473099,-3.1273017,-3.0878906,-3.8359208,-3.2492652,1
4.0,4,1.9791397,-0.45986474,1.3173107,-2.7949977,11.668806,-3.465395,-2.9356852,-3.2762234,-3.5569892,-3.4498954,-3.0298991,-3.4625263,-3.4931479,-3.4499633,-3.445554,-3.4150748,-2.5357766,-3.2150214,-3.5473099,-3.1273015,-3.0878906,-3.8359208,-3.2492652,1
4.0,4,1.9791408,-0.45986485,1.317311,-2.7949991,11.668807,-3.4653945,-2.9356852,-3.2762232,-3.556989,-3.4498954,-3.0298991,-3.4625263,-3.4931479,-3.4499633,-3.445554,-3.4150748,-2.5357766,-3.2150211,-3.5473099,-3.1273017,-3.0878906,-3.8359208,-3.2492654,1
4.0,4,1.979142,-0.4598663,1.3173126,-2.7949996,11.668808,-3.465395,-2.9356854,-3.2762237,-3.5569892,-3.4498959,-3.0298996,-3.4625268,-3.4931479,-3.4499633,-3.4455543,-3.415075,-2.5357769,-3.2150216,-3.54731,-3.1273017,-3.0878906,-3.835921,-3.2492657,1
4.0,4,1.9791403,-0.45986426,1.3173109,-2.7949982,11.668807,-3.4653947,-2.9356852,-3.2762232,-3.5569892,-3.4498954,-3.0298996,-3.4625263,-3.4931479,-3.449963,-3.4455543,-3.415075,-2.5357769,-3.2150214,-3.5473099,-3.1273017,-3.0878906,-3.8359208,-3.2492652,1
4.0,4,1.9791403,-0.45986664,1.3173127,-2.7949944,11.668808,-3.465396,-2.935686,-3.2762241,-3.5569901,-3.4498963,-3.0299,-3.4625273,-3.4931488,-3.4499643,-3.445555,-3.415076,-2.5357776,-3.215022,-3.5473108,-3.1273024,-3.0878916,-3.8359218,-3.2492661,1
4.0,4,1.9747384,-0.4540056,1.3147767,-2.793301,11.663933,-3.4642882,-2.9347034,-3.2752628,-3.5559359,-3.4488688,-3.0289574,-3.4615207,-3.49208,-3.4489384,-3.4444976,-3.4140935,-2.5349054,-3.2140212,-3.5462422,-3.12635,-3.086853,-3.8348866,-3.2482827,1
