true_label,predicted_label,prob_class_0,prob_class_1,prob_class_2,prob_class_3,prob_class_4,prob_class_5,prob_class_6,prob_class_7,prob_class_8,prob_class_9,prob_class_10,prob_class_11,prob_class_12,prob_class_13,prob_class_14,correct
0.0,0,2.23889,1.4309647,-0.38719618,0.83226985,-0.9583979,-0.9742389,0.45479238,-0.48763198,-0.65562993,-0.8354602,-1.8827349,-1.2840055,-0.73304373,0.5115729,-0.57169545,1
0.0,0,2.2398539,1.3457147,-0.2986237,0.8899349,-0.9529316,-0.90046376,0.52858734,-0.37919414,-0.79546636,-0.78086406,-1.9677479,-1.2820052,-0.7327671,0.49888653,-0.69170994,1
0.0,0,2.2963092,1.4061823,-0.24836344,0.9273291,-0.97855854,-0.9003433,0.5681517,-0.3718893,-0.8612379,-0.8381526,-1.9453298,-1.4223207,-0.7179686,0.47455442,-0.70163053,1
0.0,0,2.3343396,1.496945,-0.17711848,0.8209017,-1.0317268,-0.9636112,0.62363935,-0.32509798,-0.880264,-0.8796742,-1.9630446,-1.5585539,-0.6388296,0.35039905,-0.6517185,1
0.0,0,2.2822654,1.3131473,-0.2971269,0.92849404,-0.94841194,-0.8967379,0.53544164,-0.36739802,-0.83158684,-0.81369245,-1.848651,-1.2784824,-0.74482936,0.5636764,-0.7060576,1
0.0,0,2.2679255,1.4321643,-0.35636708,0.8286343,-0.9762805,-0.993222,0.48898095,-0.45498198,-0.7004146,-0.85584784,-1.8574837,-1.3292476,-0.71946514,0.5092042,-0.5885477,1
0.0,0,2.4020708,2.1221075,-0.112594634,0.087123625,-1.1182165,-1.1100272,0.65617365,-0.3297305,-0.53981435,-0.48295245,-2.015564,-1.3261976,-0.7260691,-0.1637682,-0.57544017,1
0.0,0,2.3986876,2.1620069,-0.034883723,0.08076936,-1.1730169,-1.144111,0.6710512,-0.3070615,-0.5723504,-0.44989192,-2.007621,-1.4013345,-0.7055495,-0.19541167,-0.55029595,1
0.0,0,2.416413,2.1560638,0.007819042,0.09858246,-1.1759934,-1.1059856,0.6684003,-0.28210193,-0.61505127,-0.41030595,-2.054812,-1.4081758,-0.73446435,-0.19638956,-0.5755313,1
0.0,0,2.4872482,2.067945,0.16432273,-0.06193541,-1.2197299,-1.2073777,0.78570026,-0.13611867,-0.68841374,-0.4107366,-1.9943838,-1.4175061,-0.60867035,-0.29289827,-0.5404327,1
0.0,0,2.4935968,2.0064418,0.045469254,0.039359346,-1.1591604,-1.122805,0.7626301,-0.1817192,-0.68936783,-0.43319252,-2.015875,-1.3146949,-0.71424395,-0.1700013,-0.6368173,1
0.0,0,2.4402022,2.078442,-0.04184921,0.051662117,-1.1600943,-1.1534178,0.72191405,-0.26321214,-0.6093243,-0.48002765,-1.9936553,-1.3467699,-0.699532,-0.16866773,-0.5965216,1
12.0,12,-0.13288802,0.35813335,-0.45948514,-0.43200427,-1.6217933,-1.6946836,-0.72201896,-0.57059,0.13195261,-0.7034547,0.9114407,-1.2450112,2.0694802,0.10812728,1.3076842,1
