true_label,predicted_label,prob_class_0,prob_class_1,prob_class_2,prob_class_3,prob_class_4,prob_class_5,prob_class_6,prob_class_7,prob_class_8,prob_class_9,prob_class_10,prob_class_11,prob_class_12,prob_class_13,prob_class_14,correct
3.0,3,-2.6629417,0.97222257,0.5858294,5.06463,-1.5563285,-2.0197432,-0.57388693,-1.4006327,-0.6506937,0.87054336,-0.123854205,0.8617251,-0.8849769,1.2144243,-1.7350878,1
3.0,3,-2.6624112,0.9689147,0.58799547,5.0642667,-1.5582335,-2.019386,-0.57697105,-1.3966084,-0.65264475,0.8699482,-0.12255235,0.8632538,-0.8852011,1.2182181,-1.7374462,1
3.0,3,-2.6453965,0.9681192,0.6040773,5.068913,-1.5499125,-2.0228648,-0.56965625,-1.4079645,-0.6838457,0.88969475,-0.13435881,0.87568974,-0.8735401,1.1980416,-1.7257352,1
3.0,3,-2.6493871,0.9545982,0.60958993,5.0671906,-1.5580786,-2.0198689,-0.5837274,-1.3904077,-0.6792076,0.88325566,-0.12919012,0.87757117,-0.87712014,1.2175872,-1.7364037,1
3.0,3,-2.6633508,0.96313876,0.5907974,5.0634837,-1.561798,-2.0182428,-0.5828149,-1.3889894,-0.6522722,0.86754704,-0.12034945,0.86468434,-0.88638955,1.2262121,-1.7419937,1
3.0,3,-2.6632736,0.9690152,0.58716714,5.064031,-1.5586675,-2.0192096,-0.57729864,-1.396007,-0.65106726,0.8689184,-0.12198593,0.8626044,-0.88577205,1.2191856,-1.738033,1
13.0,13,-2.0491617,-1.5441978,-1.9049671,-0.5236717,-1.8845901,-1.5844561,-0.9011567,-1.0348948,0.92857563,0.06588895,2.1599128,0.84281445,0.62651396,6.629554,-0.31470758,1
13.0,13,-2.0292864,-1.501362,-1.968278,-0.49933538,-1.816905,-1.5919659,-0.88576037,-1.1522526,1.0228621,0.09253115,2.181162,0.84779733,0.4565028,6.6001368,-0.29248446,1
13.0,13,-2.0433702,-1.5415431,-1.9128897,-0.51649547,-1.8662452,-1.5920433,-0.88978624,-1.0524739,0.9337384,0.060188834,2.1728983,0.84694153,0.6080821,6.6248617,-0.32339215,1
13.0,13,-2.0489955,-1.534508,-1.9169774,-0.5345656,-1.8968664,-1.5854647,-0.9059193,-1.0386459,0.92937785,0.061478686,2.1874983,0.8355794,0.6169415,6.6230736,-0.30032182,1
13.0,13,-2.0426466,-1.5051492,-1.9577677,-0.52732354,-1.8722185,-1.5828418,-0.9066421,-1.1005422,0.9922628,0.084502,2.1979086,0.83500755,0.5089413,6.606278,-0.27552766,1
13.0,13,-2.0500019,-1.5450636,-1.9039052,-0.5213632,-1.8808699,-1.5848972,-0.8982962,-1.0362054,0.9287257,0.06290197,2.1587741,0.84362376,0.6283125,6.6290913,-0.3178562,1
6.0,6,-0.20547219,0.124656074,-2.4326775,0.14176461,0.40645736,-1.3389482,6.2101526,0.56240016,-1.1137857,2.9660864,-1.1342582,-0.7256192,-1.0512185,-1.3731782,-2.3369186,1
6.0,6,-0.17330284,0.11474374,-2.4189997,0.1439307,0.37234533,-1.3787864,6.1696715,0.530154,-1.1832389,3.0348716,-1.1264119,-0.6904459,-1.0197198,-1.3565713,-2.2921007,1
6.0,6,-0.13512327,0.16608572,-2.4539642,0.12969413,0.3515149,-1.42183,6.1913567,0.4471959,-1.2017612,2.996285,-1.0718284,-0.67152,-1.0042286,-1.3409874,-2.2607124,1
6.0,6,-0.23179938,0.15979603,-2.458487,0.13557135,0.36805892,-1.3368416,6.2248783,0.5619698,-1.0999533,2.9426703,-1.1191401,-0.7148043,-1.0485871,-1.3828294,-2.3253586,1
6.0,6,-0.21369253,0.11454748,-2.4236038,0.14613076,0.3793334,-1.345688,6.18309,0.57261527,-1.1425786,3.0131931,-1.1430109,-0.70314,-1.038189,-1.3748662,-2.3146908,1
6.0,6,-0.20732607,0.12594315,-2.4337182,0.14156172,0.40710494,-1.3370483,6.2124386,0.5642108,-1.1104485,2.962022,-1.13419,-0.7271029,-1.0525924,-1.3742036,-2.3390448,1
