true_label,predicted_label,prob_class_0,prob_class_1,prob_class_2,prob_class_3,prob_class_4,prob_class_5,prob_class_6,prob_class_7,prob_class_8,prob_class_9,prob_class_10,prob_class_11,prob_class_12,prob_class_13,prob_class_14,correct
2.0,2,1.1996558,1.2529761,9.505272,0.9403452,-3.3922563,1.6164337,-1.5878807,0.10014175,-2.2581146,0.19733903,-0.69927585,-0.62607497,-1.3355198,-1.464789,-0.05802732,1
2.0,2,1.199708,1.2531706,9.505259,0.9400845,-3.3922555,1.6163694,-1.5879109,0.10017371,-2.2581491,0.1973315,-0.69932866,-0.6260969,-1.3354853,-1.4646932,-0.057983465,1
2.0,2,1.1992836,1.2534438,9.505262,0.9396769,-3.3923373,1.6162093,-1.5880424,0.10024764,-2.2581446,0.19745302,-0.699476,-0.6258269,-1.335442,-1.4643807,-0.057894915,1
2.0,2,1.1990255,1.2531902,9.505249,0.93998474,-3.3923786,1.6161768,-1.5880867,0.10014475,-2.258081,0.19751607,-0.6992403,-0.6256845,-1.335549,-1.4644662,-0.057873733,1
2.0,2,1.1994642,1.2531109,9.505288,0.940162,-3.392286,1.6163406,-1.5879232,0.10016909,-2.258121,0.19738722,-0.69938636,-0.62593836,-1.3354818,-1.4646257,-0.058003597,1
2.0,2,1.1996391,1.2529804,9.505276,0.94033784,-3.3922572,1.6164284,-1.5878817,0.100142926,-2.2581146,0.19734234,-0.69928503,-0.6260623,-1.3355165,-1.4647784,-0.058027215,1
3.0,3,-0.794518,-2.3611436,1.0071709,9.24306,-1.6049634,-0.6991027,0.21726085,-1.6961815,-0.37830123,-0.28578174,-0.2732937,-0.26088372,-0.9706236,-1.3695239,-2.125321,1
3.0,3,-0.7959831,-2.3668923,0.99390197,9.240537,-1.606342,-0.7012966,0.22708891,-1.6845212,-0.37530825,-0.28553954,-0.2771623,-0.25445518,-0.9727242,-1.3693082,-2.1276667,1
3.0,3,-0.79693145,-2.3695707,0.98900324,9.239464,-1.6069914,-0.70158845,0.23210041,-1.6790432,-0.37509206,-0.28551978,-0.27919063,-0.25083235,-0.97352415,-1.3695054,-2.1290622,1
3.0,3,-0.7978081,-2.3700495,0.9904251,9.23889,-1.6081431,-0.70182353,0.23128648,-1.6779802,-0.37528697,-0.28462335,-0.2802894,-0.24737178,-0.974516,-1.3685697,-2.129618,1
3.0,3,-0.79660505,-2.3679433,0.99222183,9.239973,-1.6068898,-0.70166546,0.22821908,-1.6825709,-0.37502298,-0.28509188,-0.27796203,-0.2524763,-0.9734319,-1.368844,-2.128083,1
3.0,3,-0.79460716,-2.3615308,1.0061654,9.24289,-1.6050452,-0.6993367,0.21779363,-1.695492,-0.37800264,-0.28574976,-0.27346963,-0.26053727,-0.9707696,-1.3694404,-2.1253781,1
12.0,12,-1.5150874,2.7693481,-0.8240748,-0.7246779,-2.8535917,-2.4014757,-0.7812001,-0.6445878,-1.1754738,-0.51315534,2.4436176,0.31686777,7.89773,-0.5376099,-0.60917187,1
12.0,12,-1.3210605,2.907114,-1.0747757,-0.95968854,-2.8309927,-2.541662,-0.19432172,-0.5579668,-1.0049556,-0.9320167,2.5168626,-0.061625633,7.787204,-0.51230454,-0.7893428,1
12.0,12,-1.3806758,2.983605,-1.0370482,-1.0827125,-2.6090317,-2.4348254,-0.12666617,-0.8126582,-1.16117,-0.7166876,2.4362195,0.14211051,7.827555,-0.61178654,-0.7339991,1
12.0,12,-1.4809705,2.8514538,-0.8101287,-0.8904236,-2.7832067,-2.370779,-0.5401492,-0.63142955,-1.2522253,-0.53129274,2.3630188,0.3334866,7.875808,-0.6168481,-0.61412704,1
12.0,12,-1.4871353,2.859684,-0.8906726,-0.84383166,-2.7996173,-2.4041257,-0.5289139,-0.716486,-1.1946359,-0.6073317,2.54209,0.22981873,7.835517,-0.58625335,-0.6591606,1
12.0,12,-1.5495719,2.7769804,-0.7997249,-0.7084901,-2.871083,-2.4095566,-0.8261808,-0.6541993,-1.1765093,-0.5013025,2.484396,0.3208291,7.8627934,-0.5367836,-0.57991785,1
11.0,11,1.4743137,-3.8727045,-0.3730038,-0.5629638,-1.4761069,-1.4599452,-2.2685235,-2.3396559,-0.46891373,0.1639978,4.803312,6.107028,-0.9862649,4.0946717,0.52019995,1
11.0,11,1.451814,-3.8618774,-0.37878537,-0.56127304,-1.4827596,-1.4735727,-2.2642035,-2.3390148,-0.5173918,0.1605882,4.766774,6.128216,-0.97487485,4.1523294,0.51986086,1
11.0,11,1.2906048,-3.8442812,-0.4719113,-0.5708204,-1.4884341,-1.5386254,-2.2956953,-2.3354774,-0.6070153,0.19569604,4.659937,6.1362286,-0.97703433,4.4220257,0.5718798,1
