true_label,predicted_label,prob_class_0,prob_class_1,prob_class_2,prob_class_3,prob_class_4,prob_class_5,prob_class_6,prob_class_7,prob_class_8,prob_class_9,correct
4.0,3,-1.5524757,-0.77619845,-1.0399874,6.632007,1.2805752,-2.659479,0.6607597,-1.4547763,-0.94220775,-1.3817097,0
4.0,3,-1.5542495,-0.7753484,-1.0438498,6.629269,1.2918969,-2.6632793,0.6566782,-1.4504167,-0.943683,-1.3821765,0
4.0,3,-1.5536234,-0.77526826,-1.0440074,6.6294084,1.2908852,-2.6633818,0.6565981,-1.4524397,-0.94187754,-1.3824723,0
4.0,3,-1.5511131,-0.77780807,-1.0366364,6.6345253,1.269684,-2.6556098,0.66444427,-1.4589169,-0.9402024,-1.380882,0
4.0,3,-1.5525881,-0.7771776,-1.0380964,6.6334286,1.2736742,-2.6569424,0.6621486,-1.4559226,-0.9410685,-1.3803139,0
4.0,3,-1.5528249,-0.77723575,-1.0374254,6.633673,1.272729,-2.6564398,0.66247517,-1.4548631,-0.9421532,-1.3798671,0
4.0,3,-1.933093,-1.5337474,0.61621743,6.0096726,-2.4820964,-0.48121858,-0.35489583,-0.4203263,0.37805313,-0.7539721,0
4.0,3,-1.9328434,-1.532924,0.6161507,6.0100355,-2.4820232,-0.48149943,-0.35516188,-0.4205823,0.37717342,-0.7537631,0
4.0,3,-1.9327691,-1.5331339,0.6161661,6.009967,-2.4819705,-0.48154324,-0.3553634,-0.4206952,0.37763438,-0.75378114,0
4.0,3,-1.9330584,-1.5341076,0.6162654,6.0095353,-2.4821439,-0.4811281,-0.35486397,-0.42028296,0.37843743,-0.75400215,0
4.0,3,-1.9327073,-1.533758,0.61642146,6.0096927,-2.4822834,-0.4813218,-0.3547972,-0.42062873,0.3780164,-0.753858,0
4.0,3,-1.9328996,-1.5336045,0.6162532,6.0097494,-2.4820638,-0.48139244,-0.35510057,-0.42057973,0.37811026,-0.7539179,0
2.0,2,-0.36238864,-1.6730006,6.8909397,-0.49417925,-2.1903636,-0.28973103,-0.91843534,2.7027895,-1.4682297,-0.45398247,1
2.0,2,-0.38315272,-1.6607785,6.8816996,-0.5021389,-2.187648,-0.27398485,-0.92746496,2.7345393,-1.4761451,-0.4483438,1
2.0,2,-0.3602094,-1.6989675,6.864536,-0.46493322,-2.189836,-0.31755376,-0.878371,2.744811,-1.4855078,-0.48439145,1
2.0,2,-0.35352638,-1.6991845,6.8865676,-0.458431,-2.1953697,-0.32648394,-0.87714916,2.685363,-1.4654762,-0.48475653,1
2.0,2,-0.33160138,-1.6991289,6.880578,-0.4773879,-2.1898901,-0.3164941,-0.8933845,2.711156,-1.4782835,-0.47209352,1
2.0,2,-0.32604113,-1.6995955,6.8805075,-0.48291928,-2.1894574,-0.3130494,-0.8978851,2.7140412,-1.4794868,-0.46790153,1
6.0,6,1.4930187,-1.0488034,-0.65394086,-0.83094287,-0.23143196,0.45385328,6.609055,0.18408552,-2.8611321,-2.2076364,1
6.0,6,1.4943174,-1.0502625,-0.65649956,-0.8288856,-0.23064438,0.45197272,6.6095595,0.18318774,-2.8604167,-2.2068748,1
6.0,6,1.4954578,-1.0503839,-0.6572471,-0.82906485,-0.22999114,0.45152763,6.6094747,0.18227018,-2.8600209,-2.2067778,1
6.0,6,1.4904099,-1.0477209,-0.65247256,-0.8317269,-0.23185572,0.4544899,6.609658,0.18365256,-2.8610973,-2.2075443,1
6.0,6,1.4885615,-1.0472976,-0.6508127,-0.83243644,-0.23370531,0.4568734,6.6093698,0.18586467,-2.861816,-2.2078695,1
6.0,6,1.4910111,-1.0476539,-0.65104157,-0.8317246,-0.2324883,0.4544996,6.609279,0.18374595,-2.8615475,-2.2078476,1
0.0,0,7.8250093,-0.14827757,0.0700906,-0.7557796,0.32339436,-0.8581839,-0.24718182,-1.0796787,-2.150358,-0.6444584,1
0.0,0,7.8249955,-0.15023741,0.071947396,-0.75450057,0.3223569,-0.85978675,-0.2460068,-1.0805339,-2.1498518,-0.644724,1
0.0,0,7.8251424,-0.15106727,0.07109449,-0.75460345,0.32296893,-0.85921353,-0.24642992,-1.0782088,-2.151097,-0.64346105,1
0.0,0,7.825079,-0.15040553,0.06825046,-0.75399256,0.32307124,-0.85858107,-0.24578257,-1.0791352,-2.150214,-0.6442525,1
0.0,0,7.8249598,-0.14971954,0.07059614,-0.7541788,0.32224435,-0.85940415,-0.24573115,-1.0808842,-2.1494691,-0.645287,1
0.0,0,7.825065,-0.14815694,0.06859644,-0.75594354,0.32390985,-0.8574031,-0.24738562,-1.078804,-2.1507156,-0.64403415,1
1.0,1,-1.0312101,7.3798475,-0.9021613,-1.1450765,-1.0688218,-1.0103675,-0.93627816,-1.9263775,-0.7560735,-1.1625191,1
1.0,1,-0.9090758,7.377662,-0.82894635,-1.2226161,-1.0347502,-1.0658842,-0.949077,-2.0104651,-0.7431439,-1.1778567,1
1.0,1,-1.2644545,7.230922,-0.9586495,-0.7538657,-1.4304657,-1.3033803,-0.33339447,-1.9408578,-0.85446095,-1.1854659,1
1.0,1,-1.2727526,7.2826476,-1.028727,-0.8214886,-1.3181617,-1.1742043,-0.5099132,-1.8861701,-0.8179191,-1.1805147,1
1.0,1,-1.1002744,7.38584,-0.83928496,-1.15182,-1.0883316,-0.9841231,-0.97429353,-1.8437251,-0.8125007,-1.1146796,1
1.0,1,-1.0670899,7.3857727,-0.8694803,-1.1575221,-1.0677419,-0.9842118,-0.9737033,-1.8764117,-0.78624076,-1.1342572,1
9.0,9,-1.9151795,-1.045518,-1.595352,-1.716081,-1.2532783,-0.2120201,-2.014579,2.4336133,0.34817582,6.447259,1
9.0,9,-1.9153491,-1.0454582,-1.5956504,-1.7159083,-1.2533097,-0.21208706,-2.0144174,2.4337766,0.3482053,6.447092,1
9.0,9,-1.9153662,-1.0454998,-1.5956286,-1.7159714,-1.2533323,-0.21205056,-2.0145051,2.4336462,0.34842062,6.447103,1
9.0,9,-1.9152056,-1.0455266,-1.5953912,-1.7160614,-1.2532861,-0.21203643,-2.0145617,2.433641,0.3482039,6.447231,1
9.0,9,-1.9153075,-1.0455174,-1.5955317,-1.7160329,-1.2533182,-0.2120254,-2.0145614,2.4335878,0.3484129,6.4471574,1
