true_label,predicted_label,prob_class_0,prob_class_1,prob_class_2,prob_class_3,prob_class_4,prob_class_5,prob_class_6,prob_class_7,prob_class_8,prob_class_9,prob_class_10,prob_class_11,prob_class_12,prob_class_13,prob_class_14,prob_class_15,prob_class_16,prob_class_17,prob_class_18,prob_class_19,correct
18.0,18,-0.874501,-4.2034245,-3.6833153,-8.452097,-8.482184,-3.014774,0.801736,1.3529292,3.3419344,6.6847386,-6.393288,-0.60314673,4.220765,2.6365123,-6.3704605,-8.445755,2.745627,-1.9988649,14.422944,9.496771,1
18.0,18,-0.8743521,-4.201097,-3.6825805,-8.449836,-8.483936,-3.0155861,0.8012496,1.3524925,3.3423018,6.6854434,-6.3908505,-0.6034012,4.217921,2.6360898,-6.3738074,-8.449089,2.7455888,-1.9958328,14.420177,9.499973,1
18.0,18,-0.87447584,-4.19268,-3.6781473,-8.441426,-8.491475,-3.0202875,0.7980888,1.349635,3.3451884,6.6898746,-6.3825865,-0.6055086,4.2082973,2.635929,-6.3859525,-8.461185,2.7441363,-1.9853853,14.411131,9.511911,1
18.0,18,-0.87348366,-4.203398,-3.6876793,-8.451673,-8.480552,-3.0114336,0.8054373,1.3563483,3.3380048,6.681278,-6.39152,-0.6000373,4.218134,2.632617,-6.3713665,-8.446647,2.7487698,-1.9971299,14.421458,9.497107,1
18.0,18,-0.8734976,-4.2101135,-3.688973,-8.4589615,-8.475241,-3.009097,0.8064439,1.357268,3.3374534,6.6793437,-6.399661,-0.599903,4.227477,2.634574,-6.3608527,-8.436104,2.7481208,-2.0071738,14.430211,9.487166,1
18.0,18,-0.8744314,-4.2060013,-3.6841133,-8.45486,-8.480008,-3.0136075,0.8023832,1.3535175,3.3414352,6.6837173,-6.396299,-0.6028778,4.224164,2.6369877,-6.366452,-8.441734,2.7455864,-2.0026066,14.426179,9.492948,1
0.0,0,12.40142,11.22059,4.915559,2.9108682,-0.5868199,-0.35692716,1.8773694,2.5828042,-3.1561563,-4.0881085,-2.4816804,-2.2513227,0.24761462,0.2053749,-0.74470097,1.7016637,-5.1564727,-5.1343102,-2.1129384,-0.4283294,1
0.0,0,12.400874,11.220831,4.9159393,2.9114885,-0.5867385,-0.35686755,1.8769512,2.5823858,-3.1558304,-4.087597,-2.4811547,-2.2509947,0.24694121,0.2049408,-0.7446367,1.7017243,-5.156738,-5.1343374,-2.1134217,-0.42842132,1
0.0,0,12.399697,11.221287,4.9165783,2.9127278,-0.58636725,-0.35648537,1.876214,2.5816414,-3.1552804,-4.0866356,-2.4799888,-2.2502398,0.24543059,0.20381153,-0.7442892,1.7020457,-5.1572375,-5.1344414,-2.1144633,-0.42879945,1
0.0,0,12.39997,11.2212305,4.916305,2.9124656,-0.5863143,-0.35637772,1.8763893,2.5818172,-3.1554391,-4.086892,-2.4801655,-2.2501445,0.24569917,0.20388025,-0.7443637,1.701949,-5.157044,-5.1344943,-2.1143148,-0.42876476,1
0.0,0,12.40046,11.221059,4.916049,2.911909,-0.5863322,-0.356382,1.876694,2.5821254,-3.1556668,-4.0873184,-2.4806616,-2.2504272,0.24631631,0.2042638,-0.7443463,1.7019702,-5.156888,-5.134578,-2.113898,-0.42875308,1
0.0,0,12.40132,11.220653,4.915639,2.9109867,-0.5867657,-0.3568778,1.8772852,2.5827205,-3.1560905,-4.0880146,-2.4815814,-2.2512383,0.2474792,0.20526439,-0.74465626,1.7017087,-5.1565394,-5.1343555,-2.1130414,-0.42838305,1
2.0,2,3.0756936,7.9326034,14.783585,3.8581462,-2.8092566,-7.6290793,-10.169909,-9.33704,7.921234,5.5770955,-3.2428727,-0.60622275,3.6919417,6.6377754,-0.7566326,1.6194347,-7.563353,-9.192884,-2.5948505,-1.3576224,1
2.0,2,3.0757697,7.9326725,14.783647,3.8581858,-2.8092923,-7.6290994,-10.169931,-9.337062,7.9211845,5.5770397,-3.242854,-0.60619235,3.69198,6.637811,-0.75659376,1.6194834,-7.563372,-9.192943,-2.594889,-1.3576598,1
2.0,2,3.0760975,7.932986,14.783789,3.858201,-2.8094506,-7.628952,-10.169746,-9.33687,7.920962,5.5768948,-3.2429187,-0.60628855,3.6918817,6.637712,-0.7565542,1.619554,-7.56354,-9.193122,-2.594774,-1.3575556,1
2.0,2,3.0754461,7.932364,14.783501,3.8581944,-2.809123,-7.629256,-10.170121,-9.337259,7.921399,5.5771756,-3.2427702,-0.6060958,3.6920772,6.637912,-0.75661486,1.6194319,-7.563209,-9.192753,-2.5950305,-1.3577907,1
2.0,2,3.0752702,7.9321947,14.783373,3.8581243,-2.8090515,-7.629252,-10.170145,-9.337285,7.9215117,5.5772743,-3.242769,-0.60609496,3.6920638,6.637897,-0.7566728,1.6193422,-7.56313,-9.192634,-2.595008,-1.3577607,1
2.0,2,3.0760663,7.93294,14.783793,3.8581834,-2.8094597,-7.628986,-10.169809,-9.336934,7.920989,5.576903,-3.2429168,-0.60625076,3.6919565,6.637773,-0.75652045,1.6195736,-7.563515,-9.193146,-2.594775,-1.3575959,1
9.0,9,-4.403805,1.0302732,5.1301136,1.5583163,-7.0554733,-6.609136,-8.584873,-7.8920617,8.491033,10.865722,0.4308377,1.3220038,0.69655013,3.5089517,-3.5737379,-4.972504,-2.679801,-2.42796,3.285897,4.436366,1
9.0,9,-4.403805,1.0302732,5.1301136,1.5583163,-7.0554733,-6.609136,-8.584873,-7.8920617,8.491033,10.865722,0.4308377,1.3220038,0.69655013,3.5089517,-3.5737379,-4.972504,-2.679801,-2.42796,3.285897,4.436366,1
9.0,9,-4.403805,1.0302732,5.1301136,1.5583163,-7.0554733,-6.609136,-8.584873,-7.8920617,8.491033,10.865722,0.4308377,1.3220038,0.69655013,3.5089517,-3.5737379,-4.972504,-2.679801,-2.42796,3.285897,4.436366,1
9.0,9,-4.403805,1.0302732,5.1301136,1.5583163,-7.0554733,-6.609136,-8.584873,-7.8920617,8.491033,10.865722,0.4308377,1.3220038,0.69655013,3.5089517,-3.5737379,-4.972504,-2.679801,-2.42796,3.285897,4.436366,1
9.0,9,-4.403805,1.0302732,5.1301136,1.5583163,-7.0554733,-6.609136,-8.584873,-7.8920617,8.491033,10.865722,0.4308377,1.3220038,0.69655013,3.5089517,-3.5737379,-4.972504,-2.679801,-2.42796,3.285897,4.436366,1
9.0,9,-4.403805,1.0302732,5.1301136,1.5583163,-7.0554733,-6.609136,-8.584873,-7.8920617,8.491033,10.865722,0.4308377,1.3220038,0.69655013,3.5089517,-3.5737379,-4.972504,-2.679801,-2.42796,3.285897,4.436366,1
8.0,8,-6.166094,-1.1881125,4.958944,-1.7802427,-4.1398935,-5.2186203,-11.748678,-11.155017,12.465375,10.840537,-0.7713794,0.71836805,3.4323955,6.320557,-3.3818963,-5.5442924,-1.8418527,-1.5838773,1.1130376,3.4265866,1
8.0,8,-6.1661367,-1.1881058,4.9588537,-1.780186,-4.139902,-5.2185884,-11.748587,-11.154925,12.465324,10.840573,-0.77130765,0.7184347,3.432242,6.320407,-3.3819947,-5.544388,-1.8417978,-1.5838044,1.1130443,3.4266784,1
8.0,8,-6.1660695,-1.1880822,4.9587755,-1.7801884,-4.1399436,-5.2185745,-11.748484,-11.154824,12.465225,10.84051,-0.7712907,0.71845925,3.4322066,6.320359,-3.3820682,-5.5444565,-1.8417344,-1.5837573,1.1130667,3.4267545,1
8.0,8,-6.165999,-1.1883204,4.959281,-1.7809643,-4.1393213,-5.2183113,-11.749023,-11.155364,12.465949,10.840403,-0.7721066,0.717736,3.4330993,6.3211527,-3.3813808,-5.5437903,-1.8422308,-1.5842501,1.113092,3.4260936,1
8.0,8,-6.166239,-1.1881905,4.958634,-1.7801579,-4.139954,-5.2185807,-11.748389,-11.15473,12.465235,10.840653,-0.77124256,0.7185068,3.4320407,6.320191,-3.3821762,-5.544574,-1.8416662,-1.583654,1.1131744,3.4268632,1
8.0,8,-6.1661386,-1.1881211,4.958865,-1.7802101,-4.1398954,-5.218595,-11.7486105,-11.154949,12.465348,10.840571,-0.7713286,0.71841276,3.432281,6.3204465,-3.3819754,-5.544373,-1.8418059,-1.583811,1.1130476,3.4266605,1
9.0,9,-4.1353545,-2.3708575,0.86133784,-4.614336,-7.2097983,-4.0176334,-5.003039,-4.388631,7.887565,10.009789,-3.3593519,0.055928215,2.383295,3.2651777,-5.2870474,-7.44534,-0.07679844,-1.9956295,8.909416,7.4884543,1
9.0,9,-4.1358438,-2.3709133,0.8618304,-4.6140122,-7.209183,-4.017745,-5.0040097,-4.3896074,7.888282,10.0100155,-3.3590658,0.0561205,2.3835073,3.2655187,-5.286569,-7.4448757,-0.07703757,-1.9957368,8.908475,7.4876523,1
9.0,9,-4.1347685,-2.370797,0.8606959,-4.6146913,-7.2107153,-4.0176687,-5.0018287,-4.3874116,7.8867097,10.009562,-3.3596513,0.055569634,2.3829818,3.2648535,-5.287886,-7.4461627,-0.07644439,-1.9952296,8.910543,7.489681,1
9.0,9,-4.1358438,-2.3709133,0.8618304,-4.6140122,-7.209183,-4.017745,-5.0040097,-4.3896074,7.888282,10.0100155,-3.3590658,0.0561205,2.3835073,3.2655187,-5.286569,-7.4448757,-0.07703757,-1.9957368,8.908475,7.4876523,1
9.0,9,-4.1358438,-2.3709133,0.8618304,-4.6140122,-7.209183,-4.017745,-5.0040097,-4.3896074,7.888282,10.0100155,-3.3590658,0.0561205,2.3835073,3.2655187,-5.286569,-7.4448757,-0.07703757,-1.9957368,8.908475,7.4876523,1
9.0,9,-4.136286,-2.371071,0.8620177,-4.613684,-7.2089734,-4.018075,-5.004591,-4.390192,7.888704,10.010274,-3.3587632,0.056276068,2.3835835,3.2657542,-5.286468,-7.444788,-0.07705009,-1.9955686,8.907924,7.487308,1
7.0,7,4.9639072,0.8488369,-9.978923,-1.5603288,4.526662,5.7086625,15.056555,15.082606,-9.829532,-6.1315694,-0.73725194,-2.5625057,-8.446242,-10.9714775,-2.6115782,-0.28824282,4.3072915,4.3022,2.3945045,1.7869191,1
7.0,7,4.963457,0.84843856,-9.97939,-1.5602341,4.526995,5.7091184,15.05674,15.082708,-9.829882,-6.131946,-0.7368173,-2.5623,-8.446606,-10.971839,-2.6111078,-0.28785694,4.307648,4.3025928,2.3940904,1.7865009,1
7.0,7,4.9626813,0.84744346,-9.980698,-1.5608457,4.5290275,5.710811,15.058432,15.084272,-9.831348,-6.133512,-0.73592347,-2.5627377,-8.447858,-10.9734535,-2.6094835,-0.28601855,4.3087797,4.303522,2.3929183,1.7848568,1
7.0,7,4.959609,0.8446754,-9.983888,-1.5616049,4.532211,5.7143397,15.060992,15.086433,-9.834097,-6.136235,-0.7328221,-2.562915,-8.450948,-10.976639,-2.6060674,-0.2828176,4.311648,4.306534,2.3900528,1.7819173,1
7.0,7,4.9628158,0.84775317,-9.980174,-1.5605693,4.5277,5.7098737,15.057427,15.083316,-9.830533,-6.132596,-0.736191,-2.5624783,-8.44723,-10.9725,-2.6104064,-0.2871917,4.308371,4.3033376,2.393539,1.7859142,1
7.0,7,4.963883,0.8487711,-9.979022,-1.5604187,4.5267196,5.7087483,15.056638,15.082685,-9.8296,-6.1316442,-0.7372107,-2.5625596,-8.446261,-10.971516,-2.611502,-0.28818327,4.307364,4.302269,2.3944879,1.7868733,1
9.0,9,-6.817168,-2.376955,2.67917,-1.9797424,-5.4358234,-4.8794713,-8.51945,-7.911012,10.219264,11.784566,-1.1680264,1.8654339,1.779836,3.2666917,-3.7678297,-5.9123673,-0.8995118,-2.3655715,5.3947024,4.7228827,1
9.0,9,-6.817021,-2.3766627,2.6793876,-1.9796875,-5.4359884,-4.879387,-8.519371,-7.910924,10.219256,11.7846155,-1.1680567,1.865247,1.7796012,3.2665973,-3.7679646,-5.9124713,-0.8997179,-2.365593,5.394739,4.7231393,1
9.0,9,-6.8167267,-2.3728902,2.6832995,-1.9763824,-5.4381332,-4.8808775,-8.52125,-7.912696,10.220692,11.786193,-1.166054,1.8637103,1.776594,3.2669406,-3.770306,-5.914378,-0.9020996,-2.3639922,5.391541,4.7256784,1
9.0,9,-6.8181615,-2.3756506,2.6823168,-1.9782805,-5.4357157,-4.8808203,-8.52283,-7.9143486,10.222453,11.786027,-1.1671314,1.8636347,1.7794617,3.2688131,-3.7685149,-5.9129763,-0.90138245,-2.3641467,5.391222,4.723067,1
9.0,9,-6.816915,-2.3755882,2.6802657,-1.9786776,-5.4369144,-4.8797708,-8.519481,-7.9110003,10.219272,11.785143,-1.1674414,1.8650128,1.7784694,3.2662792,-3.7687094,-5.9130974,-0.9002919,-2.365254,5.394341,4.7241077,1
9.0,9,-6.817026,-2.3768485,2.6791956,-1.9798169,-5.4359026,-4.8793635,-8.519293,-7.910851,10.219164,11.784521,-1.1681287,1.8653464,1.7797719,3.2666087,-3.7678547,-5.912379,-0.89957917,-2.3656566,5.3948674,4.723002,1
10.0,10,-6.0150166,-1.5705669,-6.0014496,5.370751,-0.06268853,0.92013955,-2.0696805,-2.3936007,-2.4973567,-0.1893844,11.576356,6.1894636,-6.0569897,-4.256904,2.7227824,0.6113698,5.665712,6.7320743,-8.496544,-3.1740382,1
10.0,10,-6.0150166,-1.5705669,-6.0014496,5.370751,-0.06268853,0.92013955,-2.0696805,-2.3936007,-2.4973567,-0.1893844,11.576356,6.1894636,-6.0569897,-4.256904,2.7227824,0.6113698,5.665712,6.7320743,-8.496544,-3.1740382,1
10.0,10,-6.0150166,-1.5705669,-6.0014496,5.370751,-0.06268853,0.92013955,-2.0696805,-2.3936007,-2.4973567,-0.1893844,11.576356,6.1894636,-6.0569897,-4.256904,2.7227824,0.6113698,5.665712,6.7320743,-8.496544,-3.1740382,1
10.0,10,-6.0150166,-1.5705669,-6.0014496,5.370751,-0.06268853,0.92013955,-2.0696805,-2.3936007,-2.4973567,-0.1893844,11.576356,6.1894636,-6.0569897,-4.256904,2.7227824,0.6113698,5.665712,6.7320743,-8.496544,-3.1740382,1
10.0,10,-6.0150166,-1.5705669,-6.0014496,5.370751,-0.06268853,0.92013955,-2.0696805,-2.3936007,-2.4973567,-0.1893844,11.576356,6.1894636,-6.0569897,-4.256904,2.7227824,0.6113698,5.665712,6.7320743,-8.496544,-3.1740382,1
10.0,10,-6.0150166,-1.5705669,-6.0014496,5.370751,-0.06268853,0.92013955,-2.0696805,-2.3936007,-2.4973567,-0.1893844,11.576356,6.1894636,-6.0569897,-4.256904,2.7227824,0.6113698,5.665712,6.7320743,-8.496544,-3.1740382,1
1.0,1,8.697749,10.927062,5.426893,5.2107553,-0.2551623,0.05395925,-0.5396453,0.10744781,-1.4241192,-1.4865072,0.54459697,-0.26811624,-2.3143525,-1.4884984,0.18139346,1.980094,-5.5120316,-4.5838513,-4.178312,-1.2483199,1
1.0,1,8.697764,10.926919,5.426887,5.210274,-0.2553385,0.053975582,-0.54006374,0.10705004,-1.423694,-1.4863157,0.54433507,-0.26809955,-2.3137715,-1.4880205,0.18136533,1.9798589,-5.5120425,-4.5840445,-4.178011,-1.2481742,1
1.0,1,8.697465,10.926973,5.426797,5.2110076,-0.25513136,0.053930163,-0.53961384,0.10746352,-1.4241773,-1.4864161,0.544872,-0.26798487,-2.3146677,-1.4887304,0.18138714,1.9800959,-5.511937,-4.583645,-4.178479,-1.2483501,1
