true_label,predicted_label,prob_class_0,prob_class_1,prob_class_2,prob_class_3,prob_class_4,prob_class_5,prob_class_6,prob_class_7,prob_class_8,prob_class_9,prob_class_10,prob_class_11,prob_class_12,prob_class_13,prob_class_14,correct
14.0,14,-1.2009327,0.57879627,-0.67744356,-0.938819,-1.2679924,-3.071785,-2.256924,-2.896842,-1.368588,3.9122381,-1.8387738,-3.088813,5.243332,1.0374523,6.8031836,1
14.0,14,-1.2020458,0.5744504,-0.6774853,-0.93869084,-1.2712332,-3.0623367,-2.2589376,-2.8945293,-1.3714135,3.9177892,-1.839464,-3.0861514,5.2346787,1.0313659,6.814345,1
14.0,14,-1.2014692,0.5780935,-0.67840934,-0.9418519,-1.2717249,-3.064348,-2.2506616,-2.8975756,-1.3686955,3.9155974,-1.8388504,-3.0906959,5.228114,1.0305659,6.8171487,1
14.0,14,-1.2013884,0.5784749,-0.67828196,-0.941019,-1.2702008,-3.0661156,-2.2518723,-2.8986523,-1.3684275,3.9124408,-1.8388236,-3.0914235,5.230806,1.0332516,6.8147583,1
14.0,14,-1.2018712,0.57489574,-0.67754596,-0.93853456,-1.2708335,-3.0630007,-2.2599223,-2.8940203,-1.3710966,3.9176962,-1.8401402,-3.0856059,5.236349,1.0319399,6.812758,1
14.0,14,-1.2009301,0.57885957,-0.67725164,-0.93868154,-1.2676562,-3.0729034,-2.2562122,-2.8976564,-1.3686285,3.911323,-1.8378962,-3.0895746,5.244005,1.0382471,6.8022456,1
12.0,12,-1.2007415,-2.189074,-1.8878064,-0.10231063,-1.221997,-3.5396864,-0.84080976,-1.0330347,-0.4307592,-1.3127244,3.4175167,-2.2306151,8.1375675,-2.183717,4.7713118,1
12.0,12,-1.2007192,-2.1890306,-1.8879238,-0.10229866,-1.2221333,-3.5395377,-0.8410302,-1.0329438,-0.43084618,-1.3125384,3.4167902,-2.230645,8.137525,-2.1836596,4.77198,1
12.0,12,-1.2005785,-2.1890552,-1.8884411,-0.10240592,-1.2223678,-3.5395176,-0.8406674,-1.0323701,-0.43073818,-1.3129057,3.4171479,-2.231127,8.137088,-2.1837585,4.772048,1
12.0,12,-1.2005509,-2.1889296,-1.8885413,-0.10245381,-1.2225025,-3.5393064,-0.84093344,-1.0322226,-0.4308912,-1.3126042,3.416177,-2.2311244,8.137156,-2.1837893,4.7728586,1
12.0,12,-1.2007024,-2.1890082,-1.8880802,-0.10239591,-1.222318,-3.5393407,-0.84106904,-1.0327841,-0.43092397,-1.3124139,3.416405,-2.2308338,8.137226,-2.1837463,4.772789,1
12.0,12,-1.2007955,-2.189167,-1.887678,-0.10232562,-1.2219375,-3.539741,-0.8406598,-1.0332098,-0.43070158,-1.3128242,3.4181051,-2.2306395,8.137387,-2.183753,4.771117,1
1.0,1,-1.3742068,11.080962,-2.4973605,-1.2023964,-0.9080758,-0.84726787,-0.36102253,-0.862906,-0.50704134,-1.3972834,-1.7373561,-1.246827,0.012461707,-0.14263412,-0.7709504,1
1.0,1,-1.3719038,11.078835,-2.4944944,-1.1962608,-0.9004882,-0.84689486,-0.36397773,-0.8535028,-0.5199598,-1.390934,-1.7466364,-1.2456257,0.009566996,-0.14455172,-0.7720055,1
1.0,1,-1.3447808,11.076567,-2.4984128,-1.2075274,-0.9033759,-0.8443774,-0.3547967,-0.8581725,-0.519293,-1.3996227,-1.7278531,-1.2630539,-0.0019182898,-0.14874157,-0.76852095,1
1.0,1,-1.338001,11.074758,-2.49605,-1.2265922,-0.89225966,-0.8524748,-0.37238762,-0.83049387,-0.5290215,-1.4036971,-1.7198772,-1.2266332,0.009217557,-0.15405408,-0.7865029,1
1.0,1,-1.3773675,11.079452,-2.4938958,-1.194606,-0.9007625,-0.84744394,-0.366755,-0.8528254,-0.51922125,-1.3896668,-1.7500418,-1.2413342,0.013432816,-0.14321078,-0.7730762,1
1.0,1,-1.3802972,11.080761,-2.4951894,-1.2050647,-0.9014282,-0.8522846,-0.37212628,-0.848434,-0.51283675,-1.3944465,-1.7437552,-1.2244006,0.02205944,-0.14282517,-0.7809334,1
11.0,11,-0.47156975,0.55011326,-0.24570538,-0.7671475,-0.03040947,0.47017434,-0.4809549,0.49327892,-0.4881859,-0.35501462,-1.6595604,11.038271,0.013808668,-0.26273662,-1.2593534,1
11.0,11,-0.4765434,0.55415285,-0.24542393,-0.76753074,-0.030647006,0.4691591,-0.48510718,0.49422356,-0.48711154,-0.35519785,-1.6611371,11.037618,0.01583717,-0.26510042,-1.256408,1
11.0,11,-0.47152355,0.5562476,-0.24632819,-0.7692642,-0.027227346,0.46628296,-0.4812842,0.49126035,-0.48825863,-0.35655,-1.6621563,11.038122,0.018051505,-0.2608865,-1.2623467,1
11.0,11,-0.45982018,0.5649046,-0.24159066,-0.7848548,-0.0344166,0.45166615,-0.4813993,0.49087718,-0.48421535,-0.35964242,-1.663983,11.038514,0.030512288,-0.2636398,-1.262227,1
11.0,11,-0.47789922,0.5532664,-0.24751838,-0.7636401,-0.026268277,0.47179657,-0.48337704,0.4923416,-0.48886678,-0.35528836,-1.6610866,11.037689,0.013419777,-0.26165077,-1.2595947,1
11.0,11,-0.47214034,0.54980624,-0.24633075,-0.76591474,-0.029175118,0.47118333,-0.48065925,0.49263406,-0.48881635,-0.35518605,-1.6595138,11.03828,0.013155565,-0.2617525,-1.2601051,1
9.0,9,-1.1585375,-1.9383185,-0.8212912,-1.0385647,-0.35299718,-1.1220175,2.914964,0.6695479,-0.45661804,9.081665,-1.5439014,-0.8293877,-0.30917132,-1.3201557,0.3188071,1
9.0,9,-1.1586877,-1.9398038,-0.81948537,-1.0377811,-0.35533908,-1.1221309,2.9165883,0.6620112,-0.4486696,9.075642,-1.5385363,-0.83161736,-0.31489897,-1.3181132,0.3226788,1
9.0,9,-1.1534574,-1.9396191,-0.82008,-1.0398476,-0.34259197,-1.1376019,2.9030607,0.6663243,-0.44102803,9.079916,-1.5423698,-0.83287036,-0.29899323,-1.3163878,0.3048256,1
9.0,9,-1.1516418,-1.9423295,-0.8190763,-1.0390598,-0.3470137,-1.1396288,2.8995261,0.65234154,-0.41219163,9.070111,-1.5343784,-0.8374164,-0.31397933,-1.31182,0.30913237,1
9.0,9,-1.158929,-1.9407148,-0.8134227,-1.0350366,-0.35236895,-1.1197449,2.8857903,0.66725236,-0.45334443,9.095476,-1.5468122,-0.8306695,-0.3105713,-1.3164033,0.33036056,1
9.0,9,-1.1590594,-1.9388905,-0.81838435,-1.0378263,-0.35135946,-1.1228043,2.9118743,0.66818315,-0.4607153,9.082943,-1.5431072,-0.8299707,-0.30615026,-1.3194504,0.32067278,1
5.0,5,-0.5622041,-0.2886224,-0.7343717,0.10014252,0.41171315,10.056481,-0.27332342,0.6786172,-1.6752142,0.3123457,-1.2419387,-0.20981123,-1.436775,-1.4075308,-0.43821067,1
5.0,5,-0.56220454,-0.28862357,-0.73437256,0.10014133,0.4117101,10.056483,-0.2733251,0.6786199,-1.6752125,0.31234735,-1.2419386,-0.20981006,-1.436775,-1.407532,-0.43820983,1
5.0,5,-0.56220186,-0.28861836,-0.7343685,0.10014485,0.4117006,10.05649,-0.27332047,0.67860866,-1.6752151,0.31234062,-1.2419353,-0.20981757,-1.4367766,-1.4075229,-0.43820632,1
5.0,5,-0.5622022,-0.28861764,-0.7343687,0.10014559,0.4117053,10.05649,-0.2733205,0.6786091,-1.675217,0.31234103,-1.2419353,-0.20981757,-1.4367762,-1.4075233,-0.43820715,1
5.0,5,-0.5621985,-0.28861424,-0.7343619,0.10014799,0.41168666,10.0565,-0.27331537,0.67859817,-1.6752192,0.31233332,-1.2419288,-0.20982502,-1.4367807,-1.4075139,-0.43819934,1
5.0,5,-0.5622038,-0.28862217,-0.7343716,0.10014285,0.41171488,10.056481,-0.27332318,0.67861736,-1.675215,0.31234542,-1.2419385,-0.20981097,-1.4367754,-1.4075308,-0.43821114,1
4.0,4,0.10349375,-0.77861655,-1.4016631,0.12130809,10.612164,0.10659819,-0.38223666,-1.1300893,-1.9004354,-0.68963295,-1.0309678,-0.46057922,-0.88330394,-0.40405518,-1.5834384,1
4.0,4,0.10354397,-0.7784953,-1.4016532,0.12117128,10.611956,0.10708165,-0.38207507,-1.1304085,-1.9008559,-0.6895567,-1.0308702,-0.46107215,-0.8834259,-0.40351832,-1.5832667,1
4.0,4,0.10411881,-0.77768457,-1.4012178,0.121035084,10.612047,0.1046005,-0.3812422,-1.130937,-1.9025505,-0.69033253,-1.0301946,-0.46211106,-0.8832158,-0.40155494,-1.5833287,1
4.0,4,0.10399588,-0.7780371,-1.4014497,0.12136081,10.612133,0.10544889,-0.38190317,-1.1303555,-1.9015328,-0.6902167,-1.0307487,-0.46131885,-0.88309085,-0.402974,-1.5833492,1
4.0,4,0.104031235,-0.77794373,-1.4011793,0.12115346,10.611491,0.10756629,-0.38107118,-1.1309462,-1.903547,-0.68981427,-1.0304251,-0.46233672,-0.8836734,-0.4016106,-1.5832124,1
4.0,4,0.103700824,-0.7785033,-1.4015146,0.12155099,10.6121435,0.106593005,-0.38212693,-1.1298985,-1.901112,-0.68992925,-1.0309995,-0.46059752,-0.8832534,-0.40395397,-1.5835238,1
14.0,7,-0.9717359,-0.736958,-2.3328252,-2.2679884,-1.1512065,-0.15388426,-1.1312976,9.062475,-0.4144671,-0.842648,-2.1120174,-1.5978211,-0.65937394,-2.4586544,4.20039,0
14.0,7,-0.97171134,-0.7369683,-2.3328521,-2.2679553,-1.1513164,-0.15386409,-1.1311433,9.062468,-0.41434264,-0.8427973,-2.111924,-1.5978568,-0.65943855,-2.4586627,4.200277,0
14.0,7,-0.97162384,-0.73695195,-2.332953,-2.267946,-1.1513048,-0.15419188,-1.1308919,9.063009,-0.41419297,-0.8430746,-2.1117742,-1.5977072,-0.65898854,-2.4587078,4.199003,0
14.0,7,-0.9715405,-0.73698115,-2.332958,-2.2678401,-1.1514151,-0.15433148,-1.1307749,9.063137,-0.41397604,-0.8433179,-2.1116824,-1.5976962,-0.6588099,-2.458734,4.198473,0
14.0,7,-0.9717111,-0.736954,-2.3328485,-2.2679458,-1.1513084,-0.15385303,-1.1311634,9.062494,-0.41435334,-0.84277356,-2.1119597,-1.5978342,-0.65942645,-2.4586596,4.200219,0
14.0,7,-0.97175914,-0.73696077,-2.33282,-2.2680123,-1.1511867,-0.15383765,-1.1313217,9.062414,-0.4145165,-0.842594,-2.1120253,-1.597837,-0.65944725,-2.4586468,4.2005796,0
2.0,2,0.11399786,-2.2398257,5.4596844,4.764488,-1.6251315,-0.30673146,-0.75103235,-0.64773285,-0.7952361,-0.60885465,-0.8776227,0.9085505,-1.7541208,0.044549875,-0.8212765,1
2.0,2,-0.039443992,-2.2091825,5.379333,5.120137,-1.7963018,-0.17223683,-0.9856004,-0.59701645,-0.6831207,-0.30592102,-1.2719661,0.8112094,-1.7307079,0.030930243,-0.71107566,1
2.0,3,-0.57195646,-2.0480907,5.290219,5.3536615,-1.4899719,-0.2100141,-0.9339276,-0.35718086,-0.80858564,-0.28023222,-1.4309148,0.94239527,-1.6126413,-0.20745839,-0.8451347,0
2.0,2,0.38081798,-2.2635067,5.3422675,4.611989,-1.512602,-0.37369117,-0.57252055,-0.61205655,-0.7738649,-0.87321687,-0.5685513,0.83492357,-1.7910838,-0.09761385,-0.9473277,1
