true_label,predicted_label,prob_class_0,prob_class_1,prob_class_2,prob_class_3,prob_class_4,prob_class_5,prob_class_6,prob_class_7,prob_class_8,prob_class_9,prob_class_10,prob_class_11,correct
11.0,11,-0.12487185,0.5420905,-1.4424177,1.0074934,-3.5770912,-4.7553897,-3.6772485,-0.82563514,-0.41598827,-2.7223656,3.5166652,8.014382,1
11.0,11,-0.12421554,0.54165894,-1.4428265,1.00699,-3.5776463,-4.755979,-3.6766853,-0.8250846,-0.41627693,-2.7227292,3.5173326,8.014862,1
11.0,11,-0.12551868,0.54123193,-1.4435312,1.0069393,-3.578063,-4.7549534,-3.6764903,-0.82477635,-0.4151684,-2.7218673,3.5165067,8.015491,1
11.0,11,-0.12584662,0.54343134,-1.4411247,1.0088065,-3.5758338,-4.7543454,-3.6785183,-0.8270027,-0.41573274,-2.7218738,3.5152183,8.012999,1
11.0,11,-0.12493867,0.54134715,-1.4435503,1.0067284,-3.5783658,-4.7553763,-3.6760461,-0.82444066,-0.41557634,-2.7220702,3.516761,8.015379,1
11.0,11,-0.12539786,0.5420944,-1.4425023,1.0076714,-3.577208,-4.7548842,-3.6772707,-0.82567424,-0.41553634,-2.7220814,3.516158,8.014489,1
5.0,5,-4.44927,0.8012342,-2.9804912,0.17421539,4.998023,10.028158,0.8711593,-1.2560749,1.9786779,3.9738388,-6.340424,-1.8175699,1
5.0,5,-4.4803185,0.773004,-2.9921644,0.16404249,5.029051,10.046338,0.8859414,-1.2411027,2.0065947,3.9841957,-6.3322973,-1.8530947,1
5.0,5,-4.433716,0.81961143,-2.9449542,0.21178295,4.9875903,10.028308,0.85611296,-1.2725427,1.9660709,3.9424636,-6.3747478,-1.8182064,1
5.0,5,-4.4282165,0.82031274,-2.9560447,0.19701405,4.979755,10.025633,0.8401134,-1.2878649,1.9623784,3.9549732,-6.361416,-1.7878381,1
5.0,5,-4.484687,0.765137,-3.014773,0.13922884,5.0299444,10.044826,0.88457716,-1.2413068,2.0101056,4.004917,-6.3094206,-1.8363281,1
5.0,5,-4.404333,0.8449913,-2.9369693,0.21522571,4.9553924,9.995671,0.88578594,-1.2429678,1.9402617,3.9380074,-6.376683,-1.8261424,1
2.0,3,-2.0495265,0.42749625,7.265235,7.676472,-0.022965401,-2.4060285,-6.872018,-3.9653475,2.5090709,-2.4703748,-2.2537317,0.04074742,0
2.0,3,-2.0495265,0.42749625,7.265235,7.676472,-0.022965401,-2.4060285,-6.872018,-3.9653475,2.5090709,-2.4703748,-2.2537317,0.04074742,0
