true_label,predicted_label,prob_class_0,prob_class_1,prob_class_2,prob_class_3,prob_class_4,prob_class_5,prob_class_6,prob_class_7,prob_class_8,prob_class_9,correct
4.0,7,-0.98706955,-1.7036275,-1.1073245,-1.3757384,3.0844872,-1.8232193,3.426399,3.707816,-1.2932944,-0.46259034,0
4.0,7,-0.9870698,-1.7036271,-1.1073246,-1.3757381,3.0844872,-1.8232193,3.426399,3.707816,-1.2932943,-0.46259022,0
4.0,7,-0.98706955,-1.7036275,-1.1073247,-1.3757384,3.084488,-1.8232194,3.426399,3.707816,-1.2932943,-0.46259016,0
4.0,7,-0.9870694,-1.7036276,-1.1073244,-1.3757384,3.0844874,-1.8232195,3.426399,3.7078156,-1.2932942,-0.46259028,0
4.0,7,-0.9870694,-1.7036275,-1.1073242,-1.3757384,3.0844872,-1.8232198,3.426399,3.7078154,-1.2932938,-0.46259028,0
4.0,7,-0.98706967,-1.7036275,-1.1073245,-1.3757384,3.084488,-1.8232195,3.426399,3.7078156,-1.2932942,-0.46259022,0
4.0,4,-0.22262333,-0.65427434,-1.7560996,-1.8569946,3.5213265,-1.6227438,3.0617874,3.185865,-2.1305208,-0.06937041,1
4.0,4,-0.22262408,-0.6542745,-1.7560998,-1.8569933,3.521326,-1.622744,3.0617883,3.1858652,-2.130521,-0.06937005,1
4.0,4,-0.22262503,-0.6542746,-1.7560997,-1.8569933,3.5213256,-1.6227442,3.0617888,3.185866,-2.1305215,-0.06936934,1
4.0,4,-0.22262217,-0.6542749,-1.7560983,-1.8569958,3.5213273,-1.6227454,3.0617871,3.1858652,-2.13052,-0.06937081,1
4.0,4,-0.22262831,-0.6542781,-1.7560964,-1.8569919,3.5213237,-1.6227441,3.0617921,3.185869,-2.1305213,-0.06936961,1
4.0,4,-0.22262324,-0.6542742,-1.7560998,-1.8569944,3.5213265,-1.6227438,3.0617874,3.185865,-2.1305206,-0.06937071,1
4.0,4,0.4910912,-0.07267941,-2.7328675,-1.8658746,4.0897293,-1.5930994,2.1738703,2.5748167,-1.8435408,-0.23885831,1
4.0,4,0.49109024,-0.0726801,-2.7328675,-1.8658743,4.0897284,-1.5930994,2.173871,2.5748174,-1.8435408,-0.23885784,1
4.0,4,0.49109036,-0.072680175,-2.732867,-1.8658749,4.0897284,-1.5930992,2.1738708,2.5748174,-1.8435405,-0.23885778,1
4.0,4,0.4910886,-0.07268257,-2.7328675,-1.8658743,4.089729,-1.5930996,2.173871,2.5748186,-1.8435403,-0.2388567,1
4.0,4,0.49108657,-0.0726806,-2.7328677,-1.8658729,4.089728,-1.5930988,2.1738732,2.5748205,-1.8435428,-0.23885626,1
4.0,4,0.4910881,-0.072681986,-2.732868,-1.8658739,4.0897284,-1.5930991,2.1738718,2.574819,-1.8435408,-0.23885682,1
2.0,2,-0.84684724,-1.7428304,4.607385,-1.1965625,0.3489506,0.2816614,-0.4892457,0.68329823,2.5701425,-1.6093063,1
2.0,2,-0.8557424,-1.7417634,4.611822,-1.193437,0.3410888,0.280202,-0.48927316,0.6834609,2.570416,-1.6023713,1
2.0,2,-0.8548202,-1.7433907,4.609432,-1.192772,0.34445038,0.2754595,-0.4875889,0.6839738,2.5721152,-1.6032856,1
2.0,2,-0.8570757,-1.7414134,4.613636,-1.1963573,0.34968892,0.27572075,-0.47688437,0.6931031,2.5566173,-1.6057736,1
2.0,2,-0.86281,-1.7415721,4.6165047,-1.1965091,0.34848857,0.2765268,-0.47261,0.69781196,2.5509741,-1.6028936,1
