true_label,predicted_label,prob_class_0,prob_class_1,prob_class_2,prob_class_3,prob_class_4,prob_class_5,prob_class_6,prob_class_7,prob_class_8,prob_class_9,prob_class_10,prob_class_11,prob_class_12,prob_class_13,prob_class_14,correct
14.0,14,-1.4331906,0.2357383,-0.51375073,-0.995223,-1.5054975,-0.12805243,-1.7138782,-0.7850615,-0.6908952,-0.19118525,-5.3972654,-3.5739887,-1.5417885,3.5333588,10.70845,1
14.0,14,-1.4331908,0.23573828,-0.51375085,-0.9952231,-1.5054973,-0.12805235,-1.7138779,-0.7850619,-0.69089496,-0.1911848,-5.397265,-3.573989,-1.5417886,3.5333588,10.708451,1
14.0,14,-1.4331906,0.23573816,-0.51375073,-0.99522334,-1.5054972,-0.12805231,-1.7138782,-0.7850623,-0.69089484,-0.19118452,-5.397265,-3.5739892,-1.5417886,3.5333588,10.70845,1
14.0,14,-1.4331908,0.23573828,-0.5137512,-0.995223,-1.5054973,-0.12805231,-1.7138778,-0.7850615,-0.69089484,-0.19118498,-5.397265,-3.5739892,-1.5417888,3.5333586,10.70845,1
14.0,14,-1.4331906,0.23573828,-0.5137506,-0.99522287,-1.5054973,-0.12805234,-1.7138782,-0.7850616,-0.69089484,-0.19118488,-5.3972654,-3.5739892,-1.5417886,3.5333588,10.70845,1
14.0,14,-1.4331911,0.23573828,-0.5137506,-0.99522346,-1.5054976,-0.12805238,-1.713878,-0.7850616,-0.6908951,-0.19118491,-5.3972654,-3.5739887,-1.5417887,3.5333588,10.70845,1
12.0,12,-0.14722048,-1.0579863,-0.7129185,1.273995,-1.6615671,-4.5281277,-1.7951748,-4.7798214,-0.40920767,-0.89113384,1.4643065,-2.56755,9.780377,1.4764977,0.5320596,1
12.0,12,-0.14722009,-1.057986,-0.7129186,1.273996,-1.6615671,-4.528128,-1.7951747,-4.77982,-0.4092078,-0.89113384,1.4643072,-2.5675492,9.780378,1.4764969,0.5320585,1
12.0,12,-0.14722028,-1.0579865,-0.71291816,1.2739956,-1.661567,-4.5281277,-1.7951746,-4.779821,-0.40920785,-0.89113384,1.464307,-2.5675497,9.780378,1.4764974,0.53205925,1
12.0,12,-0.1472207,-1.0579855,-0.71291906,1.273995,-1.6615669,-4.5281277,-1.7951746,-4.7798214,-0.40920725,-0.89113384,1.4643066,-2.56755,9.780378,1.4764979,0.5320603,1
