true_label,predicted_label,prob_class_0,prob_class_1,prob_class_2,prob_class_3,prob_class_4,prob_class_5,prob_class_6,prob_class_7,prob_class_8,prob_class_9,correct
2.0,2,-0.42246336,-0.9955907,6.9904585,-0.75505483,-1.9659975,-0.74016786,-0.5170881,-0.0830785,-0.45983213,-0.08424134,1
2.0,2,-0.42246246,-0.99559253,6.990462,-0.7550534,-1.965991,-0.7401701,-0.51709384,-0.08307941,-0.4598326,-0.08423979,1
2.0,2,-0.42247018,-0.9955875,6.990461,-0.75505036,-1.9659929,-0.7401705,-0.51710093,-0.08307967,-0.4598316,-0.08423176,1
2.0,2,-0.42246783,-0.9955897,6.9904613,-0.75505036,-1.965991,-0.74017024,-0.51710063,-0.08307983,-0.459832,-0.084234245,1
2.0,2,-0.4224672,-0.99558896,6.9904604,-0.75505173,-1.965991,-0.7401718,-0.5170987,-0.08307985,-0.4598317,-0.08423411,1
2.0,2,-0.42246738,-0.99558836,6.9904594,-0.755054,-1.9659994,-0.7401694,-0.5170894,-0.08307843,-0.45983177,-0.08423621,1
4.0,4,-0.4489271,0.33621514,-2.518107,-0.19841394,6.0080996,0.38149565,0.54863393,-1.5025933,-0.8536506,-2.3544526,1
4.0,4,-0.44905066,0.33627307,-2.5181386,-0.19836597,6.0080914,0.3815462,0.54859537,-1.5026006,-0.85362536,-2.354424,1
4.0,4,-0.44909096,0.3363558,-2.5181606,-0.19837186,6.00807,0.38153556,0.5486114,-1.5026107,-0.853618,-2.354439,1
4.0,4,-0.44903153,0.33632243,-2.518143,-0.19839637,6.0080748,0.38150647,0.54862636,-1.5026071,-0.8536312,-2.354443,1
4.0,4,-0.4489826,0.33630335,-2.5181296,-0.19842869,6.0080743,0.38148397,0.54866016,-1.5026033,-0.85364395,-2.3544567,1
4.0,4,-0.44896775,0.33627993,-2.518122,-0.19842787,6.008081,0.381486,0.5486569,-1.5026002,-0.8536463,-2.3544548,1
4.0,4,-0.5764614,0.5310607,-3.4570198,0.12350008,5.6523943,2.112362,-1.1965418,-1.2223343,-0.6366705,-1.336585,1
4.0,4,-0.5764674,0.531061,-3.457019,0.12350409,5.65239,2.1123703,-1.1965454,-1.2223332,-0.63666886,-1.3365847,1
4.0,4,-0.5764679,0.53106564,-3.4570196,0.12350328,5.652389,2.1123693,-1.1965458,-1.2223336,-0.63666874,-1.3365856,1
4.0,4,-0.5764656,0.5310609,-3.4570193,0.123502836,5.652391,2.1123683,-1.1965443,-1.222333,-0.6366696,-1.3365849,1
4.0,4,-0.5764624,0.531061,-3.4570198,0.12349926,5.652394,2.1123602,-1.1965406,-1.2223346,-0.6366707,-1.336584,1
4.0,4,-0.5764598,0.5310606,-3.457019,0.12349799,5.6523957,2.112357,-1.1965389,-1.2223346,-0.6366713,-1.3365849,1
4.0,5,-0.8691892,0.45141447,-0.8242066,-0.46550965,1.900732,5.7265964,0.21452671,-0.07966561,-0.40035403,-3.203752,0
4.0,5,-0.86918914,0.4514146,-0.82420623,-0.4655097,1.9007316,5.7265964,0.21452722,-0.07966553,-0.4003539,-3.203752,0
4.0,5,-0.8691892,0.45141453,-0.8242067,-0.46550918,1.900732,5.7265964,0.2145263,-0.07966571,-0.40035385,-3.203752,0
4.0,5,-0.8691889,0.45141494,-0.8242062,-0.46551,1.9007306,5.726597,0.21452644,-0.07966548,-0.40035367,-3.2037516,0
4.0,5,-0.869189,0.45141518,-0.824206,-0.46550983,1.9007308,5.726597,0.21452604,-0.079665646,-0.40035373,-3.2037518,0
4.0,5,-0.86918914,0.45141512,-0.8242062,-0.46551007,1.9007306,5.7265964,0.21452674,-0.07966545,-0.40035367,-3.203752,0
2.0,2,-0.9474764,-0.6918628,6.7731504,-0.34914833,-2.986193,0.4073159,-0.85978407,0.1529679,-0.32485873,0.123599276,1
2.0,2,-0.94747627,-0.691863,6.773151,-0.3491484,-2.9861925,0.40731576,-0.8597837,0.15296772,-0.3248586,0.12359914,1
2.0,2,-0.94747615,-0.691863,6.7731514,-0.34914833,-2.986193,0.40731573,-0.8597838,0.15296772,-0.32485867,0.12359938,1
2.0,2,-0.9474763,-0.6918632,6.7731514,-0.34914824,-2.9861927,0.40731576,-0.8597843,0.15296772,-0.32485867,0.12359953,1
2.0,2,-0.947476,-0.691863,6.7731514,-0.34914815,-2.9861925,0.40731546,-0.8597846,0.15296754,-0.32485873,0.12359938,1
2.0,2,-0.94747597,-0.691863,6.773151,-0.34914812,-2.9861932,0.40731558,-0.8597838,0.15296784,-0.32485867,0.123599395,1
0.0,0,6.3392606,0.13193478,-0.5662091,-1.8165897,-1.1434484,-1.3185848,-1.2723778,-0.70092386,-0.7890838,0.12995647,1
0.0,0,6.3392606,0.13193469,-0.566209,-1.81659,-1.1434484,-1.3185846,-1.2723771,-0.70092374,-0.78908354,0.1299562,1
0.0,0,6.3392615,0.13193545,-0.5662086,-1.8165894,-1.1434481,-1.318584,-1.272378,-0.700924,-0.7890838,0.12995537,1
0.0,0,6.3392625,0.13193409,-0.5662082,-1.8165888,-1.1434479,-1.3185841,-1.2723775,-0.700924,-0.7890835,0.12995473,1
0.0,0,6.339262,0.13193399,-0.566209,-1.816589,-1.1434474,-1.3185844,-1.2723778,-0.70092404,-0.78908366,0.12995611,1
0.0,0,6.339262,0.13193376,-0.56620914,-1.8165888,-1.1434474,-1.3185846,-1.2723778,-0.70092416,-0.7890835,0.12995607,1
1.0,1,-0.55561346,6.7619658,-2.6521332,-0.92027193,-1.2104495,-0.8992983,-0.64544183,-1.0257322,-0.515737,-0.6177128,1
1.0,1,-0.5554109,6.7619996,-2.651634,-0.9201894,-1.210938,-0.8994874,-0.64619505,-1.0256833,-0.51570797,-0.61718136,1
1.0,1,-0.55528635,6.7619658,-2.6519167,-0.92047596,-1.2107959,-0.899506,-0.645911,-1.0256842,-0.51573443,-0.6171756,1
1.0,1,-0.55561185,6.7620006,-2.6519487,-0.91951644,-1.2100177,-0.89964616,-0.6473938,-1.0259081,-0.5156531,-0.6169169,1
1.0,1,-0.5554188,6.7621164,-2.6509547,-0.9181351,-1.20996,-0.9002552,-0.6510365,-1.0261312,-0.515495,-0.6155114,1
1.0,1,-0.55579174,6.7619643,-2.6521082,-0.919316,-1.2097011,-0.89974535,-0.6471649,-1.025969,-0.5156581,-0.61711395,1
9.0,9,0.6585005,-0.44979417,-1.4359426,-1.8102139,-0.8717953,-2.3463218,-2.1218157,-0.17969823,-0.24651508,6.5578275,1
9.0,9,0.66479886,-0.44798064,-1.4339736,-1.8124908,-0.87412304,-2.346448,-2.1251006,-0.18008187,-0.24697863,6.5561275,1
9.0,9,0.6630726,-0.448763,-1.4351076,-1.8119794,-0.87322146,-2.3465946,-2.123344,-0.17993814,-0.24688862,6.5565705,1
9.0,9,0.6585893,-0.44996774,-1.4370357,-1.8102635,-0.87124175,-2.346709,-2.1207428,-0.17970395,-0.24658807,6.5577226,1
9.0,9,0.6585008,-0.44979095,-1.4367528,-1.810183,-0.87135834,-2.346625,-2.1211646,-0.17972347,-0.24656342,6.55775,1
9.0,9,0.6585624,-0.44939107,-1.4358797,-1.810088,-0.871789,-2.346365,-2.1223464,-0.17977734,-0.24651557,6.5577683,1
3.0,3,-1.9515963,-0.4770382,1.9400599,6.1599813,-1.9130554,-0.420825,-1.5739806,-0.5976987,-0.33267128,-0.19434026,1
3.0,3,-1.9515835,-0.47642142,1.9388305,6.1600356,-1.9129558,-0.4211727,-1.5751908,-0.59789586,-0.3325615,-0.19305024,1
3.0,3,-1.9545585,-0.48267484,1.9444046,6.159879,-1.9132164,-0.41946247,-1.5647639,-0.59650147,-0.33291137,-0.19859123,1
3.0,3,-1.9572304,-0.48747706,1.9483232,6.1594915,-1.9134326,-0.41873428,-1.557471,-0.5954583,-0.33307886,-0.20119071,1
3.0,3,-1.9579371,-0.48774588,1.9480523,6.159066,-1.913743,-0.419408,-1.5578873,-0.5953988,-0.33293915,-0.19907263,1
3.0,3,-1.9577937,-0.48829764,1.9493088,6.1591153,-1.9137895,-0.4188707,-1.5565082,-0.5952131,-0.3330838,-0.20091173,1
2.0,2,0.33700144,-1.2244543,6.9800987,-1.1476243,-2.383714,-0.3494942,-0.49152452,0.04538887,-0.45222813,-0.20810175,1
2.0,2,0.33700117,-1.224455,6.980098,-1.1476231,-2.3837118,-0.34949496,-0.49152544,0.045388706,-0.4522285,-0.20810187,1
2.0,2,0.3369999,-1.2244545,6.980098,-1.1476227,-2.383713,-0.3494948,-0.49152514,0.045388855,-0.4522285,-0.20810142,1
2.0,2,0.3370017,-1.2244561,6.980098,-1.1476221,-2.3837104,-0.34949544,-0.4915259,0.045388557,-0.45222872,-0.20810223,1
2.0,2,0.33699945,-1.2244538,6.980098,-1.1476233,-2.3837147,-0.34949377,-0.4915244,0.045389123,-0.45222783,-0.20810053,1
2.0,2,0.3369972,-1.2244506,6.980098,-1.147624,-2.3837204,-0.34949252,-0.49152306,0.045389555,-0.45222735,-0.20809895,1
4.0,5,-0.9338505,-0.8448173,2.1417785,-0.35148782,0.13665514,5.7179,-1.7608944,0.16570699,-0.17264712,-1.5563143,0
4.0,5,-0.9338526,-0.8448184,2.1417809,-0.35148564,0.13665496,5.7179,-1.760896,0.16570672,-0.17264694,-1.556312,0
4.0,5,-0.9338586,-0.84481305,2.141782,-0.35148185,0.13664499,5.7179003,-1.760898,0.16570714,-0.17264536,-1.556308,0
4.0,5,-0.93385845,-0.84481144,2.141781,-0.35148242,0.13664335,5.717901,-1.7608962,0.16570723,-0.17264523,-1.5563087,0
