true_label,predicted_label,prob_class_0,prob_class_1,prob_class_2,prob_class_3,prob_class_4,prob_class_5,prob_class_6,correct
5.0,5,-0.6558479,0.67223614,-1.8290131,2.8328822,-4.455898,7.0103555,-2.1917694,1
5.0,5,-0.6558463,0.67224014,-1.8290133,2.8328805,-4.4558992,7.010356,-2.1917696,1
5.0,5,-0.655848,0.6722365,-1.829014,2.8328838,-4.4558973,7.010355,-2.1917696,1
5.0,5,-0.65584725,0.6722357,-1.8290123,2.8328815,-4.4558973,7.0103564,-2.1917696,1
5.0,5,-0.65584844,0.6722364,-1.8290135,2.8328838,-4.455897,7.010355,-2.1917696,1
5.0,5,-0.6558479,0.6722352,-1.8290137,2.8328846,-4.4558954,7.010355,-2.1917691,1
6.0,6,-1.9874972,-1.1131253,-1.7928371,-0.8974775,-0.89785147,-1.305703,9.112069,1
6.0,6,-1.9874973,-1.1131256,-1.7928363,-0.8974783,-0.89785135,-1.3057024,9.11207,1
6.0,6,-1.9874974,-1.1131256,-1.7928367,-0.89747804,-0.8978512,-1.3057026,9.112069,1
6.0,6,-1.9874972,-1.1131251,-1.792837,-0.89747775,-0.8978516,-1.3057032,9.112071,1
6.0,6,-1.9874974,-1.1131253,-1.792837,-0.8974774,-0.89785177,-1.3057028,9.112069,1
6.0,6,-1.9874974,-1.1131257,-1.7928363,-0.8974779,-0.8978515,-1.3057022,9.112069,1
3.0,3,-4.035721,-4.0485597,3.338171,6.09415,-2.9481556,0.9540187,-0.86303544,1
3.0,3,-4.03572,-4.048559,3.3381689,6.0941496,-2.948156,0.9540192,-0.8630358,1
3.0,3,-4.035721,-4.0485587,3.3381693,6.0941505,-2.9481564,0.9540191,-0.8630368,1
3.0,3,-4.035721,-4.048559,3.33817,6.09415,-2.948156,0.95401925,-0.8630353,1
3.0,3,-4.035721,-4.0485597,3.3381712,6.09415,-2.9481556,0.9540179,-0.86303484,1
3.0,3,-4.03572,-4.0485587,3.3381689,6.09415,-2.9481564,0.9540196,-0.86303604,1
5.0,5,-3.2672946,0.05306919,4.56282,-1.1835071,-3.268507,4.8367414,-1.1023183,1
5.0,5,-3.2672963,0.053066917,4.5628195,-1.1835063,-3.2685072,4.8367424,-1.1023155,1
5.0,5,-3.2672944,0.053070884,4.562819,-1.1835074,-3.268508,4.8367414,-1.1023188,1
5.0,5,-3.2672977,0.05306559,4.5628204,-1.1835053,-3.268507,4.836742,-1.1023145,1
5.0,5,-3.2672942,0.053069416,4.562821,-1.1835067,-3.2685075,4.8367414,-1.1023202,1
5.0,5,-3.2672944,0.053068373,4.5628204,-1.1835055,-3.2685077,4.8367414,-1.1023192,1
1.0,1,2.4729538,6.4962115,-2.5404282,-2.965178,-3.9471328,2.307585,-0.44941545,1
1.0,1,2.4729524,6.4962106,-2.540428,-2.9651783,-3.9471333,2.3075871,-0.44941455,1
1.0,1,2.472953,6.4962115,-2.5404284,-2.9651775,-3.9471335,2.307585,-0.44941407,1
1.0,1,2.472954,6.4962115,-2.5404282,-2.9651778,-3.9471328,2.3075845,-0.44941545,1
1.0,1,2.4729538,6.496212,-2.5404274,-2.9651785,-3.9471326,2.3075852,-0.4494164,1
1.0,1,2.4729517,6.4962106,-2.5404267,-2.9651778,-3.9471338,2.3075886,-0.4494147,1
5.0,5,-2.3005607,-0.72648174,-0.8291534,-0.078711554,-3.993188,8.369014,0.96813583,1
5.0,5,-2.434094,-0.77220345,-0.9719407,-0.036935583,-3.995676,8.2663145,1.364575,1
5.0,5,-2.352598,-0.74978006,-0.86597896,-0.029033236,-4.018118,8.3382845,1.0792977,1
5.0,5,-2.3546422,-0.7435913,-0.8800693,-0.06016917,-3.9991534,8.333706,1.1116132,1
5.0,5,-2.2896094,-0.72875935,-0.8094255,-0.06499534,-3.999655,8.379686,0.91405845,1
5.0,5,-2.3289752,-0.73559856,-0.87399113,-0.09820851,-3.9737716,8.3416395,1.0936334,1
6.0,6,-3.5753887,-2.1347172,-2.1302032,-0.12315094,-1.4246244,2.0518892,8.493143,1
6.0,6,-3.5653296,-2.136364,-2.12744,-0.14098668,-1.3981953,2.0241346,8.50753,1
6.0,6,-3.5734515,-2.130022,-2.1415086,-0.096322656,-1.4292972,2.0119755,8.504637,1
6.0,6,-3.5633695,-2.1291702,-2.1437957,-0.104069725,-1.4105463,1.9805782,8.518678,1
6.0,6,-3.5658169,-2.120115,-2.1532035,-0.099338464,-1.4241917,1.9985933,8.50991,1
6.0,6,-3.5685177,-2.1355944,-2.128866,-0.13402793,-1.4085526,2.0345995,8.502192,1
6.0,6,-2.527205,-2.9665186,-1.0456048,2.3316762,-2.9352832,2.8232834,6.5490804,1
6.0,6,-2.5272055,-2.96652,-1.0456023,2.3316755,-2.9352825,2.8232825,6.549081,1
6.0,6,-2.5272036,-2.9665158,-1.0456108,2.3316746,-2.9352837,2.8232856,6.549081,1
6.0,6,-2.5272064,-2.9665182,-1.0456047,2.3316753,-2.9352832,2.8232837,6.5490794,1
6.0,6,-2.5272043,-2.9665158,-1.0456085,2.3316736,-2.9352834,2.8232853,6.5490813,1
6.0,6,-2.527205,-2.9665194,-1.0456052,2.3316774,-2.9352837,2.8232827,6.5490804,1
