true_label,predicted_label,prob_class_0,prob_class_1,prob_class_2,prob_class_3,prob_class_4,prob_class_5,correct
5.0,5,-2.2851696,0.11266324,0.23710296,-0.031824768,-7.589312,12.97225,1
5.0,5,-2.2851696,0.11266324,0.23710296,-0.031824768,-7.589312,12.97225,1
5.0,5,-2.2851696,0.11266324,0.23710296,-0.031824768,-7.589312,12.97225,1
5.0,5,-2.2851696,0.11266324,0.23710296,-0.031824768,-7.589312,12.97225,1
5.0,5,-2.2851696,0.11266324,0.23710296,-0.031824768,-7.589312,12.97225,1
5.0,5,-2.2851696,0.11266324,0.23710296,-0.031824768,-7.589312,12.97225,1
4.0,4,-1.7233117,-4.234312,-4.030185,4.2080746,9.771864,-10.265446,1
4.0,4,-1.7233117,-4.234312,-4.030185,4.2080746,9.771864,-10.265446,1
4.0,4,-1.7233117,-4.234312,-4.030185,4.2080746,9.771864,-10.265446,1
4.0,4,-1.7233117,-4.234312,-4.030185,4.2080746,9.771864,-10.265446,1
4.0,4,-1.7233117,-4.234312,-4.030185,4.2080746,9.771864,-10.265446,1
4.0,4,-1.7233117,-4.234312,-4.030185,4.2080746,9.771864,-10.265446,1
1.0,1,0.37102777,12.457393,-3.390481,-2.7517745,-2.7274709,-0.6905833,1
1.0,1,0.37102777,12.457393,-3.390481,-2.7517745,-2.7274709,-0.6905833,1
1.0,1,0.37102777,12.457393,-3.390481,-2.7517745,-2.7274709,-0.6905833,1
1.0,1,0.37102777,12.457393,-3.390481,-2.7517745,-2.7274709,-0.6905833,1
1.0,1,0.37102777,12.457393,-3.390481,-2.7517745,-2.7274709,-0.6905833,1
1.0,1,0.37102777,12.457393,-3.390481,-2.7517745,-2.7274709,-0.6905833,1
3.0,3,-6.4789705,-4.124448,-8.61667,10.922857,2.7862685,-1.2661946,1
3.0,3,-6.4789705,-4.124448,-8.61667,10.922857,2.7862685,-1.2661946,1
3.0,3,-6.4789705,-4.124448,-8.61667,10.922857,2.7862685,-1.2661946,1
3.0,3,-6.4789705,-4.124448,-8.61667,10.922857,2.7862685,-1.2661946,1
