true_label,predicted_label,prob_class_0,prob_class_1,prob_class_2,prob_class_3,prob_class_4,prob_class_5,prob_class_6,correct
6.0,6,-2.277584,-1.5219544,-0.68393415,-1.2134401,-2.340712,-0.40010157,8.325272,1
6.0,6,-2.277474,-1.5230628,-0.6895561,-1.2142602,-2.3386433,-0.39582103,8.327241,1
6.0,6,-2.2777166,-1.5222671,-0.6839574,-1.2137542,-2.3394344,-0.4012145,8.325468,1
6.0,6,-2.2778945,-1.5230997,-0.68506014,-1.2136062,-2.3380334,-0.40125096,8.325977,1
6.0,6,-2.277845,-1.5235521,-0.687329,-1.2139452,-2.3378382,-0.3984968,8.326774,1
6.0,6,-2.277822,-1.5234599,-0.686438,-1.2134833,-2.3383532,-0.39916143,8.326414,1
1.0,1,-2.6228209,7.17014,-1.7836142,-1.514277,1.7737399,-0.46938476,-4.8183875,1
1.0,1,-2.6228204,7.1701407,-1.7836136,-1.5142773,1.7737367,-0.4693833,-4.818386,1
1.0,1,-2.6228209,7.1701407,-1.7836138,-1.514277,1.7737378,-0.4693837,-4.818386,1
1.0,1,-2.6228209,7.17014,-1.7836143,-1.5142765,1.7737378,-0.4693837,-4.818386,1
1.0,1,-2.622821,7.1701407,-1.7836142,-1.5142769,1.7737379,-0.46938378,-4.8183866,1
1.0,1,-2.6228206,7.170141,-1.7836142,-1.5142763,1.7737352,-0.4693823,-4.818386,1
5.0,3,-2.615399,-1.801219,-2.4080727,7.214299,-0.66014284,1.7557243,-2.469267,0
5.0,3,-2.6153996,-1.8012177,-2.4080741,7.2143006,-0.6601438,1.7557256,-2.4692664,0
5.0,3,-2.6153991,-1.8012192,-2.4080718,7.2143,-0.6601423,1.7557236,-2.4692671,0
5.0,3,-2.615399,-1.8012193,-2.4080734,7.2142997,-0.6601434,1.7557254,-2.4692662,0
5.0,3,-2.615399,-1.8012176,-2.4080746,7.2142997,-0.66014373,1.755725,-2.4692664,0
5.0,3,-2.6153994,-1.8012186,-2.4080722,7.2143,-0.6601424,1.7557232,-2.4692667,0
4.0,4,-2.7514884,-0.36168495,-3.5256631,3.8501284,6.629362,-5.19433,-1.4040623,1
4.0,4,-2.7514887,-0.36168486,-3.5256627,3.8501277,6.6293626,-5.194331,-1.4040617,1
4.0,4,-2.751489,-0.36168498,-3.5256627,3.850128,6.6293626,-5.1943307,-1.4040619,1
4.0,4,-2.7514892,-0.36168486,-3.5256627,3.8501275,6.6293616,-5.1943316,-1.4040617,1
4.0,4,-2.7514887,-0.36168513,-3.5256631,3.8501284,6.6293616,-5.194331,-1.4040619,1
4.0,4,-2.7514887,-0.36168447,-3.5256627,3.850127,6.629363,-5.194331,-1.4040631,1
2.0,2,2.991342,1.1395782,5.5579467,-6.261391,0.9547039,-1.5862993,-1.4483509,1
2.0,2,2.9913437,1.1395788,5.557945,-6.261393,0.95470417,-1.5862986,-1.4483513,1
2.0,2,2.9913433,1.139577,5.557945,-6.261392,0.95470345,-1.5862998,-1.4483501,1
2.0,2,2.9913437,1.1395793,5.557945,-6.2613916,0.9547031,-1.5862972,-1.4483514,1
2.0,2,2.9913425,1.1395789,5.557945,-6.2613916,0.95470345,-1.5862983,-1.4483511,1
2.0,2,2.9913425,1.139579,5.5579457,-6.2613916,0.95470357,-1.5862986,-1.4483508,1
5.0,1,2.6663868,5.343202,3.2409127,-5.024816,-2.1487153,0.46921873,-4.169792,0
5.0,1,2.8607416,5.2751956,3.1447482,-5.064676,-2.1240177,0.4199621,-4.110924,0
