true_label,predicted_label,prob_class_0,prob_class_1,prob_class_2,prob_class_3,prob_class_4,prob_class_5,prob_class_6,prob_class_7,prob_class_8,prob_class_9,prob_class_10,prob_class_11,prob_class_12,prob_class_13,prob_class_14,correct
14.0,11,-1.2637545,-2.267785,0.13469815,-0.98758036,-0.83458316,-1.6404166,-0.87097985,0.16344309,-1.3043097,1.7715513,2.607992,2.8810778,0.19610682,2.6806386,1.9501629,0
14.0,11,-1.3633665,-2.2586746,-0.02541871,-1.0819588,-0.7121549,-1.540642,-0.72672725,-0.019175224,-1.1765307,1.7938026,2.8066661,2.8243368,0.011481263,2.452655,2.0792665,0
14.0,11,-1.3145025,-2.2592807,0.08163303,-1.0322576,-0.8041685,-1.5957296,-0.7821643,0.08594441,-1.2951393,1.7025943,2.7309043,2.8705707,0.13605325,2.5696838,2.0317423,0
14.0,11,-1.3422847,-2.2459497,0.01776737,-1.039415,-0.7463462,-1.5760125,-0.8213064,0.023310974,-1.1948189,1.7930547,2.7134058,2.8313663,0.07493296,2.5901818,2.0236115,0
14.0,11,-1.3426826,-2.255934,0.014380589,-1.064613,-0.75104195,-1.5657058,-0.7460116,0.020172,-1.2217644,1.7523464,2.772261,2.844021,0.06607363,2.5010808,2.0657206,0
14.0,11,-1.2556546,-2.2586024,0.1413315,-0.96851283,-0.84066606,-1.6553534,-0.9190708,0.17876133,-1.2836477,1.7987151,2.5448642,2.8777072,0.21975508,2.7426448,1.9170402,0
12.0,12,2.1233118,1.2001498,-1.8564969,-0.5829055,-0.5570604,-0.9223157,-0.32304257,-1.7640973,-0.26809928,-1.860173,-1.615865,-2.5142348,4.14976,0.70676273,1.7070732,1
12.0,12,2.2686877,1.107909,-1.8364265,-0.6012797,-0.5290475,-1.0151333,-0.34691218,-1.7422947,-0.36545172,-1.7723202,-1.5885853,-2.4715855,4.200842,0.8273093,1.6351173,1
12.0,12,2.1961524,1.1418023,-1.847372,-0.61116475,-0.53951347,-0.97959894,-0.28768927,-1.7652497,-0.34919557,-1.8237268,-1.5837102,-2.4991627,4.17218,0.7392853,1.6993545,1
12.0,12,2.1970797,1.096776,-1.8841304,-0.68490815,-0.51212186,-0.98809904,-0.167209,-1.7959114,-0.39923197,-1.8277429,-1.5281949,-2.5080976,4.1396027,0.6943656,1.7774462,1
12.0,12,2.2376583,1.0084088,-1.9243959,-0.75724554,-0.47748315,-0.9927438,-0.042611826,-1.821235,-0.48814878,-1.813405,-1.4410263,-2.5050693,4.118656,0.66680217,1.847027,1
