true_label,predicted_label,prob_class_0,prob_class_1,prob_class_2,prob_class_3,prob_class_4,prob_class_5,prob_class_6,prob_class_7,prob_class_8,prob_class_9,prob_class_10,prob_class_11,correct
11.0,11,-1.6998181,-1.1425868,-0.24623132,0.16949047,-1.3398104,-1.652504,0.5694054,1.8968995,-2.9348147,-1.3502693,0.9263445,7.979998,1
11.0,11,-1.6998192,-1.1425885,-0.24623251,0.16948928,-1.3398099,-1.6525037,0.5694078,1.8969011,-2.9348142,-1.3502687,0.92634445,7.979998,1
11.0,11,-1.6998191,-1.1425887,-0.24623352,0.16948973,-1.3398101,-1.652504,0.5694082,1.8969021,-2.934815,-1.3502682,0.9263446,7.979997,1
11.0,11,-1.6998212,-1.1425903,-0.2462334,0.16948767,-1.3398111,-1.6525035,0.56940925,1.896905,-2.9348156,-1.3502672,0.9263464,7.979996,1
11.0,11,-1.6998196,-1.142589,-0.24623334,0.16948842,-1.3398108,-1.6525038,0.5694084,1.8969027,-2.934814,-1.3502697,0.92634493,7.979998,1
11.0,11,-1.6998179,-1.1425865,-0.24623209,0.16949041,-1.3398101,-1.6525035,0.5694054,1.8969002,-2.9348142,-1.3502688,0.9263444,7.9799986,1
5.0,5,-1.5492412,-0.50398004,-0.42952353,0.23108552,-0.2361635,8.610024,-0.9905937,1.7791404,-1.4086158,1.3060063,-2.546085,-0.41166627,1
5.0,5,-1.5492415,-0.50398076,-0.42952338,0.23108546,-0.23616377,8.610023,-0.9905938,1.7791402,-1.4086161,1.3060077,-2.546085,-0.41166586,1
5.0,5,-1.5492415,-0.50398076,-0.42952323,0.23108521,-0.23616394,8.610023,-0.990594,1.7791408,-1.4086161,1.3060079,-2.5460844,-0.41166586,1
5.0,5,-1.5492412,-0.50398004,-0.429523,0.23108518,-0.23616439,8.610023,-0.9905939,1.7791406,-1.4086158,1.3060068,-2.546085,-0.41166574,1
5.0,5,-1.5492411,-0.5039815,-0.42952344,0.23108569,-0.2361638,8.610025,-0.99059427,1.779139,-1.4086158,1.3060081,-2.5460842,-0.41166592,1
