true_label,predicted_label,prob_class_0,prob_class_1,prob_class_2,prob_class_3,prob_class_4,prob_class_5,prob_class_6,prob_class_7,prob_class_8,prob_class_9,prob_class_10,prob_class_11,correct
11.0,11,-1.74604,-3.2379842,-1.4890637,0.4790669,-1.484477,-1.3832674,3.4399996,-1.8772159,-1.8510848,-1.100415,5.575873,5.650417,1
11.0,11,-1.7460421,-3.2379837,-1.4890633,0.47906998,-1.4844776,-1.3832686,3.4399977,-1.8772149,-1.851084,-1.1004153,5.575874,5.6504173,1
11.0,11,-1.7460413,-3.2379842,-1.4890631,0.47906685,-1.4844778,-1.3832669,3.4399996,-1.8772162,-1.8510844,-1.1004145,5.5758734,5.650418,1
11.0,11,-1.7460417,-3.2379837,-1.4890637,0.47906965,-1.4844768,-1.3832676,3.4399981,-1.8772151,-1.851084,-1.1004152,5.575874,5.6504173,1
11.0,11,-1.7460417,-3.2379837,-1.4890634,0.47906747,-1.4844781,-1.383267,3.4399996,-1.8772155,-1.8510844,-1.1004146,5.5758724,5.6504183,1
11.0,11,-1.7460423,-3.2379832,-1.4890641,0.47906992,-1.4844779,-1.3832687,3.4399996,-1.8772159,-1.8510839,-1.1004153,5.575874,5.6504154,1
5.0,5,-1.9265198,2.4160626,-1.2998421,-1.7659222,0.78034854,9.243326,-0.30129477,0.016074594,-1.0859339,-0.55115795,-1.0704739,-1.3531022,1
5.0,5,-1.9224852,2.4178536,-1.2939985,-1.7611686,0.7889561,9.243876,-0.30395114,0.009514008,-1.0860215,-0.5496922,-1.0834651,-1.3536336,1
5.0,5,-1.9224504,2.4183633,-1.294079,-1.7618636,0.7861397,9.243477,-0.30357367,0.009506639,-1.0855222,-0.54953533,-1.0816265,-1.3546597,1
5.0,5,-1.9231799,2.4149144,-1.2959167,-1.7622274,0.7834494,9.245012,-0.29910958,0.009030998,-1.0854963,-0.5571601,-1.0703831,-1.353859,1
5.0,5,-1.9252588,2.419711,-1.2967652,-1.764102,0.7872565,9.241634,-0.30611032,0.014793081,-1.0859959,-0.5436144,-1.0860742,-1.3538957,1
5.0,5,-1.9243449,2.4159937,-1.297304,-1.7640011,0.7809963,9.24407,-0.30036116,0.011916678,-1.0854805,-0.5537937,-1.0706398,-1.3540925,1
2.0,2,2.4136329,1.6686182,8.867972,0.14219843,-2.940018,-0.15255708,-2.8058162,-1.137949,-0.09966217,-0.60976404,-2.6861095,-2.1709056,1
2.0,2,2.4136324,1.6686183,8.867973,0.14219534,-2.9400194,-0.15255725,-2.8058162,-1.1379483,-0.099661484,-0.60976154,-2.6861098,-2.1709054,1
2.0,2,2.4136333,1.6686196,8.867973,0.14219382,-2.94002,-0.15255688,-2.8058162,-1.137949,-0.09966199,-0.6097604,-2.68611,-2.1709044,1
2.0,2,2.4136324,1.66862,8.867972,0.14219454,-2.9400191,-0.15255669,-2.805817,-1.1379489,-0.09966205,-0.60976076,-2.68611,-2.1709058,1
2.0,2,2.413632,1.6686195,8.867973,0.14219517,-2.9400198,-0.15255746,-2.8058164,-1.1379482,-0.099661574,-0.60976106,-2.6861103,-2.1709063,1
2.0,2,2.4136324,1.6686202,8.867973,0.14219527,-2.9400203,-0.15255761,-2.8058171,-1.1379479,-0.099662036,-0.6097612,-2.6861107,-2.1709058,1
11.0,11,1.0773132,-1.3789028,0.7999269,-2.3242254,-1.9023337,-0.84396434,-0.70174307,-0.32187015,-0.24197881,0.98605067,-1.2657888,9.328906,1
11.0,11,1.077312,-1.3789028,0.7999389,-2.3242276,-1.9023349,-0.8439626,-0.7017678,-0.3218664,-0.24196622,0.98605853,-1.2657944,9.328904,1
11.0,11,1.0773121,-1.3789035,0.7999381,-2.3242323,-1.9023349,-0.8439642,-0.7017749,-0.32186604,-0.24196182,0.98606867,-1.2657936,9.328901,1
11.0,11,1.0773114,-1.3789037,0.7999407,-2.3242338,-1.9023335,-0.84396344,-0.7017816,-0.3218629,-0.24196276,0.986072,-1.265795,9.3289,1
11.0,11,1.0773127,-1.3789047,0.79993343,-2.324232,-1.9023336,-0.8439642,-0.70176655,-0.3218671,-0.24196634,0.98606586,-1.2657915,9.328902,1
11.0,11,1.077313,-1.3789015,0.7999269,-2.3242202,-1.902335,-0.8439629,-0.701739,-0.32187268,-0.24197613,0.98604167,-1.2657895,9.328907,1
0.0,0,7.9066434,0.5254622,3.7620304,-0.6200831,-3.2512567,-2.0301344,-4.1077485,0.43920654,-0.46473885,-0.60275185,-2.3374991,1.0641212,1
0.0,0,7.906644,0.5254615,3.7620318,-0.62008196,-3.251257,-2.030134,-4.107749,0.43920547,-0.46473828,-0.6027524,-2.3374996,1.064121,1
0.0,0,7.9066434,0.5254631,3.7620316,-0.62008446,-3.2512574,-2.0301342,-4.1077476,0.4392066,-0.46473897,-0.6027508,-2.3374987,1.0641211,1
0.0,0,7.906643,0.525462,3.7620323,-0.6200832,-3.2512567,-2.0301344,-4.107749,0.43920535,-0.4647384,-0.60275114,-2.3374991,1.0641217,1
0.0,0,7.9066434,0.5254623,3.7620304,-0.62008303,-3.2512567,-2.0301344,-4.1077485,0.43920702,-0.46473873,-0.6027525,-2.3374994,1.0641216,1
0.0,0,7.9066434,0.5254619,3.7620316,-0.62008333,-3.2512567,-2.0301344,-4.1077485,0.4392066,-0.46473914,-0.6027514,-2.3374984,1.0641227,1
8.0,8,-0.7149298,-1.372324,1.3944902,1.9555846,-2.898021,-1.2511128,-4.46336,-1.5064019,7.975406,1.5511417,-0.50820273,-1.7331138,1
8.0,8,-0.75406057,-1.456913,1.4488534,1.9079077,-2.8444097,-1.194116,-4.408659,-1.5761536,7.990671,1.6522262,-0.48687357,-1.7971178,1
8.0,8,-0.7207094,-1.4752227,1.4846644,1.9807646,-2.8637855,-1.2370383,-4.3990464,-1.6142154,7.964542,1.6245023,-0.48563784,-1.8024274,1
8.0,8,-0.67650294,-1.4885561,1.5928352,2.038913,-2.8548474,-1.221044,-4.36737,-1.6869719,7.9754276,1.5440823,-0.4832468,-1.8961726,1
8.0,8,-0.86398226,-1.460054,1.3174229,1.7301669,-2.787119,-1.1194596,-4.4192963,-1.4987396,8.011622,1.8276587,-0.48958027,-1.7136898,1
8.0,8,-0.7376594,-1.3749262,1.3850304,1.9188176,-2.8799593,-1.2212763,-4.4596267,-1.5063834,7.9903526,1.577479,-0.50678533,-1.733344,1
9.0,9,1.1318715,-2.1173828,1.5522902,0.4782708,-3.6026688,-2.7486916,-4.9375677,1.1118795,1.6590133,4.783582,-0.44298586,1.2747123,1
9.0,9,0.22378844,-2.575286,1.1044191,-0.1811767,-2.390397,-2.3872387,-4.2224803,0.5055499,1.4753369,6.4757214,-0.34136057,0.6641658,1
9.0,9,0.014931358,-2.523472,0.7384037,-0.4527818,-2.2949262,-2.3043861,-4.129894,0.95860213,1.2216563,6.6189833,-0.3436252,0.96404564,1
9.0,9,0.1794245,-2.6234777,1.0845416,-0.28773162,-2.282304,-2.366248,-4.083563,0.41872278,1.3635836,6.6434965,-0.32008383,0.6606566,1
9.0,9,1.8188052,-2.2991219,3.633736,1.531882,-3.3822572,-2.7281046,-4.9244857,-0.75414824,2.5529666,4.0497417,-0.7864734,-0.47858584,1
9.0,9,1.4152769,-2.146811,2.3107965,1.2268239,-3.5495076,-2.7864387,-5.1032777,0.45915952,2.140425,4.263947,-0.6319143,0.52457994,1
3.0,3,-2.2638035,5.2554812,-1.142724,7.0141926,-0.9004709,-1.7812363,-1.2907039,-1.9004298,0.71187633,-2.7377713,-1.3836074,-2.9766462,1
3.0,3,-2.2638268,5.2554755,-1.1426915,7.0141716,-0.9004879,-1.7812532,-1.290731,-1.9004228,0.71192557,-2.737741,-1.3836038,-2.9766645,1
3.0,3,-2.2637973,5.255466,-1.1426497,7.0141997,-0.90047115,-1.7812512,-1.290732,-1.9004983,0.71192116,-2.7377636,-1.3836164,-2.976647,1
3.0,3,-2.2637587,5.255426,-1.1426864,7.0142703,-0.9004387,-1.7812226,-1.2906653,-1.9005563,0.7118362,-2.7378201,-1.3835849,-2.976637,1
3.0,3,-2.2637877,5.255447,-1.142703,7.0142317,-0.900459,-1.781232,-1.2906845,-1.9004894,0.71186304,-2.7377882,-1.383589,-2.976648,1
3.0,3,-2.2638187,5.255476,-1.1427056,7.0141788,-0.90048224,-1.7812455,-1.2907176,-1.9004261,0.7119056,-2.737751,-1.3835968,-2.976667,1
7.0,6,-1.5043286,-2.2220688,-2.3924997,-1.2911841,-0.75763494,-0.086331345,8.339669,4.768959,-1.4994543,-1.2782,-1.0435699,2.054254,0
7.0,6,-1.5046169,-2.222046,-2.3924637,-1.2911947,-0.757832,-0.08681592,8.340487,4.7669797,-1.498842,-1.277766,-1.0434331,2.054483,0
