true_label,predicted_label,prob_class_0,prob_class_1,prob_class_2,prob_class_3,prob_class_4,prob_class_5,prob_class_6,prob_class_7,prob_class_8,prob_class_9,prob_class_10,prob_class_11,prob_class_12,prob_class_13,prob_class_14,prob_class_15,prob_class_16,prob_class_17,prob_class_18,prob_class_19,correct
18.0,19,-3.2358656,-0.29461274,-0.32796913,-0.60408324,-2.169979,-4.0785365,-2.4483736,-2.1231833,7.288373,0.25493824,-0.527418,0.7014824,2.2107062,-1.833564,-1.11603,-0.18209824,-1.5446324,-0.93114775,5.788314,12.260987,0
18.0,19,-3.235832,-0.2945449,-0.32787406,-0.6041134,-2.1698403,-4.078498,-2.448393,-2.1232939,7.2885547,0.25513464,-0.52742547,0.70144737,2.210469,-1.8336263,-1.1160822,-0.1821365,-1.5446635,-0.93115586,5.7881804,12.260984,0
18.0,19,-3.2220533,-0.29444253,-0.3471806,-0.5972062,-2.1593726,-4.0904503,-2.4339204,-2.119494,7.240734,0.246722,-0.520927,0.70901155,2.210909,-1.8290071,-1.1113521,-0.16185892,-1.5495625,-0.9280011,5.780734,12.292378,0
18.0,19,-3.2216778,-0.2911453,-0.3481341,-0.5976293,-2.1570172,-4.090467,-2.441155,-2.1192465,7.2345924,0.24819769,-0.522165,0.7122523,2.2241337,-1.8200845,-1.1096313,-0.16022968,-1.555027,-0.92616135,5.761055,12.2945175,0
18.0,19,-3.2359438,-0.29454976,-0.32832456,-0.604096,-2.1701937,-4.0785623,-2.4491143,-2.122588,7.287268,0.25441256,-0.5276239,0.70193195,2.2128918,-1.832654,-1.1156108,-0.18175155,-1.5452096,-0.93098706,5.786886,12.261105,0
18.0,19,-3.2358563,-0.29434076,-0.3280149,-0.6041273,-2.1697812,-4.0785174,-2.448975,-2.1231637,7.287946,0.25510433,-0.52752787,0.70174545,2.2117717,-1.8328485,-1.1159242,-0.18199778,-1.5450795,-0.9309973,5.786661,12.261142,0
0.0,0,11.529423,6.397791,2.2581792,-2.4107146,-0.28055564,-1.3938426,0.99692595,0.31293294,-0.049738795,0.085388385,-2.903695,-2.4787254,-2.5063365,-3.0548358,-1.8905747,-0.61197585,-1.5373315,-1.7885451,-3.6694036,-0.1415975,1
0.0,0,11.529426,6.3977337,2.2582073,-2.4107404,-0.28056374,-1.393827,0.99691975,0.31296587,-0.0497225,0.085409805,-2.9036896,-2.4787169,-2.506356,-3.054861,-1.8905768,-0.611954,-1.5373296,-1.7885474,-3.6694071,-0.14158376,1
0.0,0,11.529387,6.3982644,2.2579079,-2.4104958,-0.28046682,-1.3939512,0.9970067,0.31266826,-0.049944215,0.085192166,-2.9037251,-2.4788022,-2.506172,-3.0546355,-1.8905457,-0.6121543,-1.5373478,-1.7884915,-3.669385,-0.14176331,1
0.0,0,11.52941,6.3981843,2.257881,-2.4105036,-0.2804418,-1.3939422,0.99700934,0.31272236,-0.049968317,0.08515087,-2.903724,-2.478771,-2.506139,-3.0546672,-1.8904946,-0.61213976,-1.5373513,-1.788555,-3.669365,-0.14165749,1
0.0,0,11.52942,6.3977613,2.258197,-2.4107258,-0.2805597,-1.3938353,0.99692106,0.3129533,-0.04972902,0.08539741,-2.9036937,-2.478719,-2.5063457,-3.054851,-1.8905745,-0.6119645,-1.5373318,-1.7885506,-3.6694036,-0.14158621,1
0.0,0,11.529426,6.3977675,2.2581842,-2.410722,-0.28055626,-1.3938364,0.9969245,0.31294912,-0.049739316,0.085391045,-2.9036925,-2.4787185,-2.5063396,-3.0548465,-1.8905704,-0.61196655,-1.5373324,-1.7885513,-3.669403,-0.1415848,1
2.0,2,0.44267508,-0.7698301,10.800084,1.5483727,-2.3341818,-0.51309824,-0.5952575,0.6529224,0.792804,4.6936393,-2.00705,-1.2455631,1.2104453,1.1901621,-2.8083339,-0.6421967,-2.7767255,-2.1571743,-1.8076262,-4.1276283,1
2.0,2,0.44267705,-0.7698307,10.800084,1.5483724,-2.334179,-0.51309794,-0.59525585,0.6529231,0.7928028,4.6936383,-2.00705,-1.2455633,1.2104424,1.1901615,-2.8083332,-0.64219695,-2.7767246,-2.1571748,-1.8076259,-4.127629,1
2.0,2,0.4426683,-0.7698268,10.800071,1.5483692,-2.3341935,-0.5130981,-0.59526783,0.65291727,0.79280084,4.693658,-2.007051,-1.2455568,1.2104743,1.1901722,-2.8083355,-0.6421982,-2.7767346,-2.1571755,-1.8076311,-4.1276274,1
2.0,2,0.44264528,-0.76981896,10.800087,1.5483942,-2.3341863,-0.51308745,-0.5952771,0.65292495,0.79281527,4.6936,-2.0070624,-1.2455641,1.2105082,1.1902083,-2.8083541,-0.642208,-2.7767446,-2.1571722,-1.807641,-4.1276484,1
