true_label,predicted_label,prob_class_0,prob_class_1,prob_class_2,prob_class_3,prob_class_4,prob_class_5,prob_class_6,prob_class_7,prob_class_8,prob_class_9,prob_class_10,prob_class_11,correct
11.0,11,-0.2677596,-1.6708997,1.3297211,-1.3557454,0.065097034,-5.6874695,-0.7047319,-2.1394293,-1.6100771,-0.38359734,1.8972524,10.171179,1
11.0,11,-0.2677615,-1.6708982,1.3297191,-1.3557442,0.06509858,-5.6874695,-0.7047331,-2.1394284,-1.6100768,-0.38359854,1.8972524,10.17118,1
11.0,11,-0.2677596,-1.6708995,1.3297203,-1.3557452,0.06509726,-5.6874695,-0.70473254,-2.1394293,-1.6100763,-0.3835969,1.8972522,10.171179,1
11.0,11,-0.2677607,-1.6708984,1.329719,-1.3557447,0.06509799,-5.6874695,-0.70473284,-2.1394289,-1.6100764,-0.38359812,1.8972529,10.17118,1
11.0,11,-0.2677604,-1.6708986,1.3297199,-1.3557452,0.065099046,-5.6874695,-0.7047329,-2.139429,-1.610077,-0.3835974,1.8972512,10.171179,1
11.0,11,-0.2677607,-1.6708986,1.3297194,-1.3557447,0.0650983,-5.6874704,-0.70473224,-2.1394284,-1.6100767,-0.3835978,1.8972517,10.17118,1
5.0,5,-1.3362589,1.1029621,-2.3438056,-1.1985207,3.0694864,11.918054,-1.071439,-1.414157,-0.31747982,0.7586561,-0.7769102,-3.0525432,1
5.0,5,-1.336139,1.1040177,-2.3429925,-1.1971285,3.0683525,11.916923,-1.0692639,-1.4158436,-0.32112375,0.76039237,-0.77859306,-3.0482824,1
5.0,5,-1.3358443,1.1049236,-2.343239,-1.1980102,3.0668542,11.917209,-1.0705649,-1.4145398,-0.31991282,0.7589738,-0.7768737,-3.0512576,1
5.0,5,-1.3356696,1.1036707,-2.3435237,-1.1975005,3.0670178,11.916972,-1.0696616,-1.4174815,-0.31765413,0.7585712,-0.77674836,-3.0498178,1
5.0,5,-1.3348262,1.0982851,-2.3428905,-1.1969546,3.0748825,11.918913,-1.0665921,-1.4141645,-0.32044515,0.76210284,-0.7816941,-3.0500991,1
5.0,5,-1.3361167,1.1051022,-2.3437858,-1.1986507,3.066225,11.917359,-1.0719864,-1.414823,-0.3173919,0.7575843,-0.77533287,-3.052775,1
2.0,2,-1.192524,1.9364402,9.407542,0.429814,-2.7058632,-3.2484646,-0.98271686,-1.1672051,-0.48570043,1.7287034,-1.6516899,-2.0043423,1
2.0,2,-1.1925241,1.9364398,9.407543,0.42981154,-2.7058628,-3.248463,-0.98271674,-1.1672044,-0.48569942,1.7287056,-1.6516898,-2.004343,1
2.0,2,-1.1925246,1.936439,9.407542,0.42981192,-2.7058632,-3.248462,-0.98271734,-1.1672045,-0.48569906,1.7287071,-1.6516899,-2.0043426,1
2.0,2,-1.1925248,1.9364399,9.407541,0.42981148,-2.7058628,-3.2484624,-0.98271734,-1.1672049,-0.48569876,1.7287067,-1.65169,-2.004343,1
2.0,2,-1.1925244,1.9364401,9.407542,0.42981088,-2.7058628,-3.2484634,-0.98271674,-1.1672046,-0.48569876,1.7287056,-1.65169,-2.004343,1
2.0,2,-1.1925244,1.9364393,9.407541,0.429812,-2.7058628,-3.248463,-0.98271674,-1.1672041,-0.48569918,1.7287064,-1.6516902,-2.0043423,1
11.0,11,3.3144264,-2.3053775,0.7574537,-0.27218467,-1.5015984,-4.335465,-0.33184493,-2.8063211,-0.2546712,4.675794,-3.5674121,7.854207,1
11.0,11,3.314402,-2.3053777,0.7574631,-0.27218917,-1.5015978,-4.3354635,-0.33185947,-2.8063228,-0.2546537,4.6758256,-3.567417,7.8541946,1
11.0,11,3.3143969,-2.3053777,0.7574601,-0.27219173,-1.5016024,-4.3354535,-0.3318583,-2.806323,-0.2546521,4.6758356,-3.5674148,7.854193,1
11.0,11,3.3143952,-2.3053746,0.7574692,-0.27219808,-1.5015992,-4.335452,-0.33187038,-2.806324,-0.25465104,4.6758447,-3.5674179,7.854187,1
11.0,11,3.314402,-2.305378,0.757458,-0.27219167,-1.5016023,-4.3354545,-0.33185452,-2.8063216,-0.25465742,4.6758275,-3.5674133,7.8541946,1
11.0,11,3.314419,-2.3053823,0.75744736,-0.27217957,-1.5015955,-4.335476,-0.3318367,-2.8063192,-0.25466743,4.675786,-3.5674093,7.8542204,1
0.0,0,10.448232,1.1681937,0.6968796,-1.5186696,-2.018138,-1.4702668,-0.38871974,-0.8227156,-0.5864259,-2.2691987,-3.6802633,-1.1840382,1
0.0,0,10.448232,1.1681935,0.69687986,-1.5186691,-2.018138,-1.4702665,-0.38871962,-0.82271546,-0.5864264,-2.2691984,-3.6802638,-1.1840386,1
