true_label,predicted_label,prob_class_0,prob_class_1,prob_class_2,prob_class_3,prob_class_4,prob_class_5,prob_class_6,prob_class_7,prob_class_8,prob_class_9,prob_class_10,prob_class_11,correct
11.0,11,-1.9223295,-1.4715649,-0.9703853,-0.7048156,-3.7618077,-1.9479995,-1.4483806,-0.32016188,-1.0579439,-1.131146,-1.719394,11.71659,1
11.0,11,-1.924062,-1.470729,-0.9776904,-0.70661324,-3.76176,-1.9614613,-1.4458283,-0.30471158,-1.0670369,-1.1354215,-1.7053732,11.714097,1
11.0,11,-1.9233499,-1.4720626,-0.9721977,-0.7057618,-3.7640145,-1.9456428,-1.4497266,-0.31249398,-1.0618236,-1.1318353,-1.7207448,11.715331,1
11.0,11,-1.9247315,-1.473119,-0.9842673,-0.7127322,-3.7531502,-1.9858714,-1.4324216,-0.30639067,-1.0768278,-1.1393795,-1.6741502,11.713728,1
11.0,11,-1.9235576,-1.4712719,-0.9737169,-0.7053357,-3.7637758,-1.9505514,-1.4492737,-0.30933863,-1.0629222,-1.1330377,-1.7169206,11.714882,1
11.0,11,-1.9224222,-1.4721371,-0.968788,-0.70426863,-3.762542,-1.945474,-1.4493489,-0.32088503,-1.0573306,-1.1305963,-1.7224936,11.716656,1
5.0,6,-2.6848342,-0.83813494,-2.7859526,-0.0096064005,0.14378418,-1.0464674,8.743957,3.9250796,-2.9205582,-1.74891,-4.4386716,-0.82350576,0
5.0,6,-2.7550058,-0.5608318,-2.6393847,-0.11461947,-0.021690847,-1.1859444,9.370767,3.4242404,-2.94646,-1.7258096,-4.237001,-0.82081,0
5.0,6,-2.7190628,-0.6515939,-2.70414,-0.06048562,-0.016704561,-1.2007337,9.164648,3.616867,-2.9548485,-1.7404181,-4.2779117,-0.79100245,0
5.0,6,-2.6285596,-0.8499241,-2.8186903,0.07242412,0.32562125,-1.1891973,8.68437,3.993405,-2.994054,-1.8266467,-4.3854523,-0.90512735,0
5.0,6,-2.7376306,-0.5245614,-2.6301618,-0.079215124,0.13957879,-1.2728715,9.427303,3.377279,-2.9982836,-1.7809772,-4.1823053,-0.91125935,0
5.0,6,-2.6593745,-0.9242698,-2.8261225,0.02318094,0.21634573,-0.9955403,8.551195,4.057427,-2.9046106,-1.7546712,-4.4972396,-0.83574796,0
2.0,2,-1.8500881,-1.0310392,12.045236,-0.06736213,-2.711868,-1.3270586,-0.82891405,-1.6072737,-0.81002235,-1.3687462,-2.017646,1.3147423,1
2.0,2,-1.8499676,-1.0311966,12.045411,-0.06765348,-2.7116988,-1.3268523,-0.8288308,-1.6068718,-0.8101549,-1.3685207,-2.0175183,1.3137646,1
2.0,2,-1.8500952,-1.0314248,12.045425,-0.068318315,-2.711863,-1.3263502,-0.8288934,-1.6067036,-0.81016994,-1.3681632,-2.0176375,1.3139439,1
2.0,2,-1.8487856,-1.0316737,12.045668,-0.06648426,-2.7110062,-1.3271929,-0.8287275,-1.6060077,-0.8104165,-1.3690388,-2.0172505,1.3105941,1
2.0,2,-1.8496453,-1.031247,12.045582,-0.06724267,-2.7113564,-1.3269315,-0.82873714,-1.6064901,-0.8102704,-1.368655,-2.0172625,1.3122845,1
2.0,2,-1.850044,-1.0310736,12.045319,-0.06740507,-2.7117705,-1.3269778,-0.8288724,-1.6070935,-0.81007606,-1.3686835,-2.017554,1.3142282,1
11.0,11,-2.5688543,-2.2895572,1.0302137,-1.9971961,-3.7203255,-3.702302,2.131781,-3.2832942,-2.8749506,2.4358358,4.2122016,8.131389,1
11.0,11,-2.5839038,-2.2780137,1.090447,-2.0021148,-3.7247078,-3.696482,2.0890603,-3.281863,-2.8960717,2.527004,4.250217,8.061633,1
11.0,11,-2.621792,-2.3125615,1.2159349,-1.9861804,-3.7390635,-3.6739771,1.9532924,-3.277483,-2.8790457,2.6060338,4.1723537,8.107524,1
11.0,11,-2.5674903,-2.261088,1.0965586,-1.9961717,-3.719254,-3.6878502,2.1315408,-3.2913282,-2.8966968,2.3060799,4.190031,8.159087,1
11.0,11,-2.606333,-2.2948558,1.0881027,-2.0029333,-3.7261167,-3.6971729,2.043067,-3.2721472,-2.8858464,2.705004,4.3073196,7.976199,1
11.0,11,-2.5721114,-2.29242,1.033969,-1.997956,-3.7215202,-3.7026765,2.120515,-3.2815704,-2.875123,2.4700427,4.220834,8.117128,1
0.0,0,12.246877,-0.78310317,0.012720341,-1.4673744,-0.8029859,-1.207134,-1.3713756,-1.3777866,-0.12107619,-0.69466025,-0.97170323,-0.6813892,1
0.0,0,12.246763,-0.78344077,0.013283068,-1.4675333,-0.80311567,-1.2070359,-1.3713799,-1.3777798,-0.12112156,-0.6946089,-0.97183704,-0.6814699,1
0.0,0,12.247289,-0.783378,0.011089362,-1.467154,-0.8020549,-1.2082311,-1.3713837,-1.3769035,-0.12131204,-0.69477785,-0.97095394,-0.68161774,1
0.0,0,12.247209,-0.78326595,0.011230031,-1.4672974,-0.8022966,-1.2080251,-1.3713298,-1.3768655,-0.121292934,-0.69461703,-0.9712365,-0.6816008,1
0.0,0,12.246905,-0.78334683,0.012757612,-1.4675679,-0.8028623,-1.2072494,-1.3713961,-1.3773425,-0.1212023,-0.6945571,-0.97174853,-0.68170714,1
0.0,0,12.246912,-0.78311265,0.012603236,-1.4674243,-0.8029266,-1.207191,-1.3713696,-1.3776107,-0.12111616,-0.69461834,-0.971712,-0.6814886,1
8.0,8,-0.99231875,-2.2088609,-0.11682423,-0.59015256,-1.0350789,-0.21268803,-1.1885577,-1.1220294,12.515471,-2.108452,-0.35769248,-0.06769999,1
8.0,8,-1.1908801,-2.541984,0.9630863,-0.340458,-1.7179216,-0.69177455,-1.3903391,-0.9820337,12.126808,-2.2591133,-0.762371,0.7260235,1
8.0,8,-1.2820692,-2.9587817,-0.28895798,1.5904112,-1.6119722,-0.78578204,-1.5607257,-0.7285768,12.100125,-2.5146513,-0.83476704,0.359527,1
8.0,8,-1.2152365,-2.4960923,0.065546535,0.5176067,-1.3339247,-0.6762126,-1.4079752,-1.0380019,12.31814,-2.3259842,-0.69878435,0.3246909,1
8.0,8,-1.2799982,-1.9608339,2.909551,-0.9050754,-1.749691,-0.88518983,-1.2284518,-1.7631774,11.8122225,-2.3159292,-0.41112563,0.7527111,1
8.0,8,-0.974109,-2.2166317,-0.0067669866,-0.5240531,-1.0826991,-0.3060353,-1.168688,-1.2035943,12.503251,-2.1609344,-0.36544093,0.036289558,1
9.0,9,-1.1115822,-1.8327973,3.4373202,-1.2545406,-1.7848634,-1.8018365,-1.6395385,-1.1102581,-2.0821342,11.370549,0.13189967,0.42821392,1
9.0,9,-1.0464191,-1.8923296,3.6462064,-1.3668635,-1.7318293,-1.7880669,-1.5821476,-1.0868385,-2.035094,11.265609,0.18641561,0.1634873,1
9.0,9,-0.9620444,-1.9752494,4.29399,-1.3556807,-1.8980391,-1.9182248,-1.6228409,-1.08142,-2.0732663,10.759745,-0.16090053,0.41216886,1
9.0,9,-1.05161,-1.9982647,3.7056935,-1.336834,-1.7016189,-1.8335716,-1.3683325,-1.1607513,-1.8640083,11.170798,0.027438127,0.063935444,1
9.0,9,-0.52264875,-1.8641871,1.0222123,-0.56697005,-2.1899078,-2.1472979,-1.6691571,-0.260354,-2.544511,11.547971,-0.73934615,1.054765,1
