true_label,predicted_label,prob_class_0,prob_class_1,prob_class_2,prob_class_3,prob_class_4,prob_class_5,prob_class_6,prob_class_7,prob_class_8,prob_class_9,prob_class_10,prob_class_11,prob_class_12,prob_class_13,prob_class_14,correct
2.0,2,-0.22830743,0.28533012,9.216051,2.968218,-0.9741356,-1.1994683,-1.9832623,-1.1468819,0.09089644,-0.95721906,-1.5884011,1.854278,-2.3676772,-0.23877937,-1.338274,1
2.0,2,-0.22835237,0.28545976,9.216065,2.9681826,-0.97427416,-1.1994891,-1.9832635,-1.1468873,0.09088226,-0.95726943,-1.5883615,1.8542575,-2.3676345,-0.23876122,-1.3382351,1
2.0,2,-0.22605681,0.28731972,9.216682,2.9635143,-0.9736015,-1.2003118,-1.9836454,-1.1466098,0.089430034,-0.9570393,-1.5887231,1.8550617,-2.367457,-0.23683304,-1.3387177,1
2.0,2,-0.22774288,0.28468126,9.216265,2.9669688,-0.97377324,-1.1995767,-1.9831436,-1.146635,0.09084662,-0.9568055,-1.5883627,1.8549283,-2.367772,-0.23829532,-1.3384864,1
2.0,2,-0.22733486,0.28577662,9.216326,2.966214,-0.9736998,-1.1997894,-1.9833477,-1.1466784,0.09033966,-0.9569836,-1.5885849,1.8546962,-2.3676786,-0.23796687,-1.3385048,1
2.0,2,-0.22781041,0.28565013,9.216178,2.9672318,-0.9739217,-1.1996337,-1.9833288,-1.146809,0.09059115,-0.9571353,-1.5885043,1.8544667,-2.3676662,-0.23837641,-1.338393,1
3.0,3,-1.2498548,-1.4657664,1.1665668,8.933855,0.3056273,-0.6209513,-1.8652809,-1.1391274,0.12269898,1.2686776,-1.0418059,-0.99808985,0.11857014,-2.9735265,-0.40498948,1
3.0,3,-1.247487,-1.4664253,1.1634175,8.934805,0.30998892,-0.6193411,-1.8640975,-1.1392773,0.12072934,1.2646666,-1.0420839,-0.99862385,0.118221484,-2.9720116,-0.40652823,1
3.0,3,-1.2550414,-1.4559809,1.1885118,8.935588,0.3073477,-0.6328921,-1.8710324,-1.1502866,0.13458419,1.2610084,-1.0409752,-1.0201309,0.11088478,-2.98045,-0.39002478,1
3.0,3,-1.2461847,-1.4602545,1.1654128,8.946111,0.32090932,-0.608764,-1.8605485,-1.1446116,0.119357005,1.227649,-1.0474558,-1.0010974,0.10663868,-2.968119,-0.40512246,1
3.0,3,-1.2438029,-1.4636035,1.1632246,8.943177,0.32053226,-0.6104814,-1.860936,-1.1432936,0.11708453,1.2370428,-1.0458363,-0.9973055,0.111160286,-2.9681551,-0.4086525,1
3.0,3,-1.2487239,-1.4641168,1.1665406,8.937922,0.3106624,-0.6167389,-1.8636748,-1.1411493,0.121902645,1.2550857,-1.0438868,-0.997871,0.11419854,-2.9717963,-0.4054942,1
12.0,12,-0.19490263,-0.2656482,0.552118,-0.862248,-2.5772564,-2.4401226,-1.8297954,-2.0491216,-1.2524225,-1.9922938,3.351513,1.960758,8.222371,4.25162,-1.367897,1
12.0,12,0.18448497,-0.12646164,0.098815046,-0.49459004,-2.3779001,-2.0545168,-1.7755135,-1.9378264,-1.1850892,-2.3817158,3.3415935,1.5451436,8.452874,3.7850552,-1.5724461,1
12.0,12,0.51226646,-0.106790364,0.6555139,-0.9271525,-2.544106,-2.5055397,-2.1131504,-2.1793892,-1.6625351,-1.9775894,2.2660923,1.9257277,7.802437,5.16603,-1.3001814,1
12.0,12,-0.8241726,-0.5353931,0.5070456,-1.2814361,-2.7377546,-2.662351,-1.6948642,-2.0676644,-1.4186635,-2.0292976,3.9429698,3.0637717,7.238345,4.8538747,-1.155858,1
