true_label,predicted_label,prob_class_0,prob_class_1,prob_class_2,prob_class_3,prob_class_4,prob_class_5,prob_class_6,prob_class_7,prob_class_8,prob_class_9,correct
1.0,1,-1.3639991,5.654858,-0.32183388,-1.6682802,-1.3741739,1.343232,-2.6711068,0.32333925,-0.42063138,-0.7443601,1
1.0,1,-1.3662418,5.548682,-0.56292534,-1.7387365,-1.1799538,1.5413082,-2.7197127,0.5076013,-0.13413586,-1.0150476,1
1.0,1,-1.7015681,5.380011,-0.8287209,-1.787389,-1.3315208,1.4688376,-2.4948893,0.8955452,0.02742559,-0.84131014,1
1.0,1,-1.0322165,5.525044,-0.35708806,-1.9925339,-1.3529553,1.5167431,-2.8545425,0.4888149,-0.01824746,-1.0490396,1
1.0,1,-0.5904344,5.540735,0.11016521,-2.0604343,-1.3913357,1.5334697,-3.0191753,0.20937566,-0.2345044,-1.0678183,1
1.0,1,-0.9796352,5.6786885,-0.06632939,-1.7260618,-1.3587625,1.4249896,-2.8581316,0.15588088,-0.4941502,-0.8886149,1
3.0,3,-0.43924946,-1.062382,0.6980778,5.656052,0.6714518,-1.7196345,-1.3691506,-1.2324964,-1.6529499,0.33073556,1
3.0,3,-0.43924934,-1.0623816,0.69807863,5.6560526,0.67145145,-1.7196342,-1.3691504,-1.2324965,-1.6529502,0.33073556,1
3.0,3,-0.43924978,-1.0623821,0.698078,5.656052,0.6714514,-1.7196348,-1.3691494,-1.2324961,-1.6529502,0.33073604,1
3.0,3,-0.43924937,-1.0623813,0.6980793,5.6560526,0.6714515,-1.7196337,-1.3691511,-1.2324963,-1.6529508,0.33073515,1
3.0,3,-0.43924928,-1.0623814,0.6980786,5.6560526,0.67145175,-1.7196339,-1.3691511,-1.2324964,-1.65295,0.33073515,1
3.0,3,-0.4392497,-1.0623823,0.6980771,5.656052,0.67145157,-1.719635,-1.3691496,-1.232496,-1.6529495,0.3307361,1
3.0,3,-0.26910096,-0.5040588,3.4470396,4.8421373,0.3687134,-1.0466695,-1.9049015,-1.473522,-2.661486,0.37683713,1
3.0,3,-0.26910084,-0.50405866,3.4470391,4.8421383,0.36871353,-1.0466698,-1.9049017,-1.4735216,-2.6614854,0.3768372,1
3.0,3,-0.2691011,-0.5040606,3.4470377,4.8421397,0.3687134,-1.0466708,-1.9049007,-1.4735215,-2.6614842,0.3768383,1
3.0,3,-0.26910126,-0.5040567,3.4470408,4.842137,0.3687136,-1.0466684,-1.9049022,-1.4735224,-2.661486,0.37683645,1
3.0,3,-0.26910156,-0.5040545,3.4470434,4.842136,0.36871362,-1.0466673,-1.9049033,-1.4735231,-2.6614866,0.37683558,1
3.0,3,-0.26910138,-0.504057,3.4470417,4.842137,0.36871332,-1.0466688,-1.9049019,-1.4735227,-2.6614861,0.3768369,1
3.0,3,-1.0074365,-1.1995063,0.058053482,5.579528,1.6548934,-1.5012531,-1.2328221,-1.1218352,-1.5093191,0.34506804,1
3.0,3,-1.0074372,-1.1995078,0.058051396,5.5795283,1.6548932,-1.5012544,-1.23282,-1.1218352,-1.5093179,0.34506938,1
3.0,3,-1.0074377,-1.1995107,0.058048192,5.579526,1.6548924,-1.5012563,-1.2328173,-1.1218334,-1.5093166,0.34507155,1
3.0,3,-1.0074368,-1.1995035,0.05805527,5.5795283,1.6548941,-1.5012516,-1.2328244,-1.1218355,-1.5093204,0.34506634,1
