true_label,predicted_label,prob_class_0,prob_class_1,prob_class_2,prob_class_3,prob_class_4,prob_class_5,prob_class_6,prob_class_7,prob_class_8,prob_class_9,correct
3.0,2,-3.7869322,-2.6505997,3.7691908,1.1039472,3.5804408,-2.0049374,-2.068517,-1.8047416,-1.5384104,1.3068014,0
3.0,2,-3.786933,-2.650599,3.7691896,1.1039464,3.580443,-2.0049372,-2.0685167,-1.8047411,-1.5384103,1.3068012,0
3.0,2,-3.786932,-2.650598,3.769186,1.1039476,3.580451,-2.0049365,-2.0685165,-1.8047414,-1.5384098,1.3067929,0
3.0,2,-3.7869325,-2.6505983,3.769189,1.1039479,3.580445,-2.0049357,-2.0685163,-1.8047411,-1.53841,1.3067969,0
3.0,2,-3.786932,-2.6505992,3.7691915,1.1039464,3.5804427,-2.0049367,-2.068517,-1.8047414,-1.5384102,1.3067986,0
3.0,2,-3.7869325,-2.6505995,3.7691917,1.1039467,3.5804408,-2.0049367,-2.068517,-1.8047411,-1.5384107,1.3068001,0
0.0,0,7.500735,-0.8981646,0.054845072,-1.8390797,-0.86755,-0.6582121,-0.59439325,-0.5588647,-0.6006539,-0.88103896,1
0.0,0,7.50066,-0.8982971,0.054722987,-1.8393081,-0.86756,-0.65833336,-0.59454083,-0.5589323,-0.60069996,-0.88029253,1
0.0,0,7.500431,-0.8971447,0.055265494,-1.8410815,-0.868194,-0.6584012,-0.59471273,-0.5591025,-0.6007193,-0.8794521,1
0.0,0,7.5004725,-0.8971958,0.055944525,-1.8410534,-0.86822915,-0.65829057,-0.5946273,-0.5590121,-0.6007641,-0.88025296,1
0.0,0,7.500681,-0.89821106,0.054848477,-1.8393095,-0.86757135,-0.65828943,-0.5944953,-0.55890906,-0.6006997,-0.8805746,1
0.0,0,7.5007677,-0.8980468,0.054521933,-1.838924,-0.8674847,-0.6581983,-0.59434515,-0.5588698,-0.6006148,-0.88110757,1
9.0,9,-1.9550878,-2.4163036,-0.10028797,1.7729453,-1.863977,-1.5296437,-1.3588616,-1.1643503,-0.87294465,6.205411,1
9.0,9,-1.9551393,-2.4162588,-0.10045227,1.7729738,-1.8639071,-1.5296341,-1.35884,-1.1643443,-0.8729214,6.205442,1
9.0,9,-1.955172,-2.4162016,-0.10059061,1.7730287,-1.863909,-1.5296062,-1.3588048,-1.1643255,-0.87289405,6.205453,1
9.0,9,-1.9551028,-2.4162438,-0.10038444,1.7729894,-1.8640189,-1.5296148,-1.3588283,-1.1643302,-0.87292117,6.2054124,1
9.0,9,-1.955098,-2.416276,-0.100356214,1.7729361,-1.8639585,-1.5296425,-1.3588543,-1.1643484,-0.87293524,6.2054315,1
9.0,9,-1.9550767,-2.4163134,-0.10025335,1.77292,-1.863979,-1.5296528,-1.3588717,-1.1643562,-0.87295157,6.2054133,1
