true_label,predicted_label,prob_class_0,prob_class_1,prob_class_2,prob_class_3,prob_class_4,prob_class_5,correct
0.0,0,4.818681,-0.017078191,-2.682242,-0.7938634,1.8461833,-2.2717297,1
0.0,0,4.8186936,-0.017102808,-2.6822193,-0.79385614,1.8461984,-2.2717657,1
0.0,0,4.8186755,-0.017075986,-2.682257,-0.7938546,1.8461666,-2.2717042,1
0.0,0,4.8186836,-0.017092854,-2.682242,-0.7938477,1.846171,-2.2717257,1
0.0,0,4.818689,-0.01707539,-2.6822593,-0.7938484,1.8461623,-2.2717175,1
0.0,0,4.818688,-0.017089933,-2.6822362,-0.79385495,1.8461826,-2.27174,1
2.0,2,-2.5018902,-1.746665,5.060666,-1.1501248,-1.0129058,-2.4868443,1
2.0,2,-2.5018902,-1.746665,5.060666,-1.1501248,-1.0129058,-2.4868443,1
2.0,2,-2.5018902,-1.746665,5.060666,-1.1501248,-1.0129058,-2.4868443,1
2.0,2,-2.5018902,-1.746665,5.060666,-1.1501248,-1.0129058,-2.4868443,1
2.0,2,-2.5018902,-1.746665,5.060666,-1.1501248,-1.0129058,-2.4868443,1
2.0,2,-2.5018902,-1.746665,5.060666,-1.1501248,-1.0129058,-2.4868443,1
3.0,3,-0.38690817,-1.4586616,-0.56825507,5.8228703,-1.3237125,-1.2349008,1
3.0,3,-0.38690817,-1.4586616,-0.56825507,5.8228703,-1.3237125,-1.2349008,1
3.0,3,-0.38690817,-1.4586616,-0.56825507,5.8228703,-1.3237125,-1.2349008,1
3.0,3,-0.38690817,-1.4586616,-0.56825507,5.8228703,-1.3237125,-1.2349008,1
3.0,3,-0.38690817,-1.4586616,-0.56825507,5.8228703,-1.3237125,-1.2349008,1
3.0,3,-0.38690817,-1.4586616,-0.56825507,5.8228703,-1.3237125,-1.2349008,1
2.0,2,-2.5280375,-1.7268503,5.0437527,-1.1891075,-0.98415136,-2.4469273,1
2.0,2,-2.5280375,-1.7268503,5.0437527,-1.1891075,-0.98415136,-2.4469273,1
2.0,2,-2.5280375,-1.7268503,5.0437527,-1.1891075,-0.98415136,-2.4469273,1
2.0,2,-2.5280375,-1.7268503,5.0437527,-1.1891075,-0.98415136,-2.4469273,1
2.0,2,-2.5280375,-1.7268503,5.0437527,-1.1891075,-0.98415136,-2.4469273,1
2.0,2,-2.5280375,-1.7268503,5.0437527,-1.1891075,-0.98415136,-2.4469273,1
3.0,3,-0.4164331,-1.4919667,-0.54020524,5.8269553,-1.3200933,-1.2213866,1
3.0,3,-0.4164331,-1.4919667,-0.54020524,5.8269553,-1.3200933,-1.2213866,1
3.0,3,-0.4164331,-1.4919667,-0.54020524,5.8269553,-1.3200933,-1.2213866,1
3.0,3,-0.4164331,-1.4919667,-0.54020524,5.8269553,-1.3200933,-1.2213866,1
3.0,3,-0.4164331,-1.4919667,-0.54020524,5.8269553,-1.3200933,-1.2213866,1
3.0,3,-0.4164331,-1.4919667,-0.54020524,5.8269553,-1.3200933,-1.2213866,1
2.0,2,-2.5576973,-1.7278738,5.036988,-1.1833922,-1.0114793,-2.3928747,1
2.0,2,-2.5576973,-1.7278738,5.036988,-1.1833922,-1.0114793,-2.3928747,1
2.0,2,-2.5576973,-1.7278738,5.036988,-1.1833922,-1.0114793,-2.3928747,1
2.0,2,-2.5576973,-1.7278738,5.036988,-1.1833922,-1.0114793,-2.3928747,1
2.0,2,-2.5576973,-1.7278738,5.036988,-1.1833922,-1.0114793,-2.3928747,1
2.0,2,-2.5576973,-1.7278738,5.036988,-1.1833922,-1.0114793,-2.3928747,1
2.0,2,-2.5458152,-1.7337933,5.0627556,-1.1516883,-1.0528232,-2.4272718,1
2.0,2,-2.5458152,-1.7337933,5.0627556,-1.1516883,-1.0528232,-2.4272718,1
2.0,2,-2.5458152,-1.7337933,5.0627556,-1.1516883,-1.0528232,-2.4272718,1
2.0,2,-2.5458152,-1.7337933,5.0627556,-1.1516883,-1.0528232,-2.4272718,1
2.0,2,-2.5458152,-1.7337933,5.0627556,-1.1516883,-1.0528232,-2.4272718,1
2.0,2,-2.5458152,-1.7337933,5.0627556,-1.1516883,-1.0528232,-2.4272718,1
2.0,2,-2.555237,-1.7333317,5.0296164,-1.1745762,-1.0019985,-2.3957074,1
2.0,2,-2.5552459,-1.7333348,5.029604,-1.1745658,-1.0020026,-2.3956845,1
2.0,2,-2.5552492,-1.7333395,5.0295978,-1.1745583,-1.002006,-2.395672,1
2.0,2,-2.5552511,-1.7333336,5.029602,-1.1745634,-1.0020056,-2.3956778,1
2.0,2,-2.5552485,-1.7333362,5.0295987,-1.1745629,-1.0020028,-2.395676,1
2.0,2,-2.5552485,-1.7333426,5.029597,-1.1745533,-1.0020094,-2.3956711,1
1.0,1,-0.4721312,5.001712,-1.4103785,-1.6800767,0.7247769,-0.52643293,1
1.0,1,-0.4721253,5.001701,-1.4103806,-1.6800579,0.7247795,-0.52644575,1
1.0,1,-0.47212845,5.0017004,-1.410377,-1.6800611,0.72477907,-0.52644426,1
1.0,1,-0.4721318,5.001693,-1.4103742,-1.6800505,0.7247739,-0.52644545,1
1.0,1,-0.47213346,5.0017004,-1.4103754,-1.6800606,0.72477376,-0.52643925,1
1.0,1,-0.4721322,5.0017185,-1.4103801,-1.6800857,0.72477466,-0.52642566,1
3.0,3,-0.41243,-1.4966228,-0.5475209,5.827646,-1.3133835,-1.2164465,1
3.0,3,-0.41243,-1.4966228,-0.5475209,5.827646,-1.3133835,-1.2164465,1
3.0,3,-0.41243,-1.4966228,-0.5475209,5.827646,-1.3133835,-1.2164465,1
3.0,3,-0.41243,-1.4966228,-0.5475209,5.827646,-1.3133835,-1.2164465,1
3.0,3,-0.41243,-1.4966228,-0.5475209,5.827646,-1.3133835,-1.2164465,1
3.0,3,-0.41243,-1.4966228,-0.5475209,5.827646,-1.3133835,-1.2164465,1
2.0,2,-2.4977548,-1.7571704,5.1043053,-1.1650519,-1.0475674,-2.508384,1
2.0,2,-2.4977548,-1.7571704,5.1043053,-1.1650519,-1.0475674,-2.508384,1
2.0,2,-2.4977548,-1.7571704,5.1043053,-1.1650519,-1.0475674,-2.508384,1
2.0,2,-2.4977548,-1.7571704,5.1043053,-1.1650519,-1.0475674,-2.508384,1
2.0,2,-2.4977548,-1.7571704,5.1043053,-1.1650519,-1.0475674,-2.508384,1
2.0,2,-2.4977548,-1.7571704,5.1043053,-1.1650519,-1.0475674,-2.508384,1
4.0,4,1.7429863,0.8142353,-1.3920724,-2.643095,3.9671345,-1.6668452,1
4.0,4,1.7435511,0.8152194,-1.3925586,-2.6434298,3.9669259,-1.6672113,1
4.0,4,1.7426727,0.8144945,-1.3918889,-2.643212,3.966832,-1.6667024,1
4.0,4,1.74221,0.813334,-1.3911624,-2.6428535,3.9671896,-1.6667527,1
4.0,4,1.7425296,0.8135158,-1.3915937,-2.6429958,3.9671726,-1.66655,1
4.0,4,1.7432935,0.813745,-1.3920846,-2.6431785,3.9674249,-1.666973,1
3.0,3,-0.36973166,-1.4335752,-0.5865009,5.810593,-1.3251066,-1.2384509,1
3.0,3,-0.36973166,-1.4335752,-0.5865009,5.810593,-1.3251066,-1.2384509,1
3.0,3,-0.36973166,-1.4335752,-0.5865009,5.810593,-1.3251066,-1.2384509,1
3.0,3,-0.36973166,-1.4335752,-0.5865009,5.810593,-1.3251066,-1.2384509,1
3.0,3,-0.36973166,-1.4335752,-0.5865009,5.810593,-1.3251066,-1.2384509,1
3.0,3,-0.36973166,-1.4335752,-0.5865009,5.810593,-1.3251066,-1.2384509,1
1.0,1,-0.19247968,5.041027,-1.5937726,-1.9962561,1.0518508,-0.5395062,1
1.0,1,-0.19248153,5.041018,-1.593771,-1.9962649,1.0518545,-0.5394948,1
1.0,1,-0.19239105,5.040945,-1.5937934,-1.9962263,1.0519557,-0.53959984,1
1.0,1,-0.19245715,5.040995,-1.5937724,-1.9962595,1.0518872,-0.53953,1
1.0,1,-0.19250663,5.0410132,-1.5937498,-1.9962841,1.051841,-0.539471,1
1.0,1,-0.1922995,5.0408654,-1.5938268,-1.9962401,1.0520545,-0.5396494,1
3.0,3,-0.33994925,-1.4218645,-0.5961953,5.8018947,-1.3181514,-1.2671609,1
3.0,3,-0.33994925,-1.4218645,-0.5961953,5.8018947,-1.3181514,-1.2671609,1
3.0,3,-0.33994925,-1.4218645,-0.5961953,5.8018947,-1.3181514,-1.2671609,1
3.0,3,-0.33994925,-1.4218645,-0.5961953,5.8018947,-1.3181514,-1.2671609,1
