true_label,predicted_label,prob_class_0,prob_class_1,prob_class_2,prob_class_3,prob_class_4,prob_class_5,prob_class_6,prob_class_7,prob_class_8,prob_class_9,prob_class_10,prob_class_11,correct
11.0,11,-1.2656246,-1.4501992,0.4845702,-1.0447574,-1.0611902,1.8957669,-1.7217469,1.2220069,-1.0842634,-1.3306925,0.8043896,8.71044,1
11.0,11,-1.2656428,-1.4438605,0.4976414,-1.059029,-1.0770636,1.9291782,-1.7017587,1.2128737,-1.110982,-1.335475,0.82181954,8.699156,1
11.0,11,-1.212001,-1.4282279,0.52140814,-1.0441766,-1.0707651,1.8255095,-1.7070249,1.183737,-1.154014,-1.3380913,0.83701104,8.735355,1
11.0,11,-1.2609833,-1.4532565,0.4748532,-1.0420555,-1.0517318,1.8707305,-1.7167221,1.2098235,-1.0803776,-1.3216968,0.8030897,8.724024,1
11.0,11,-1.2445211,-1.4544401,0.46819854,-1.0330362,-1.0361496,1.8147105,-1.7214887,1.1989045,-1.0776229,-1.3161483,0.8014762,8.746021,1
11.0,11,-1.267579,-1.447435,0.49216425,-1.0506908,-1.0699507,1.9161307,-1.7156161,1.2216518,-1.0944859,-1.3346992,0.81102157,8.702185,1
5.0,9,-1.9571983,-1.352451,-1.9029413,-1.0458624,-0.18045726,3.4645772,-1.1237482,0.7510703,-0.06624459,6.797191,-1.1233032,-2.3988497,0
5.0,9,-1.882602,-1.325769,-1.9297148,-1.0367047,-0.23789126,3.1346722,-1.1771318,0.78336865,-0.02557193,7.0088344,-1.1633973,-2.3929436,0
5.0,9,-1.973359,-1.3615075,-1.9561809,-1.0194191,-0.039249383,3.536258,-1.1637627,0.69246554,-0.06293227,6.7223067,-1.0961871,-2.4101353,0
5.0,9,-1.8784403,-1.3289499,-1.9510878,-1.0244443,-0.2102623,3.1204174,-1.2108866,0.7747017,-0.0139537025,7.007828,-1.148464,-2.398046,0
5.0,9,-1.8969663,-1.3337888,-1.9614736,-1.0043118,-0.16487277,3.21038,-1.2125907,0.7280065,-0.017844127,6.9453044,-1.1235328,-2.4000034,0
5.0,9,-1.9497601,-1.3549176,-1.9009905,-1.0462449,-0.19433823,3.4317362,-1.1184336,0.7434164,-0.06324105,6.8219004,-1.1199152,-2.395984,0
2.0,2,-1.043072,1.3009199,8.149274,2.7324214,-2.0078006,0.33050358,-0.82448727,-0.92660934,-1.3900136,-2.458131,-1.7646579,-1.7670033,1
2.0,2,-1.0427381,1.3010148,8.149328,2.7323272,-2.0076742,0.33041435,-0.8246372,-0.9266319,-1.3900113,-2.4582338,-1.7648047,-1.7669033,1
2.0,2,-1.0429599,1.3011577,8.149221,2.732364,-2.007705,0.3306923,-0.82463825,-0.9263638,-1.390007,-2.4581711,-1.7650908,-1.7670523,1
2.0,2,-1.0428165,1.3008873,8.14937,2.7322295,-2.0076492,0.33055025,-0.8246189,-0.9265162,-1.389991,-2.4581954,-1.7648299,-1.7668592,1
2.0,2,-1.0429186,1.3010505,8.149282,2.732299,-2.0077565,0.3306351,-0.8246207,-0.92651343,-1.3899952,-2.4581594,-1.7648466,-1.7669963,1
