true_label,predicted_label,prob_class_0,prob_class_1,prob_class_2,prob_class_3,prob_class_4,prob_class_5,correct
0.0,0,14.963467,-0.71887815,-10.13029,-4.617289,-0.27874303,-7.1817365,1
0.0,0,14.960698,-0.7181946,-10.129417,-4.6179314,-0.2779678,-7.1801715,1
0.0,0,14.960671,-0.7182256,-10.129266,-4.6178093,-0.27800047,-7.1803794,1
0.0,0,14.962944,-0.71873033,-10.129891,-4.6174955,-0.27857685,-7.181724,1
0.0,0,14.9628315,-0.7182387,-10.1301,-4.6171,-0.27901852,-7.1816516,1
0.0,0,14.961697,-0.7183393,-10.129741,-4.617835,-0.2782128,-7.1807923,1
2.0,2,-9.877069,-2.556244,21.246746,-2.7998674,3.3456984,-9.550969,1
2.0,2,-9.877069,-2.556244,21.246746,-2.7998674,3.3456984,-9.550969,1
2.0,2,-9.877069,-2.556244,21.246746,-2.7998674,3.3456984,-9.550969,1
2.0,2,-9.877069,-2.556244,21.246746,-2.7998674,3.3456984,-9.550969,1
2.0,2,-9.877069,-2.556244,21.246746,-2.7998674,3.3456984,-9.550969,1
2.0,2,-9.877069,-2.556244,21.246746,-2.7998674,3.3456984,-9.550969,1
3.0,3,-3.6202402,2.114542,-4.6891484,19.057037,-6.259921,-7.1868114,1
3.0,3,-3.6202402,2.114542,-4.6891484,19.057037,-6.259921,-7.1868114,1
3.0,3,-3.6202402,2.114542,-4.6891484,19.057037,-6.259921,-7.1868114,1
3.0,3,-3.6202402,2.114542,-4.6891484,19.057037,-6.259921,-7.1868114,1
3.0,3,-3.6202402,2.114542,-4.6891484,19.057037,-6.259921,-7.1868114,1
3.0,3,-3.6202402,2.114542,-4.6891484,19.057037,-6.259921,-7.1868114,1
2.0,2,-9.883123,-2.555284,21.224941,-2.8254263,3.3756504,-9.539253,1
2.0,2,-9.883123,-2.555284,21.224941,-2.8254263,3.3756504,-9.539253,1
2.0,2,-9.883123,-2.555284,21.224941,-2.8254263,3.3756504,-9.539253,1
2.0,2,-9.883123,-2.555284,21.224941,-2.8254263,3.3756504,-9.539253,1
2.0,2,-9.883123,-2.555284,21.224941,-2.8254263,3.3756504,-9.539253,1
2.0,2,-9.883123,-2.555284,21.224941,-2.8254263,3.3756504,-9.539253,1
3.0,3,-3.6758192,2.0712466,-4.584433,18.983871,-6.2005386,-7.240705,1
3.0,3,-3.6758218,2.0712445,-4.5844316,18.98387,-6.200537,-7.240704,1
3.0,3,-3.6758192,2.0712466,-4.584433,18.983871,-6.2005386,-7.240705,1
3.0,3,-3.6758218,2.0712445,-4.5844316,18.98387,-6.200537,-7.240704,1
3.0,3,-3.6758218,2.0712445,-4.5844316,18.98387,-6.200537,-7.240704,1
3.0,3,-3.6758192,2.0712466,-4.584433,18.983871,-6.2005386,-7.240705,1
2.0,2,-9.900603,-2.5396967,21.279709,-2.8413196,3.3508368,-9.565406,1
2.0,2,-9.900603,-2.5396967,21.279709,-2.8413196,3.3508368,-9.565406,1
2.0,2,-9.900603,-2.5396967,21.279709,-2.8413196,3.3508368,-9.565406,1
2.0,2,-9.900603,-2.5396967,21.279709,-2.8413196,3.3508368,-9.565406,1
2.0,2,-9.900603,-2.5396967,21.279709,-2.8413196,3.3508368,-9.565406,1
2.0,2,-9.900603,-2.5396967,21.279709,-2.8413196,3.3508368,-9.565406,1
2.0,2,-9.900148,-2.5313082,21.270689,-2.8539946,3.3558679,-9.563885,1
2.0,2,-9.900148,-2.5313082,21.270689,-2.8539946,3.3558679,-9.563885,1
2.0,2,-9.900148,-2.5313082,21.270689,-2.8539946,3.3558679,-9.563885,1
2.0,2,-9.900148,-2.5313082,21.270689,-2.8539946,3.3558679,-9.563885,1
2.0,2,-9.900148,-2.5313082,21.270689,-2.8539946,3.3558679,-9.563885,1
2.0,2,-9.900148,-2.5313082,21.270689,-2.8539946,3.3558679,-9.563885,1
2.0,2,-9.8882265,-2.549788,21.259806,-2.852064,3.372892,-9.566898,1
2.0,2,-9.88823,-2.5497866,21.259794,-2.8520668,3.372902,-9.566887,1
2.0,2,-9.888238,-2.5497804,21.259796,-2.8520765,3.3729057,-9.566884,1
2.0,2,-9.888233,-2.5497851,21.259796,-2.852072,3.3729024,-9.566888,1
2.0,2,-9.888233,-2.5497832,21.259804,-2.8520768,3.3729029,-9.566893,1
2.0,2,-9.88823,-2.549786,21.259798,-2.8520768,3.3729067,-9.566889,1
1.0,1,-1.3622054,7.345884,-3.0493555,-1.3798438,-0.79354393,-2.2292385,1
1.0,1,-1.3622075,7.345854,-3.049294,-1.3798823,-0.79357374,-2.2292418,1
1.0,1,-1.3622133,7.3458567,-3.0493984,-1.3798542,-0.79347265,-2.2292428,1
1.0,1,-1.3621747,7.3458357,-3.049449,-1.379894,-0.7934741,-2.2291737,1
1.0,1,-1.362181,7.3459187,-3.049232,-1.3798863,-0.793676,-2.2292616,1
1.0,1,-1.3621572,7.3458242,-3.0494075,-1.3798707,-0.7935492,-2.22915,1
3.0,3,-3.6258638,2.133001,-4.6003995,18.949928,-6.197865,-7.298686,1
3.0,3,-3.6258638,2.133001,-4.6003995,18.949928,-6.197865,-7.298686,1
3.0,3,-3.6258638,2.133001,-4.6003995,18.949928,-6.197865,-7.298686,1
3.0,3,-3.6258638,2.133001,-4.6003995,18.949928,-6.197865,-7.298686,1
3.0,3,-3.6258638,2.133001,-4.6003995,18.949928,-6.197865,-7.298686,1
3.0,3,-3.6258638,2.133001,-4.6003995,18.949928,-6.197865,-7.298686,1
2.0,2,-9.871727,-2.5157685,21.272497,-2.8291698,3.2966576,-9.571332,1
2.0,2,-9.871727,-2.5157685,21.272497,-2.8291698,3.2966576,-9.571332,1
2.0,2,-9.871727,-2.5157685,21.272497,-2.8291698,3.2966576,-9.571332,1
2.0,2,-9.871727,-2.5157685,21.272497,-2.8291698,3.2966576,-9.571332,1
2.0,2,-9.871727,-2.5157685,21.272497,-2.8291698,3.2966576,-9.571332,1
2.0,2,-9.871727,-2.5157685,21.272497,-2.8291698,3.2966576,-9.571332,1
4.0,4,-1.0879468,-0.6677848,-1.1246935,-6.793954,9.179729,-4.554614,1
4.0,4,-1.0875468,-0.6674768,-1.1252537,-6.794032,9.179072,-4.553997,1
4.0,4,-1.0892116,-0.66640437,-1.123437,-6.793704,9.177837,-4.552811,1
4.0,4,-1.094721,-0.66549766,-1.1175215,-6.7932215,9.177609,-4.5514884,1
4.0,4,-1.0937984,-0.666813,-1.1172636,-6.794202,9.178193,-4.551714,1
4.0,4,-1.0920968,-0.6686293,-1.1231651,-6.793298,9.182013,-4.554416,1
3.0,3,-3.622224,2.1628785,-4.748165,19.076635,-6.327927,-7.0606894,1
3.0,3,-3.622224,2.1628785,-4.748165,19.076635,-6.327927,-7.0606894,1
3.0,3,-3.622224,2.1628785,-4.748165,19.076635,-6.327927,-7.0606894,1
3.0,3,-3.622224,2.1628785,-4.748165,19.076635,-6.327927,-7.0606894,1
3.0,3,-3.622224,2.1628785,-4.748165,19.076635,-6.327927,-7.0606894,1
3.0,3,-3.622224,2.1628785,-4.748165,19.076635,-6.327927,-7.0606894,1
1.0,1,-1.3428527,7.2804475,-3.1738043,-0.73147404,-1.334155,-2.3249304,1
1.0,1,-1.3425031,7.2802005,-3.1741788,-0.731488,-1.3340076,-2.324984,1
1.0,1,-1.3427042,7.280562,-3.1737313,-0.73151183,-1.3343066,-2.3251095,1
1.0,1,-1.3424916,7.2807026,-3.174006,-0.73155296,-1.3343338,-2.3251495,1
1.0,1,-1.3425882,7.2805777,-3.1740608,-0.73159206,-1.3342801,-2.324854,1
1.0,1,-1.3424721,7.280161,-3.1741166,-0.7315321,-1.3341032,-2.324863,1
3.0,3,-3.6571398,2.1713543,-4.7270293,19.013948,-6.2829356,-7.059361,1
3.0,3,-3.6571398,2.1713543,-4.7270293,19.013948,-6.2829356,-7.059361,1
3.0,3,-3.6571398,2.1713543,-4.7270293,19.013948,-6.2829356,-7.059361,1
3.0,3,-3.6571398,2.1713543,-4.7270293,19.013948,-6.2829356,-7.059361,1
3.0,3,-3.6571398,2.1713543,-4.7270293,19.013948,-6.2829356,-7.059361,1
3.0,3,-3.6571398,2.1713543,-4.7270293,19.013948,-6.2829356,-7.059361,1
3.0,3,-3.6298027,2.145337,-4.7199216,19.100122,-6.2982416,-7.1355095,1
3.0,3,-3.6298027,2.145337,-4.7199216,19.100122,-6.2982416,-7.1355095,1
3.0,3,-3.6298027,2.145337,-4.7199216,19.100122,-6.2982416,-7.1355095,1
3.0,3,-3.6298027,2.145337,-4.7199216,19.100122,-6.2982416,-7.1355095,1
3.0,3,-3.6298027,2.145337,-4.7199216,19.100122,-6.2982416,-7.1355095,1
3.0,3,-3.6298027,2.145337,-4.7199216,19.100122,-6.2982416,-7.1355095,1
