true_label,predicted_label,prob_class_0,prob_class_1,prob_class_2,prob_class_3,prob_class_4,prob_class_5,prob_class_6,prob_class_7,prob_class_8,prob_class_9,correct
4.0,4,-1.2728254,-1.3959442,-2.166284,-0.9435744,8.962686,-0.73119986,-0.58204436,-0.9788354,-0.761359,-0.62273544,1
4.0,4,-1.2711082,-1.3941883,-2.1678197,-0.9505161,8.961281,-0.7327392,-0.5819521,-0.97647554,-0.7607182,-0.62295586,1
4.0,4,-1.2740645,-1.3970841,-2.166073,-0.9370719,8.9639635,-0.73686785,-0.57986724,-0.9810395,-0.76238316,-0.62172145,1
4.0,4,-1.2786595,-1.3948627,-2.164424,-0.9441488,8.960108,-0.7281686,-0.5756186,-0.989893,-0.7604017,-0.616675,1
4.0,4,-1.271933,-1.3936608,-2.1677914,-0.9518857,8.960602,-0.7320079,-0.58081144,-0.9783501,-0.76054835,-0.6213043,1
4.0,4,-1.2740486,-1.3957055,-2.1659744,-0.94358194,8.962225,-0.73067176,-0.5806864,-0.9812704,-0.7613047,-0.6210374,1
4.0,4,-1.8574843,-3.1589022,-2.8837879,2.1548665,7.6900826,-2.2578206,-1.7272866,0.562688,0.6643866,-0.16151208,1
4.0,4,-1.7993206,-3.171125,-2.887202,1.9566816,7.79563,-2.2029388,-1.715389,0.5026987,0.6586705,-0.070863955,1
4.0,4,-1.805796,-3.1721005,-2.7879548,2.105981,7.766172,-2.2377653,-1.7169236,0.47104627,0.6967004,-0.2702396,1
4.0,4,-1.8487511,-3.2023883,-2.7598104,2.1445968,7.682676,-2.1737075,-1.6782954,0.31443626,0.7972675,-0.2443808,1
4.0,4,-1.7610675,-3.1861315,-2.849096,1.8255612,7.855826,-2.135635,-1.6826446,0.34579098,0.7124677,-0.025220744,1
4.0,4,-1.8515239,-3.1572838,-2.8798566,2.145308,7.700419,-2.2540379,-1.7243581,0.54627573,0.6664922,-0.1614298,1
4.0,4,-0.76235527,-3.095272,-2.6172543,-0.21098465,7.396511,-1.2452606,-1.5589871,4.644532,-2.2379792,-0.17146337,1
4.0,4,-0.7534884,-3.1034985,-2.6468277,-0.19895755,7.4638977,-1.2459202,-1.5035589,4.558712,-2.2379768,-0.17083871,1
4.0,4,-0.76060265,-3.1145802,-2.6213062,-0.18532497,7.4217525,-1.2044009,-1.5335169,4.594945,-2.2444646,-0.2001917,1
4.0,4,-0.77008957,-3.0752268,-2.6376007,-0.18839167,7.443339,-1.2469964,-1.5305307,4.585644,-2.2430165,-0.19530722,1
4.0,4,-0.7647106,-3.0961199,-2.6138494,-0.20819396,7.3999257,-1.2369206,-1.5593125,4.634725,-2.2392578,-0.17565084,1
4.0,4,-0.7613233,-3.1042733,-2.6234512,-0.1982491,7.422649,-1.2287931,-1.5371813,4.602124,-2.2410667,-0.18089283,1
2.0,2,0.86379784,-2.106812,8.743778,-2.3928437,-2.6134682,-1.8688043,-0.9312435,0.4278649,0.5265529,0.05178898,1
2.0,2,0.86379707,-2.106812,8.743777,-2.3928423,-2.6134691,-1.8688046,-0.93124336,0.4278643,0.5265535,0.05178921,1
2.0,2,0.8637978,-2.106812,8.743777,-2.3928428,-2.6134686,-1.8688047,-0.93124396,0.42786467,0.52655387,0.05178884,1
2.0,2,0.8637971,-2.1068125,8.743777,-2.3928423,-2.6134684,-1.8688043,-0.9312446,0.427868,0.52655363,0.05178848,1
2.0,2,0.863798,-2.1068125,8.743777,-2.392842,-2.6134686,-1.8688048,-0.93124425,0.42786598,0.52655345,0.05178884,1
2.0,2,0.8637979,-2.106812,8.743776,-2.3928442,-2.613469,-1.868805,-0.9312429,0.42786443,0.526554,0.05178886,1
6.0,6,-1.0989724,-0.29003343,-1.1142563,-0.98169184,-0.94154245,-1.3399639,9.171639,-1.146345,-1.6939194,-1.2586908,1
6.0,6,-1.098898,-0.2904849,-1.1138986,-0.9818882,-0.941721,-1.3400232,9.171708,-1.1458133,-1.6939887,-1.2588136,1
6.0,6,-1.0985445,-0.2906356,-1.1140503,-0.98174274,-0.9419978,-1.3402494,9.171689,-1.1452287,-1.6940099,-1.2590373,1
6.0,6,-1.0984323,-0.29066432,-1.1140395,-0.98171973,-0.942197,-1.340303,9.171678,-1.1451889,-1.6939254,-1.2590355,1
6.0,6,-1.0989422,-0.2904539,-1.1137583,-0.98191047,-0.9418408,-1.3399894,9.171714,-1.1459719,-1.6939336,-1.2587717,1
6.0,6,-1.0988566,-0.28992975,-1.1144586,-0.9816016,-0.94162554,-1.3400193,9.171604,-1.1464024,-1.6938232,-1.2586514,1
0.0,0,9.935844,-1.3542205,-0.60939074,-1.0457282,-0.8607836,-0.14623226,-0.90136,-0.75920516,-1.2756498,-0.89232004,1
0.0,0,9.935844,-1.3542205,-0.6093908,-1.0457283,-0.8607836,-0.1462322,-0.9013602,-0.7592054,-1.2756497,-0.8923199,1
0.0,0,9.935844,-1.3542205,-0.60939056,-1.0457282,-0.86078364,-0.14623223,-0.9013604,-0.75920534,-1.2756499,-0.89232,1
0.0,0,9.935845,-1.3542203,-0.6093908,-1.0457282,-0.8607839,-0.14623226,-0.9013601,-0.75920534,-1.2756494,-0.8923203,1
0.0,0,9.935844,-1.3542203,-0.6093907,-1.045728,-0.86078376,-0.14623226,-0.9013604,-0.75920516,-1.2756494,-0.89232,1
0.0,0,9.935844,-1.3542202,-0.60939056,-1.0457282,-0.8607838,-0.1462326,-0.90136063,-0.7592052,-1.2756495,-0.89231974,1
