true_label,predicted_label,prob_class_0,prob_class_1,prob_class_2,prob_class_3,prob_class_4,prob_class_5,prob_class_6,prob_class_7,prob_class_8,prob_class_9,prob_class_10,prob_class_11,prob_class_12,prob_class_13,prob_class_14,prob_class_15,prob_class_16,prob_class_17,prob_class_18,prob_class_19,correct
18.0,18,-1.9131407,-1.7993828,-1.0147613,0.4589554,-2.0862586,-2.2615972,-1.2754192,-2.9621217,1.8256259,-1.860362,-0.33766693,1.829521,-0.019993264,-1.0537329,-0.53652567,-0.66177267,4.106256,-1.1132871,10.350064,6.2038693,1
18.0,18,-1.9168496,-1.7976124,-1.0062728,0.44983196,-2.0921383,-2.265808,-1.2581847,-2.958715,1.8269463,-1.8573642,-0.3169822,1.8132032,-0.033367023,-1.0661597,-0.53155327,-0.66057605,4.0769124,-1.1258825,10.335632,6.262958,1
18.0,18,-1.9426612,-1.8338451,-0.7313473,0.57520014,-2.34218,-2.4678056,-1.2886854,-3.145841,2.2520912,-1.2495707,-0.26317298,1.5697906,-0.24223645,-1.0024034,-0.64118814,-0.73325676,3.367655,-1.3458607,10.168991,7.188559,1
18.0,18,-2.0811102,-1.6685363,-0.65987635,0.3279589,-2.6123896,-2.4089527,-1.6119462,-3.1170926,3.2413208,-0.8604392,-0.61072993,1.3350178,0.07076858,-0.6881612,-0.7637501,-0.8525867,3.1225524,-1.478603,10.317319,6.5655336,1
18.0,18,-1.9379789,-1.775825,-0.99177307,0.41662422,-2.1209908,-2.273511,-1.267436,-2.9637156,1.9192531,-1.7899569,-0.32984078,1.7470378,-0.02120839,-1.0382574,-0.5342928,-0.66827464,3.9772606,-1.1575636,10.343007,6.328869,1
18.0,18,-1.9162145,-1.7987974,-1.0052037,0.4486693,-2.0917697,-2.2682512,-1.2540452,-2.959409,1.8219,-1.8609202,-0.31257918,1.8148673,-0.035849724,-1.0681766,-0.53215635,-0.6607356,4.0811973,-1.1254243,10.333365,6.2664814,1
0.0,0,10.784023,2.9819632,3.369003,-0.22298408,-0.5846745,-1.1235915,-1.2955364,-0.41843233,1.9167811,1.9900105,-1.0205959,-3.9618318,0.50693786,-0.9429978,-2.9351206,0.47438768,-3.4218,-3.2670434,-1.1220487,-1.0316038,1
0.0,0,10.787352,2.978856,3.367923,-0.22113541,-0.5811321,-1.1224396,-1.2946908,-0.41605994,1.9086643,1.9807162,-1.0180362,-3.958811,0.5023739,-0.94268894,-2.9298484,0.47892103,-3.4184499,-3.2702196,-1.1221882,-1.0351623,1
0.0,0,10.784782,2.9809458,3.3729568,-0.22272539,-0.5909192,-1.1235571,-1.3011346,-0.42018193,1.9338853,1.9891559,-1.0190375,-3.9587727,0.5069906,-0.9425517,-2.9415338,0.4636098,-3.415332,-3.26795,-1.1146404,-1.0309882,1
0.0,0,10.830105,2.9303315,3.335437,-0.21011189,-0.5245714,-1.1084641,-1.2805911,-0.38919884,1.8316625,1.8785812,-0.9879075,-3.9234097,0.45569187,-0.95275223,-2.8806362,0.5251274,-3.3723712,-3.3017414,-1.1192552,-1.0564066,1
0.0,0,10.789819,2.9764245,3.366749,-0.22008198,-0.5780942,-1.1216834,-1.293798,-0.41432172,1.9027967,1.9741745,-1.0162425,-3.956711,0.49919719,-0.9427167,-2.9262602,0.48211136,-3.4159667,-3.2723265,-1.1223335,-1.0371771,1
0.0,0,10.785258,2.9810102,3.369304,-0.22206625,-0.58357793,-1.1233044,-1.2951677,-0.4174651,1.9129096,1.9859291,-1.0195522,-3.9605548,0.5047345,-0.9423934,-2.9327745,0.4762031,-3.4203904,-3.2684891,-1.1220821,-1.0332783,1
2.0,2,-0.950944,-1.3481873,10.7327585,0.90599674,-4.221303,-2.6482384,-1.115491,-2.3620214,3.4165313,2.2048843,-0.6583193,-1.2230837,0.9214534,2.2777138,-2.3659687,-2.0705616,-0.92412794,-2.1253824,1.123255,1.879261,1
2.0,2,-0.9562427,-1.3512737,10.731185,0.9053652,-4.2285724,-2.6560051,-1.1189159,-2.370231,3.425715,2.2210371,-0.65757984,-1.2213209,0.9173636,2.2739098,-2.3729577,-2.0750878,-0.9235521,-2.124593,1.1377703,1.9011643,1
2.0,2,-0.9665659,-1.3577446,10.72369,0.90302545,-4.246985,-2.6600065,-1.1186101,-2.3795424,3.4473557,2.1950831,-0.65757376,-1.2051862,0.9246241,2.2730308,-2.3687735,-2.0689585,-0.9138766,-2.142979,1.1811053,1.9138863,1
2.0,2,-0.8780595,-1.3128676,10.758091,0.8848226,-4.143736,-2.558173,-1.0657701,-2.2545028,3.362406,1.9942454,-0.65800023,-1.2187934,0.9918823,2.315453,-2.299952,-2.0176501,-0.93780994,-2.158417,0.94148135,1.588782,1
2.0,2,-0.94733715,-1.3466713,10.735999,0.9016484,-4.2195454,-2.6463034,-1.11342,-2.3573356,3.4228373,2.1993687,-0.6575444,-1.2204845,0.92552733,2.2778146,-2.3675766,-2.070607,-0.92602754,-2.1283815,1.1145619,1.8666545,1
2.0,2,-0.95016736,-1.3478316,10.733924,0.9039792,-4.221234,-2.6483006,-1.115213,-2.3611317,3.4198914,2.2056885,-0.6578981,-1.2221055,0.92191297,2.2772973,-2.3675127,-2.0710378,-0.92496115,-2.1263592,1.1207021,1.8771882,1
9.0,9,-2.3143353,-1.4964645,2.8211548,-1.2478464,-2.4472344,-2.1069868,-1.46006,-2.8423474,1.7352815,9.294265,-1.080636,-2.8404794,-1.0564886,2.5907173,-1.8373623,-1.1885026,-2.7939787,0.30252966,-0.8083712,5.5567956,1
9.0,9,-2.3151467,-1.4972247,2.8204622,-1.2472138,-2.448273,-2.1076224,-1.4607781,-2.8442643,1.7355237,9.292662,-1.0799664,-2.8399844,-1.0569731,2.5940006,-1.8375113,-1.1896973,-2.7929945,0.30257937,-0.8047601,5.5599337,1
9.0,9,-2.3139777,-1.5045989,2.8107913,-1.2473196,-2.4481783,-2.114327,-1.4488326,-2.8479934,1.7329575,9.28106,-1.0726544,-2.8355076,-1.0606472,2.5809252,-1.8447825,-1.1906163,-2.787348,0.29582417,-0.78523934,5.604594,1
9.0,9,-2.3111746,-1.4999214,2.8185527,-1.2514443,-2.443818,-2.1099916,-1.4482603,-2.8380952,1.7331522,9.291036,-1.0774295,-2.8386154,-1.057819,2.5701761,-1.8422244,-1.1845452,-2.7932742,0.29673472,-0.8076358,5.5778947,1
9.0,9,-2.314523,-1.4979676,2.8201303,-1.2481108,-2.4475205,-2.1082249,-1.4582727,-2.84326,1.7351255,9.292063,-1.0793128,-2.839576,-1.0572653,2.5896254,-1.8384795,-1.1887649,-2.792895,0.30134597,-0.8049066,5.5640182,1
9.0,9,-2.3146284,-1.4972172,2.820602,-1.247794,-2.447612,-2.1076133,-1.4595983,-2.843211,1.7352651,9.293003,-1.0799667,-2.8400245,-1.0569054,2.5912933,-1.8377887,-1.1889231,-2.7933269,0.3021091,-0.80616474,5.5602546,1
