true_label,predicted_label,prob_class_0,prob_class_1,prob_class_2,prob_class_3,prob_class_4,prob_class_5,prob_class_6,prob_class_7,prob_class_8,prob_class_9,prob_class_10,prob_class_11,prob_class_12,prob_class_13,prob_class_14,correct
14.0,14,-1.2711366,0.10001062,-0.5106891,-1.3213804,1.1153141,-0.28279966,-1.687415,0.069776975,-0.24637902,-0.88065577,-0.9348221,-0.9359319,-1.235889,-2.239895,7.9912333,1
14.0,14,-1.2711366,0.100008845,-0.5106873,-1.3213798,1.1153125,-0.2827969,-1.6874151,0.06977949,-0.24638164,-0.8806546,-0.93482506,-0.93593204,-1.2358878,-2.239894,7.991235,1
14.0,14,-1.271138,0.10000384,-0.5106855,-1.3213801,1.11531,-0.28279486,-1.6874164,0.06978262,-0.24638349,-0.8806532,-0.9348269,-0.93593025,-1.2358828,-2.2398903,7.991238,1
14.0,14,-1.2711352,0.10000834,-0.5106905,-1.3213843,1.1153148,-0.2827991,-1.6874211,0.06977897,-0.24637735,-0.88065344,-0.93482506,-0.9359313,-1.2358844,-2.2398918,7.991235,1
14.0,14,-1.2711365,0.10000611,-0.51068884,-1.3213806,1.1153136,-0.28279892,-1.6874167,0.0697792,-0.24637932,-0.8806553,-0.9348219,-0.93593085,-1.2358869,-2.2398937,7.9912353,1
14.0,14,-1.2711371,0.100007355,-0.5106885,-1.3213794,1.1153123,-0.28279832,-1.6874144,0.06977871,-0.24638039,-0.8806556,-0.9348224,-0.9359307,-1.2358888,-2.239894,7.9912343,1
12.0,12,-0.68591267,0.26890182,-0.85296124,0.21006566,-0.5730621,-1.9212201,-0.59414816,-0.21099755,-0.6922735,-0.26412207,-0.6809286,-0.76443017,8.746238,-0.43044096,-0.13894764,1
12.0,12,-0.68601596,0.26903674,-0.85300046,0.21020952,-0.5730176,-1.9211547,-0.5942857,-0.21112332,-0.69221514,-0.26412246,-0.6809169,-0.7645452,8.746229,-0.43065003,-0.13879031,1
12.0,12,-0.6854388,0.2684682,-0.8536926,0.20976606,-0.57265705,-1.9203213,-0.59618104,-0.21025443,-0.69134533,-0.2643115,-0.6806043,-0.7648306,8.746156,-0.4300409,-0.13882366,1
12.0,12,-0.6851823,0.2682252,-0.8535796,0.20960361,-0.57276464,-1.9204367,-0.5959944,-0.21002272,-0.6914715,-0.26431653,-0.68061453,-0.76463604,8.746175,-0.42961526,-0.13920638,1
12.0,12,-0.68604934,0.2692276,-0.8528363,0.21046779,-0.5731691,-1.9212794,-0.593922,-0.21137246,-0.69243217,-0.26403636,-0.6810434,-0.7645687,8.7462435,-0.43074512,-0.13886684,1
12.0,12,-0.68661565,0.269269,-0.85279244,0.21030533,-0.5730869,-1.9214845,-0.5933158,-0.21141624,-0.692591,-0.26403853,-0.681033,-0.76446354,8.74624,-0.43123204,-0.13841572,1
1.0,1,-0.041303456,8.530988,-1.1420172,-1.6203514,-1.1082077,-0.116487615,-0.6079412,-1.6627246,-0.22069371,-0.9068373,-1.3513676,-1.6604823,-0.8783988,-0.2888151,-0.4920509,1
1.0,1,-0.10383876,8.5335865,-1.1502064,-1.5691082,-1.1000638,-0.10741452,-0.60237545,-1.6761439,-0.23276076,-0.8965541,-1.3426267,-1.6867915,-0.8752776,-0.3192451,-0.46267426,1
1.0,1,-0.25369078,8.534548,-1.160633,-1.4875416,-1.0683221,-0.14546034,-0.6809908,-1.684424,-0.1817323,-0.8563456,-1.3032674,-1.7037697,-0.88373303,-0.37153593,-0.41120234,1
1.0,1,-0.22549601,8.535127,-1.1580492,-1.4924176,-1.0744519,-0.13509646,-0.6436964,-1.6864066,-0.20671377,-0.87531495,-1.311019,-1.7025447,-0.8808478,-0.3641295,-0.41868728,1
1.0,1,-0.08694863,8.533917,-1.1495966,-1.5789522,-1.1045783,-0.10444107,-0.6070944,-1.6704634,-0.22995779,-0.8999978,-1.3469176,-1.6853931,-0.869724,-0.31214893,-0.4712392,1
1.0,1,-0.039935492,8.531513,-1.1445826,-1.6238064,-1.1111754,-0.10907111,-0.61325306,-1.6585503,-0.21930155,-0.902314,-1.3545421,-1.6657343,-0.87367314,-0.2881592,-0.49334675,1
11.0,11,-1.3455648,-1.7471864,0.18072325,-0.3588265,-0.4865915,0.47389346,0.06792919,-0.06565481,-0.9787517,3.111189,-0.5021309,8.423429,-0.84611607,0.12594245,0.054371867,1
11.0,11,-1.3399401,-1.7443537,0.17613146,-0.36225528,-0.48585543,0.47550225,0.07006596,-0.06373265,-0.98245066,3.1155107,-0.5074108,8.423071,-0.8448103,0.12929955,0.050122295,1
11.0,11,-1.342576,-1.7421329,0.17889154,-0.34292617,-0.485759,0.46734357,0.07572813,-0.0619848,-1.0037953,3.1049132,-0.5060602,8.4260645,-0.83911294,0.13737756,0.044110045,1
11.0,11,-1.3356553,-1.7464229,0.17341253,-0.37943316,-0.48579136,0.48227566,0.06307534,-0.0634001,-0.9653743,3.125377,-0.50876915,8.420533,-0.84908,0.12425111,0.0538738,1
11.0,11,-1.3380059,-1.7461841,0.1742688,-0.3752585,-0.48580763,0.48027387,0.06516907,-0.06389756,-0.96919346,3.1227546,-0.50839907,8.421051,-0.8476966,0.12525395,0.05384082,1
11.0,11,-1.3460573,-1.7479293,0.18073985,-0.36189815,-0.48664817,0.47510052,0.06669766,-0.066360064,-0.9742692,3.112751,-0.5016485,8.422809,-0.8473519,0.12388845,0.056156866,1
9.0,7,-0.1995021,-1.5838909,0.52346647,-1.7398889,-0.5795417,0.5948426,0.32532126,7.6629176,-1.9178004,0.86813706,-0.8634367,0.40122795,-3.634773,2.0290082,-0.65179664,0
9.0,7,-0.19733195,-1.5838649,0.52526695,-1.7376745,-0.57909316,0.59724396,0.32545623,7.661832,-1.9214399,0.86748767,-0.866312,0.39897963,-3.6347663,2.0326116,-0.6529281,0
