true_label,predicted_label,prob_class_0,prob_class_1,prob_class_2,prob_class_3,prob_class_4,prob_class_5,prob_class_6,prob_class_7,prob_class_8,prob_class_9,prob_class_10,prob_class_11,prob_class_12,prob_class_13,prob_class_14,correct
14.0,14,-1.6441727,0.57393664,0.17947103,-1.4264896,1.6221175,0.37074518,-2.4978957,-1.4898347,0.4652878,0.0452562,-0.23831376,-0.87091935,-0.43580753,-2.028206,5.830479,1
14.0,14,-1.6441737,0.57393545,0.17947334,-1.4264878,1.6221159,0.37074775,-2.4978974,-1.4898359,0.46528703,0.04526062,-0.23831624,-0.8709163,-0.43580824,-2.0282032,5.8304787,1
14.0,14,-1.6441766,0.5739321,0.17947617,-1.4264876,1.6221114,0.37075034,-2.497903,-1.4898382,0.46528912,0.04526866,-0.23831749,-0.87091047,-0.43580866,-2.0281985,5.8304815,1
14.0,14,-1.6441731,0.57393605,0.17947087,-1.4264934,1.6221156,0.3707455,-2.4979,-1.4898373,0.46529102,0.045263026,-0.23831546,-0.8709144,-0.43580508,-2.0282018,5.8304777,1
14.0,14,-1.644174,0.5739338,0.17947167,-1.4264895,1.6221162,0.37074566,-2.4978986,-1.4898366,0.4652904,0.045260962,-0.23831266,-0.87091535,-0.43580753,-2.028203,5.830479,1
14.0,14,-1.6441745,0.57393396,0.17947303,-1.4264878,1.622116,0.3707464,-2.4978979,-1.4898368,0.46528885,0.04526008,-0.23831375,-0.8709157,-0.43580896,-2.028203,5.830479,1
12.0,12,-0.0465397,1.1254041,-0.68931466,0.1793297,-0.21193014,-1.2886642,-0.7529685,0.49175808,-0.84617335,-0.77233595,-1.3682764,-0.24733081,6.3693914,-0.65959036,0.07815853,1
12.0,12,-0.046549328,1.1255169,-0.68935066,0.1794366,-0.21177025,-1.2885283,-0.7529608,0.49177864,-0.8461586,-0.7725565,-1.3682243,-0.24757685,6.369331,-0.6599063,0.07824025,1
12.0,12,-0.045648865,1.1255181,-0.69019693,0.17881832,-0.2112015,-1.2879305,-0.7542376,0.49169064,-0.84534997,-0.77251977,-1.367989,-0.24758297,6.369378,-0.6592341,0.0779655,1
12.0,12,-0.045557775,1.1253662,-0.6900625,0.1787416,-0.21158487,-1.288161,-0.7543793,0.49161673,-0.8454249,-0.77211297,-1.3681347,-0.24710107,6.369495,-0.6585195,0.07772634,1
12.0,12,-0.04667262,1.1256593,-0.6891187,0.17977637,-0.21205768,-1.2885923,-0.75276905,0.49171007,-0.8463928,-0.7725184,-1.3684179,-0.24760175,6.369312,-0.6599021,0.07817929,1
12.0,12,-0.047200553,1.1253418,-0.68913174,0.17958128,-0.21168624,-1.2887565,-0.75202066,0.49207854,-0.84649557,-0.77273375,-1.3681303,-0.24786201,6.3692517,-0.66077995,0.07860331,1
1.0,1,0.43329865,6.5022316,-0.7441043,-2.090692,-1.1646346,0.9601746,-0.47947854,-0.64185965,0.48529148,-2.207847,-2.4563367,-1.0723497,0.21368368,-1.3236282,0.66436714,1
1.0,1,0.40869233,6.5050254,-0.74737537,-2.0628834,-1.1485656,0.9689074,-0.470272,-0.6399214,0.47462168,-2.224615,-2.4478323,-1.1130111,0.21150051,-1.357934,0.6839819,1
1.0,1,0.34695297,6.500922,-0.7527999,-2.044861,-1.1147202,0.96161544,-0.49856037,-0.63584244,0.48756614,-2.2421305,-2.4133618,-1.1554208,0.22412954,-1.4163438,0.7422307,1
1.0,1,0.35854226,6.5037427,-0.7524293,-2.0372076,-1.1176007,0.96293235,-0.48234546,-0.6351439,0.4768969,-2.24918,-2.4200392,-1.1547375,0.2170491,-1.4073734,0.7276388,1
1.0,1,0.41511226,6.504532,-0.7474283,-2.067439,-1.1531976,0.96902615,-0.4731444,-0.63838184,0.47804353,-2.220625,-2.4512205,-1.1062642,0.21431093,-1.3501159,0.6772593,1
1.0,1,0.43304378,6.501736,-0.74532026,-2.0926003,-1.166579,0.96381813,-0.4811266,-0.6400732,0.48743132,-2.2029934,-2.4589841,-1.073707,0.21656825,-1.3236799,0.6642335,1
11.0,11,-1.1967791,-1.0430725,0.47697207,-0.5273913,-1.2893634,0.80092263,-0.55974704,-0.85965514,0.083224446,3.080409,-0.58143836,6.314003,-0.43592244,1.3626751,0.021029659,1
11.0,11,-1.1937711,-1.0405755,0.47235435,-0.5283761,-1.2873029,0.8017833,-0.5598301,-0.8580903,0.08347843,3.0828834,-0.58583015,6.31333,-0.43592274,1.3639543,0.018216401,1
11.0,11,-1.1934743,-1.0435,0.4772904,-0.5131812,-1.2865183,0.7991997,-0.56178516,-0.8565204,0.06819751,3.0767326,-0.5854757,6.316847,-0.43418765,1.3739421,0.012400396,1
11.0,11,-1.192556,-1.0377312,0.46794257,-0.5421978,-1.2877034,0.80373704,-0.56049746,-0.8584237,0.09586617,3.0883145,-0.58668476,6.3104367,-0.4368173,1.3574052,0.022589594,1
11.0,11,-1.1935817,-1.0387027,0.4690547,-0.5389182,-1.2877628,0.80288774,-0.5598514,-0.858621,0.09293653,3.0871668,-0.5862903,6.3110337,-0.43629116,1.3588027,0.021946944,1
11.0,11,-1.1973773,-1.0429171,0.47664878,-0.5299995,-1.2897558,0.8012411,-0.5592576,-0.86019146,0.086004004,3.0812972,-0.58084023,6.313388,-0.4362747,1.3605546,0.022508457,1
9.0,9,-1.1765287,-1.0648855,-0.08830868,-0.9188837,-1.4979812,-0.5838746,-0.9559706,1.2715837,-0.3714333,5.0919437,-0.74052256,1.9549447,-2.1066012,3.3544266,-0.80643815,1
9.0,9,-1.1748499,-1.065219,-0.08733355,-0.9149255,-1.4962934,-0.5810097,-0.95696396,1.2695878,-0.3743994,5.0917363,-0.7421426,1.9538494,-2.1076906,3.3553956,-0.8070367,1
9.0,9,-1.1793555,-1.0638419,-0.091049775,-0.92229795,-1.4975358,-0.5858301,-0.9541124,1.2736486,-0.36664933,5.094423,-0.73820263,1.9510366,-2.108555,3.3493466,-0.80465025,1
9.0,9,-1.1785048,-1.0622295,-0.09123872,-0.9233741,-1.4962864,-0.5823145,-0.9575614,1.2709796,-0.3654493,5.095577,-0.7409863,1.9530426,-2.1077058,3.348254,-0.8027471,1
9.0,9,-1.1811777,-1.058975,-0.09412535,-0.93156826,-1.4961327,-0.5810594,-0.9605107,1.2698637,-0.35689974,5.099389,-0.74198234,1.9551946,-2.1064308,3.341928,-0.7977161,1
9.0,9,-1.1816267,-1.06357,-0.09330347,-0.92604494,-1.4986336,-0.5887442,-0.9512668,1.2758927,-0.3620721,5.0958843,-0.7356819,1.9488152,-2.1095345,3.345956,-0.80374616,1
5.0,5,-0.05158154,0.643293,-1.4345639,0.52100337,3.278387,5.562137,0.09495981,-0.5447794,1.134521,-1.2578105,-1.3449836,-0.17444885,-1.4524735,-2.3084633,-0.30892345,1
5.0,5,-0.051937737,0.64348924,-1.4329278,0.52146214,3.2755325,5.5641727,0.09392097,-0.54486346,1.1337143,-1.2566137,-1.345493,-0.17346895,-1.4521128,-2.307993,-0.3082594,1
5.0,5,-0.053307183,0.6417422,-1.4343526,0.523495,3.281974,5.559838,0.09522227,-0.54715526,1.1315179,-1.2566087,-1.3426207,-0.17698866,-1.449858,-2.31125,-0.3059377,1
5.0,5,-0.05188159,0.64304525,-1.4367979,0.5198013,3.2848797,5.557379,0.09501207,-0.5464927,1.1351777,-1.2587153,-1.3431797,-0.1762089,-1.4498147,-2.3109548,-0.3070422,1
5.0,5,-0.054497473,0.64085376,-1.4327378,0.5258197,3.2808776,5.5608377,0.0950134,-0.548167,1.1289748,-1.2550353,-1.3418912,-0.17763013,-1.4489801,-2.312021,-0.3043861,1
5.0,5,-0.05187819,0.64312226,-1.4349711,0.52090997,3.2802708,5.5607758,0.09482095,-0.54553795,1.1343529,-1.2578076,-1.3442984,-0.17502458,-1.4513443,-2.3094146,-0.30797395,1
4.0,5,0.9518535,0.40336213,2.0082693,1.9594792,-0.90012753,5.9388633,-1.2341888,-0.8030031,-0.961563,-1.1519487,-1.5252435,1.8656583,-1.3429726,-0.31211862,-0.02866286,0
4.0,5,0.95185727,0.40337667,2.0082755,1.9594327,-0.90015507,5.9388657,-1.2342039,-0.8029963,-0.96155363,-1.1519231,-1.5252582,1.865677,-1.3429413,-0.31211418,-0.028643094,0
4.0,5,0.951868,0.40337056,2.0082746,1.9594582,-0.90012157,5.938864,-1.2342026,-0.80300725,-0.9615627,-1.151949,-1.5252417,1.8656569,-1.3429463,-0.31212568,-0.028647877,0
4.0,5,0.95191264,0.40338358,2.0083215,1.959419,-0.90016663,5.9388227,-1.234249,-0.80302334,-0.96156645,-1.1519625,-1.5252442,1.865725,-1.3428638,-0.31209582,-0.028617248,0
4.0,5,0.951873,0.40333626,2.0084338,1.9594821,-0.9001998,5.938807,-1.2342867,-0.80305135,-0.9616286,-1.151954,-1.5251963,1.8656545,-1.3428602,-0.31211323,-0.028549276,0
4.0,5,0.95185965,0.40336138,2.0082858,1.9594773,-0.9001329,5.938856,-1.2342007,-0.8030089,-0.96156883,-1.1519524,-1.5252385,1.8656591,-1.3429569,-0.31211823,-0.028650567,0
14.0,14,-1.0456568,-0.14804941,1.9760549,-0.92807716,-1.6882287,0.32596704,-2.4828267,-1.615299,-1.5042362,0.8984411,-0.6645108,-0.07949309,0.5082345,1.1592549,5.591167,1
14.0,14,-1.045657,-0.14806244,1.9760437,-0.9281044,-1.6882524,0.3259605,-2.4828534,-1.6153035,-1.5042286,0.8985279,-0.6645605,-0.07942161,0.50827205,1.1593511,5.59112,1
14.0,14,-1.045664,-0.14811367,1.976094,-0.928084,-1.6882825,0.32594052,-2.4828994,-1.6153041,-1.5042348,0.8985608,-0.6645577,-0.07936469,0.508324,1.1594329,5.5910687,1
14.0,14,-1.0455799,-0.14796117,1.9758999,-0.92822075,-1.6882068,0.32598612,-2.4828508,-1.6153451,-1.5041931,0.8984966,-0.6645965,-0.079436824,0.50824046,1.1593684,5.591174,1
