true_label,predicted_label,prob_class_0,prob_class_1,prob_class_2,prob_class_3,prob_class_4,prob_class_5,correct
0.0,0,6.0286417,-0.40895596,-2.9734771,-0.93691635,2.1884894,-3.2393508,1
0.0,0,6.028655,-0.40895256,-2.9734755,-0.93693054,2.1884968,-3.239368,1
0.0,0,6.0286474,-0.4089485,-2.973482,-0.93691874,2.18849,-3.239355,1
0.0,0,6.0286427,-0.40894434,-2.9734874,-0.9369076,2.188488,-3.2393491,1
0.0,0,6.028646,-0.40892556,-2.9735007,-0.93689644,2.1884842,-3.2393513,1
0.0,0,6.0286446,-0.4089525,-2.973481,-0.93691385,2.1884892,-3.2393522,1
2.0,2,-2.6540742,-1.9074957,6.3598905,-1.3994371,-0.9695897,-3.0444474,1
2.0,2,-2.6540742,-1.9074957,6.3598905,-1.3994371,-0.9695897,-3.0444474,1
2.0,2,-2.6540742,-1.9074957,6.3598905,-1.3994371,-0.9695897,-3.0444474,1
2.0,2,-2.6540742,-1.9074957,6.3598905,-1.3994371,-0.9695897,-3.0444474,1
2.0,2,-2.6540742,-1.9074957,6.3598905,-1.3994371,-0.9695897,-3.0444474,1
2.0,2,-2.6540742,-1.9074957,6.3598905,-1.3994371,-0.9695897,-3.0444474,1
3.0,3,-0.50301033,-1.8586268,-0.77664006,6.8037953,-1.6054476,-1.5622737,1
3.0,3,-0.50301033,-1.8586268,-0.77664006,6.8037953,-1.6054476,-1.5622737,1
3.0,3,-0.50301033,-1.8586268,-0.77664006,6.8037953,-1.6054476,-1.5622737,1
3.0,3,-0.50301033,-1.8586268,-0.77664006,6.8037953,-1.6054476,-1.5622737,1
3.0,3,-0.50301033,-1.8586268,-0.77664006,6.8037953,-1.6054476,-1.5622737,1
3.0,3,-0.50301033,-1.8586268,-0.77664006,6.8037953,-1.6054476,-1.5622737,1
2.0,2,-2.655599,-1.8959754,6.35011,-1.4231884,-0.9553404,-3.0278707,1
2.0,2,-2.655599,-1.8959754,6.35011,-1.4231884,-0.9553404,-3.0278707,1
2.0,2,-2.655599,-1.8959754,6.35011,-1.4231884,-0.9553404,-3.0278707,1
2.0,2,-2.655599,-1.8959754,6.35011,-1.4231884,-0.9553404,-3.0278707,1
2.0,2,-2.655599,-1.8959754,6.35011,-1.4231884,-0.9553404,-3.0278707,1
2.0,2,-2.655599,-1.8959754,6.35011,-1.4231884,-0.9553404,-3.0278707,1
3.0,3,-0.6537687,-2.016118,-0.65104985,6.8421755,-1.5503188,-1.5092428,1
3.0,3,-0.6537687,-2.016118,-0.65104985,6.8421755,-1.5503188,-1.5092428,1
3.0,3,-0.6537687,-2.016118,-0.65104985,6.8421755,-1.5503188,-1.5092428,1
3.0,3,-0.65376824,-2.0161176,-0.6510499,6.8421755,-1.5503191,-1.5092435,1
3.0,3,-0.65376824,-2.0161176,-0.6510499,6.8421755,-1.5503191,-1.5092435,1
3.0,3,-0.6537687,-2.016118,-0.65104985,6.8421755,-1.5503188,-1.5092428,1
2.0,2,-2.663187,-1.9179668,6.3401165,-1.4017892,-0.9707446,-2.989016,1
2.0,2,-2.663187,-1.9179668,6.3401165,-1.4017892,-0.9707446,-2.989016,1
2.0,2,-2.663187,-1.9179668,6.3401165,-1.4017892,-0.9707446,-2.989016,1
2.0,2,-2.663187,-1.9179668,6.3401165,-1.4017892,-0.9707446,-2.989016,1
2.0,2,-2.663187,-1.9179668,6.3401165,-1.4017892,-0.9707446,-2.989016,1
2.0,2,-2.663187,-1.9179668,6.3401165,-1.4017892,-0.9707446,-2.989016,1
2.0,2,-2.7035556,-1.8963315,6.382997,-1.4094286,-1.0019898,-3.0026882,1
2.0,2,-2.7035556,-1.8963315,6.382997,-1.4094286,-1.0019898,-3.0026882,1
2.0,2,-2.7035556,-1.8963315,6.382997,-1.4094286,-1.0019898,-3.0026882,1
2.0,2,-2.7035556,-1.8963315,6.382997,-1.4094286,-1.0019898,-3.0026882,1
2.0,2,-2.7035556,-1.8963315,6.382997,-1.4094286,-1.0019898,-3.0026882,1
2.0,2,-2.7035556,-1.8963315,6.382997,-1.4094286,-1.0019898,-3.0026882,1
2.0,2,-2.6953285,-1.9054258,6.3603277,-1.4009161,-0.9874917,-2.9877748,1
2.0,2,-2.695322,-1.9054244,6.360324,-1.4009204,-0.9874836,-2.9877775,1
2.0,2,-2.6953316,-1.9054306,6.360324,-1.4009063,-0.98749447,-2.9877658,1
