true_label,predicted_label,prob_class_0,prob_class_1,prob_class_2,prob_class_3,prob_class_4,prob_class_5,prob_class_6,prob_class_7,prob_class_8,prob_class_9,prob_class_10,prob_class_11,prob_class_12,prob_class_13,prob_class_14,correct
14.0,12,-0.85434383,0.4525447,-0.82653594,-0.12257486,-1.220995,-2.8870404,-0.2533481,-2.3946264,-0.15579498,1.9310293,-1.1513227,-2.5710263,7.8808746,-0.08480375,1.4132006,0
14.0,12,-0.8552685,0.45179042,-0.8255448,-0.12404617,-1.2237624,-2.8844302,-0.25671256,-2.3953364,-0.1568304,1.936308,-1.1522282,-2.572497,7.8785653,-0.08581852,1.4209757,0
14.0,12,-0.8539279,0.45385125,-0.82808506,-0.12538081,-1.2216365,-2.8869452,-0.25073677,-2.3979366,-0.15438172,1.9333874,-1.151987,-2.5775337,7.8765416,-0.08671542,1.4192262,0
14.0,12,-0.8536939,0.4537963,-0.82798254,-0.12466901,-1.2204745,-2.8872921,-0.25073057,-2.3978395,-0.15459216,1.9314378,-1.1515298,-2.577508,7.8771124,-0.08680794,1.418059,0
14.0,12,-0.85530454,0.4518555,-0.8256871,-0.123829715,-1.2237073,-2.8843396,-0.25726214,-2.3947887,-0.15680826,1.9362923,-1.1525328,-2.571441,7.8791413,-0.08564011,1.4203781,0
14.0,12,-0.85423166,0.45241284,-0.826314,-0.122356646,-1.2206427,-2.8874567,-0.25258255,-2.3948462,-0.15586168,1.9301676,-1.1507832,-2.5714016,7.880934,-0.08470204,1.4123566,0
12.0,14,-1.1047075,-1.586072,-0.9139255,-0.45651004,-0.7817471,-2.9348657,-0.9410389,-1.8429826,-0.79856706,-1.1945293,4.1105847,-1.75687,4.124473,-0.8192344,5.5787354,0
12.0,14,-1.104677,-1.5859822,-0.9140126,-0.45665494,-0.78179765,-2.934625,-0.9413695,-1.8427854,-0.7986262,-1.1943101,4.1101103,-1.7568673,4.124247,-0.81933576,5.5794544,0
12.0,14,-1.1045724,-1.5856609,-0.91455156,-0.45663872,-0.7817885,-2.934861,-0.9410585,-1.8427023,-0.79846823,-1.1943871,4.10974,-1.7575392,4.1245823,-0.81950235,5.5793333,0
12.0,14,-1.1045426,-1.5856036,-0.9146436,-0.45678857,-0.7819363,-2.9346006,-0.94134176,-1.8424996,-0.79853004,-1.1941242,4.1092577,-1.7573913,4.124521,-0.8195635,5.5799937,0
12.0,14,-1.1046369,-1.5858837,-0.9141571,-0.45678082,-0.7818957,-2.9344842,-0.94144356,-1.8426213,-0.79864603,-1.1941483,4.1097746,-1.756974,4.1241436,-0.81942105,5.579883,0
12.0,14,-1.1047366,-1.5861516,-0.9137975,-0.4564518,-0.78169316,-2.9349651,-0.94085515,-1.8430946,-0.79855704,-1.1946561,4.1109414,-1.7569047,4.1244125,-0.81917995,5.578374,0
1.0,1,-0.8929906,8.385425,-2.1897664,-0.9155665,-1.7661748,-0.70597744,-0.26367596,-0.92439204,-0.5355261,-1.3617033,-0.9126183,-1.2329718,-0.48499244,-0.052269444,-0.17103928,1
1.0,1,-0.8981785,8.388954,-2.1649756,-0.925352,-1.7556949,-0.7029668,-0.2672408,-0.918773,-0.55880207,-1.3517728,-0.93248093,-1.204184,-0.4903639,-0.05395776,-0.1597485,1
1.0,1,-0.88080066,8.385976,-2.172017,-0.9244397,-1.7656933,-0.70409966,-0.25411975,-0.91330636,-0.5541589,-1.364889,-0.91468054,-1.2375605,-0.50139576,-0.053402625,-0.16841102,1
1.0,1,-0.88022953,8.38314,-2.1763234,-0.9187227,-1.7554145,-0.7094861,-0.24401063,-0.89602244,-0.5746964,-1.3764467,-0.89707375,-1.2165654,-0.50948113,-0.05773424,-0.18174922,1
1.0,1,-0.9009426,8.389232,-2.1660373,-0.924688,-1.7548655,-0.703447,-0.27020428,-0.9204695,-0.5571791,-1.3503343,-0.93346995,-1.2000575,-0.4868272,-0.05422257,-0.1588937,1
1.0,1,-0.8999523,8.386094,-2.185057,-0.9156277,-1.7566216,-0.70809954,-0.26541197,-0.91932046,-0.5487637,-1.3591733,-0.9160019,-1.2057738,-0.48404154,-0.054003745,-0.17169869,1
11.0,11,-0.1563018,0.8950682,-0.17737101,-1.0275124,0.37879795,0.13453831,-0.27215362,0.30797073,-1.0227134,-0.47192097,-1.5895921,8.798233,1.0426475,-0.1332612,-0.7503287,1
11.0,11,-0.16203186,0.8960291,-0.17528385,-1.028194,0.37792295,0.1373886,-0.27763265,0.3087815,-1.0213891,-0.46900922,-1.5906504,8.798064,1.0381968,-0.13518219,-0.74163663,1
11.0,11,-0.15592778,0.9006432,-0.18013816,-1.0288407,0.38053814,0.13216905,-0.2737234,0.30631018,-1.0215621,-0.47463223,-1.5894063,8.79714,1.0483615,-0.13522564,-0.7506299,1
11.0,11,-0.15235645,0.90781695,-0.17220756,-1.0390995,0.36552304,0.11430216,-0.27621648,0.3047813,-1.0153705,-0.48051128,-1.5870919,8.795825,1.0838752,-0.14240271,-0.7497672,1
