true_label,predicted_label,prob_class_0,prob_class_1,prob_class_2,prob_class_3,prob_class_4,prob_class_5,prob_class_6,prob_class_7,prob_class_8,prob_class_9,correct
9.0,9,-1.4033223,-0.5494635,-0.025189307,-1.1217487,-2.945572,0.033906065,-0.67440945,-0.47217596,-0.4755475,6.5659614,1
9.0,9,-1.3975016,-0.5551207,-0.023364346,-1.1230963,-2.950462,0.04692418,-0.6745848,-0.47134602,-0.4759267,6.563354,1
9.0,9,-1.3735659,-0.5628437,0.013998795,-1.1469555,-2.9770684,0.080997646,-0.6779798,-0.46777895,-0.4770586,6.5514255,1
9.0,9,-1.3942645,-0.5419198,0.007620394,-1.1385069,-2.9580972,0.025993008,-0.6777335,-0.47155666,-0.47576755,6.56267,1
9.0,9,-1.401141,-0.5396944,-0.0073251724,-1.1285565,-2.9491541,0.01319186,-0.67641324,-0.47302285,-0.47545564,6.5669465,1
9.0,9,-1.4025079,-0.5465845,-0.021638725,-1.1240013,-2.9483585,0.03328088,-0.67478275,-0.47223452,-0.4754991,6.565127,1
3.0,3,-3.0624413,-1.180203,0.44281802,6.265149,0.37910876,0.4910855,-0.8379854,-1.4633477,-0.6369487,-0.9917889,1
3.0,3,-3.0700064,-1.2147193,0.51756805,6.2564735,0.4015287,0.46590412,-0.8463888,-1.463481,-0.64531106,-0.98575693,1
3.0,3,-3.0743043,-1.2478456,0.7599292,6.226813,0.34512818,0.43691826,-0.86244607,-1.4544225,-0.6582311,-1.0229367,1
3.0,3,-3.069497,-1.2394372,0.7336974,6.2324767,0.3485246,0.433727,-0.86006206,-1.4554279,-0.65604407,-1.0248777,1
3.0,3,-3.067325,-1.2096857,0.4661997,6.2617126,0.4139541,0.47657982,-0.843166,-1.4647949,-0.6426961,-0.9793133,1
3.0,3,-3.05932,-1.1766464,0.4172229,6.267845,0.3833279,0.4979655,-0.83615077,-1.4636142,-0.63532305,-0.9911527,1
5.0,5,-0.5505272,-0.72442794,0.45604607,-0.61750543,-0.96138734,7.024517,-0.20734364,0.12223849,-0.31543052,-1.0608579,1
5.0,5,-0.52795315,-0.73278093,0.49542025,-0.6337459,-0.9641251,7.0215416,-0.20556843,0.12553403,-0.3166049,-1.0843554,1
5.0,5,-0.5433972,-0.7278036,0.5198117,-0.6380031,-0.96768814,7.0215187,-0.20381214,0.12645064,-0.31720066,-1.0891908,1
